country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_Non_Compliance,r_House_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_Giver_Informed_SIA,abs_reason_travelled,abs_reason_farm,abs_reason_school,abs_reason_in_playground,abs_reason_market,abs_reason_other,nc_reason_religious_cultural,nc_reason_vaccines_safety,nc_reason_no_care_giver_consent,nc_reason_others,nc_reason_no_felt_need,nc_reason_too_many_rnd,nc_reason_child_sick,prct_r_Non_Compliance,prct_r_House_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
ZIM,MASHONALAND EAST,MUDZI,ZIM-2024-11-01_nOPV,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND EAST,MUREHWA,WPV1MLW,bOPV,Rnd1,21,2022-10-29T00:00:00Z,2022-11-02,2022-11-03,32,28,60,31,28,59,1,Pass,high,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
ZIM,MASHONALAND EAST,MUREHWA,WPV1MLW,bOPV,Rnd2,21,2022-12-03T00:00:00Z,2022-12-07,2022-12-08,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND EAST,MUREHWA,ZIM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-05-23T00:00:00Z,2023-05-27,2023-05-28,37,23,60,37,21,58,2,Pass,high,1,0,0,0,0,0,1,100,0,0,0,0,0,0,1,0,0,0,0,0,0,50,0,0,0,0,0,50,0.03
ZIM,MASHONALAND EAST,MUREHWA,ZIM-2023-05-01_bOPV,bOPV,Rnd2,21,2023-10-10T00:00:00Z,2023-10-14,2023-10-15,31,29,60,22,23,45,15,Fail,poor,1,4,0,0,1,0,9,90,0,0,0,0,0,0,1,0,0,0,0,0,0,6.67,26.67,0,0,6.67,0,60,0.25
ZIM,MASHONALAND EAST,MUREHWA,ZIM-2023-12-01_nOPV,nOPV2,Rnd1,21,2024-02-20T00:00:00Z,2024-02-24,2024-02-25,24,36,60,23,36,59,1,Pass,high,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
ZIM,MASHONALAND EAST,MUREHWA,ZIM-2023-12-01_nOPV,nOPV2,Rnd2,21,2024-03-19T00:00:00Z,2024-03-23,2024-03-24,25,35,60,24,35,59,1,Pass,high,0,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZIM,MASHONALAND EAST,MUREHWA,ZIM-2024-11-01_nOPV,nOPV2,Rnd1,21,2024-11-26T00:00:00Z,2024-11-30,2024-12-01,28,32,60,28,31,59,1,Pass,high,0,0,0,0,0,0,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
ZIM,MASHONALAND EAST,MUREHWA,ZIM-2024-11-01_nOPV,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND EAST,MUTOKO,WPV1MLW,bOPV,Rnd1,21,2022-10-29T00:00:00Z,2022-11-02,2022-11-03,31,29,60,22,25,47,13,Fail,poor,8,1,1,0,0,2,1,95,1,0,0,0,0,0,7,0,1,0,0,0,0,61.54,7.69,7.69,0,0,15.38,7.69,0.22
ZIM,MASHONALAND EAST,MUTOKO,WPV1MLW,bOPV,Rnd2,21,2022-12-03T00:00:00Z,2022-12-07,2022-12-08,34,26,60,27,22,49,11,Fail,poor,1,0,2,0,0,3,5,86.67,2,0,0,0,0,0,1,0,0,0,0,0,0,9.09,0,18.18,0,0,27.27,45.45,0.18
ZIM,MASHONALAND EAST,MUTOKO,ZIM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-05-23T00:00:00Z,2023-05-27,2023-05-28,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND EAST,MUTOKO,ZIM-2023-05-01_bOPV,bOPV,Rnd2,21,2023-10-10T00:00:00Z,2023-10-14,2023-10-15,25,35,60,24,32,56,4,Fail,moderate,0,0,1,0,0,0,3,98.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,75,0.07
ZIM,MASHONALAND EAST,MUTOKO,ZIM-2023-12-01_nOPV,nOPV2,Rnd1,21,2024-02-20T00:00:00Z,2024-02-24,2024-02-25,32,28,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZIM,MASHONALAND EAST,MUTOKO,ZIM-2023-12-01_nOPV,nOPV2,Rnd2,21,2024-03-19T00:00:00Z,2024-03-23,2024-03-24,30,30,60,30,29,59,1,Pass,high,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
ZIM,MASHONALAND EAST,MUTOKO,ZIM-2024-11-01_nOPV,nOPV2,Rnd1,21,2024-11-26T00:00:00Z,2024-11-30,2024-12-01,28,32,60,27,29,56,4,Fail,moderate,1,0,0,0,0,3,0,93.33,0,0,0,0,0,0,1,0,0,0,0,0,0,25,0,0,0,0,75,0,0.07
ZIM,MASHONALAND EAST,MUTOKO,ZIM-2024-11-01_nOPV,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND EAST,SEKE,WPV1MLW,bOPV,Rnd1,19,2022-10-30T00:00:00Z,2022-11-03,2022-11-05,20,30,50,19,26,45,15,Fail,poor,0,0,1,0,0,3,11,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,20,73.33,0.3
ZIM,MASHONALAND EAST,SEKE,WPV1MLW,bOPV,Rnd2,21,2022-12-03T00:00:00Z,2022-12-07,2022-12-08,27,33,60,16,25,41,19,Fail,poor,1,0,2,0,0,10,6,91.67,2,0,0,0,0,0,0,0,0,0,1,0,0,5.26,0,10.53,0,0,52.63,31.58,0.32
ZIM,MASHONALAND EAST,SEKE,ZIM-2023-05-01_bOPV,bOPV,Rnd1,22,2023-05-23T00:00:00Z,2023-05-27,2023-05-28,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND EAST,SEKE,ZIM-2023-05-01_bOPV,bOPV,Rnd2,21,2023-10-10T00:00:00Z,2023-10-14,2023-10-15,34,26,60,34,25,59,1,Pass,high,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0.02
ZIM,MASHONALAND EAST,SEKE,ZIM-2023-12-01_nOPV,nOPV2,Rnd1,21,2024-02-20T00:00:00Z,2024-02-24,2024-02-25,33,27,60,32,25,57,3,Pass,high,1,1,1,0,0,0,0,86.67,0,1,0,0,0,0,1,0,0,0,0,0,0,33.33,33.33,33.33,0,0,0,0,0.05
ZIM,MASHONALAND EAST,SEKE,ZIM-2023-12-01_nOPV,nOPV2,Rnd2,21,2024-03-19T00:00:00Z,2024-03-23,2024-03-24,29,31,60,27,31,58,2,Pass,high,0,0,1,0,0,0,1,76.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
ZIM,MASHONALAND EAST,SEKE,ZIM-2024-11-01_nOPV,nOPV2,Rnd1,18,2024-11-26T00:00:00Z,2024-11-30,2024-12-01,29,31,60,23,26,49,11,Fail,poor,1,6,2,0,1,0,1,86.67,2,0,0,0,0,0,1,0,0,0,0,0,0,9.09,54.55,18.18,0,9.09,0,9.09,0.18
ZIM,MASHONALAND EAST,SEKE,ZIM-2024-11-01_nOPV,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,26,34,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,98.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZIM,MASHONALAND EAST,UMP,WPV1MLW,bOPV,Rnd1,21,2022-10-29T00:00:00Z,2022-11-02,2022-11-03,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND EAST,UMP,WPV1MLW,bOPV,Rnd2,21,2022-12-03T00:00:00Z,2022-12-07,2022-12-08,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND EAST,UMP,ZIM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-05-23T00:00:00Z,2023-05-27,2023-05-28,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND EAST,UMP,ZIM-2023-05-01_bOPV,bOPV,Rnd2,21,2023-10-10T00:00:00Z,2023-10-14,2023-10-15,22,38,60,22,34,56,4,Fail,moderate,0,0,1,0,0,3,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,75,0,0.07
ZIM,MASHONALAND EAST,UMP,ZIM-2023-12-01_nOPV,nOPV2,Rnd1,21,2024-02-20T00:00:00Z,2024-02-24,2024-02-25,30,30,60,28,30,58,2,Pass,high,0,0,0,0,2,0,0,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0.03
ZIM,MASHONALAND EAST,UMP,ZIM-2023-12-01_nOPV,nOPV2,Rnd2,21,2024-03-19T00:00:00Z,2024-03-23,2024-03-24,25,35,60,24,35,59,1,Pass,high,0,0,0,0,1,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0.02
ZIM,MASHONALAND EAST,UMP,ZIM-2024-11-01_nOPV,nOPV2,Rnd1,21,2024-11-26T00:00:00Z,2024-11-30,2024-12-01,31,29,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZIM,MASHONALAND EAST,UMP,ZIM-2024-11-01_nOPV,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND WEST,CHEGUTU,WPV1MLW,bOPV,Rnd1,21,2022-10-29T00:00:00Z,2022-11-02,2022-11-03,32,28,60,31,27,58,2,Pass,high,0,0,2,0,0,0,0,98.33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
ZIM,MASHONALAND WEST,CHEGUTU,WPV1MLW,bOPV,Rnd2,21,2022-12-03T00:00:00Z,2022-12-07,2022-12-08,35,25,60,35,23,58,2,Pass,high,2,0,0,0,0,0,0,100,0,0,0,0,0,0,2,0,0,0,0,0,0,100,0,0,0,0,0,0,0.03
ZIM,MASHONALAND WEST,CHEGUTU,ZIM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-05-23T00:00:00Z,2023-05-27,2023-05-28,28,32,60,27,30,57,3,Pass,high,0,3,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.05
ZIM,MASHONALAND WEST,CHEGUTU,ZIM-2023-05-01_bOPV,bOPV,Rnd2,21,2023-10-10T00:00:00Z,2023-10-14,2023-10-15,26,34,60,26,30,56,4,Fail,moderate,0,0,2,0,0,1,1,98.33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,0,0,25,25,0.07
ZIM,MASHONALAND WEST,CHEGUTU,ZIM-2023-12-01_nOPV,nOPV2,Rnd1,21,2024-02-20T00:00:00Z,2024-02-24,2024-02-25,28,32,60,27,31,58,2,Pass,high,0,0,0,0,0,0,2,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.03
ZIM,MASHONALAND WEST,CHEGUTU,ZIM-2023-12-01_nOPV,nOPV2,Rnd2,21,2024-03-19T00:00:00Z,2024-03-23,2024-03-24,34,26,60,34,23,57,3,Pass,high,0,0,1,0,0,0,2,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,66.67,0.05
ZIM,MASHONALAND WEST,CHEGUTU,ZIM-2024-11-01_nOPV,nOPV2,Rnd1,21,2024-11-26T00:00:00Z,2024-11-30,2024-12-01,26,34,60,26,31,57,3,Pass,high,0,0,1,0,0,0,2,96.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,66.67,0.05
ZIM,MASHONALAND WEST,CHEGUTU,ZIM-2024-11-01_nOPV,nOPV2,Rnd2,19,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,27,33,60,22,29,51,9,Fail,poor,0,1,2,0,2,0,4,86.67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,22.22,0,22.22,0,44.44,0.15
ZIM,MASHONALAND WEST,HURUNGWE,WPV1MLW,bOPV,Rnd1,21,2022-10-29T00:00:00Z,2022-11-02,2022-11-04,35,25,60,30,24,54,6,Fail,moderate,1,0,2,0,0,0,3,95,1,0,0,0,0,1,0,0,0,1,0,0,0,16.67,0,33.33,0,0,0,50,0.1
ZIM,MASHONALAND WEST,HURUNGWE,WPV1MLW,bOPV,Rnd2,21,2022-12-03T00:00:00Z,2022-12-07,2022-12-08,21,39,60,19,34,53,7,Fail,moderate,0,0,2,0,0,0,5,98.33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,71.43,0.12
ZIM,MASHONALAND WEST,HURUNGWE,ZIM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-05-23T00:00:00Z,2023-05-27,2023-05-28,32,28,60,30,27,57,3,Pass,high,0,1,0,0,0,0,2,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,66.67,0.05
ZIM,MASHONALAND WEST,HURUNGWE,ZIM-2023-05-01_bOPV,bOPV,Rnd2,20,2023-10-10T00:00:00Z,2023-10-14,2023-10-15,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND WEST,HURUNGWE,ZIM-2023-12-01_nOPV,nOPV2,Rnd1,16,2024-02-20T00:00:00Z,2024-02-24,2024-02-25,27,23,50,25,18,43,17,Fail,poor,2,1,1,0,0,1,12,96,1,0,0,0,0,0,2,0,0,0,0,0,0,11.76,5.88,5.88,0,0,5.88,70.59,0.34
ZIM,MASHONALAND WEST,HURUNGWE,ZIM-2023-12-01_nOPV,nOPV2,Rnd2,20,2024-03-19T00:00:00Z,2024-03-23,2024-03-24,35,25,60,33,21,54,6,Fail,moderate,0,1,2,0,0,0,3,95,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,33.33,0,0,0,50,0.1
ZIM,MASHONALAND WEST,HURUNGWE,ZIM-2024-11-01_nOPV,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,33,27,60,33,26,59,1,Pass,high,0,0,0,0,0,0,1,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
ZIM,MASHONALAND WEST,KARIBA,WPV1MLW,bOPV,Rnd2,21,2022-12-03T00:00:00Z,2022-12-07,2022-12-08,29,31,60,21,27,48,12,Fail,poor,6,0,5,0,0,0,1,91.67,3,0,0,0,0,2,5,0,0,0,0,1,0,50,0,41.67,0,0,0,8.33,0.2
ZIM,MASHONALAND WEST,KARIBA,ZIM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-05-23T00:00:00Z,2023-05-27,2023-05-28,27,33,60,22,29,51,9,Fail,poor,6,0,2,0,0,0,1,96.67,0,2,0,0,0,0,4,0,0,0,1,1,0,66.67,0,22.22,0,0,0,11.11,0.15
ZIM,MASHONALAND WEST,KARIBA,ZIM-2023-05-01_bOPV,bOPV,Rnd2,21,2023-10-10T00:00:00Z,2023-10-14,2023-10-15,30,30,60,29,29,58,2,Pass,high,0,0,1,0,0,1,0,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
ZIM,MASHONALAND WEST,KARIBA,ZIM-2023-12-01_nOPV,nOPV2,Rnd1,21,2024-02-20T00:00:00Z,2024-02-24,2024-02-25,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND WEST,KARIBA,ZIM-2023-12-01_nOPV,nOPV2,Rnd2,21,2024-03-19T00:00:00Z,2024-03-23,2024-03-24,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND WEST,KARIBA,ZIM-2024-11-01_nOPV,nOPV2,Rnd1,21,2024-11-26T00:00:00Z,2024-11-30,2024-12-01,30,30,60,24,28,52,8,Fail,moderate,2,0,0,0,0,1,5,93.33,0,0,0,0,0,0,0,0,0,0,2,0,0,25,0,0,0,0,12.5,62.5,0.13
ZIM,MASHONALAND WEST,KARIBA,ZIM-2024-11-01_nOPV,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND WEST,MAKONDE,WPV1MLW,bOPV,Rnd1,21,2022-10-22T00:00:00Z,2022-10-26,2022-11-03,26,34,60,23,29,52,8,Fail,moderate,1,0,1,0,2,2,2,93.33,1,0,0,0,0,0,0,0,0,0,1,0,0,12.5,0,12.5,0,25,25,25,0.13
ZIM,MASHONALAND WEST,MAKONDE,WPV1MLW,bOPV,Rnd2,21,2022-12-03T00:00:00Z,2022-12-07,2022-12-09,28,32,60,28,31,59,1,Pass,high,0,0,0,0,1,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0.02
ZIM,MASHONALAND WEST,MAKONDE,ZIM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-05-23T00:00:00Z,2023-05-27,2023-05-28,30,30,60,24,24,48,12,Fail,poor,0,0,0,0,0,12,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.2
ZIM,MASHONALAND WEST,MAKONDE,ZIM-2023-05-01_bOPV,bOPV,Rnd2,21,2023-10-10T00:00:00Z,2023-10-14,2023-10-15,35,25,60,32,22,54,6,Fail,moderate,0,0,0,0,1,1,4,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,66.67,0.1
ZIM,MASHONALAND WEST,MAKONDE,ZIM-2023-12-01_nOPV,nOPV2,Rnd1,21,2024-02-20T00:00:00Z,2024-02-24,2024-02-25,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND WEST,MAKONDE,ZIM-2023-12-01_nOPV,nOPV2,Rnd2,21,2024-03-19T00:00:00Z,2024-03-23,2024-03-24,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND WEST,MAKONDE,ZIM-2024-11-01_nOPV,nOPV2,Rnd1,19,2024-11-26T00:00:00Z,2024-11-30,2024-12-01,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND WEST,MAKONDE,ZIM-2024-11-01_nOPV,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND WEST,MHONDORO NGEZI,WPV1MLW,bOPV,Rnd1,21,2022-10-29T00:00:00Z,2022-11-02,2022-11-04,32,28,60,30,28,58,2,Pass,high,0,1,0,0,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0.03
ZIM,MASHONALAND WEST,MHONDORO NGEZI,WPV1MLW,bOPV,Rnd2,21,2022-12-03T00:00:00Z,2022-12-07,2022-12-08,32,28,60,30,28,58,2,Pass,high,0,1,1,0,0,0,0,96.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
ZIM,MASHONALAND WEST,MHONDORO NGEZI,ZIM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-05-23T00:00:00Z,2023-05-27,2023-05-28,30,30,60,24,24,48,12,Fail,poor,3,2,1,1,1,4,0,96.67,1,0,0,0,0,0,2,0,0,0,0,1,0,25,16.67,8.33,8.33,8.33,33.33,0,0.2
ZIM,MASHONALAND WEST,MHONDORO NGEZI,ZIM-2023-05-01_bOPV,bOPV,Rnd2,21,2023-10-10T00:00:00Z,2023-10-14,2023-10-15,26,34,60,25,33,58,2,Pass,high,1,0,0,0,0,0,1,98.33,0,0,0,0,0,0,1,0,0,0,0,0,0,50,0,0,0,0,0,50,0.03
ZIM,MASHONALAND WEST,MHONDORO NGEZI,ZIM-2023-12-01_nOPV,nOPV2,Rnd1,21,2024-02-20T00:00:00Z,2024-02-24,2024-02-25,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND WEST,MHONDORO NGEZI,ZIM-2023-12-01_nOPV,nOPV2,Rnd2,21,2024-03-19T00:00:00Z,2024-03-23,2024-03-24,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND WEST,MHONDORO NGEZI,ZIM-2024-11-01_nOPV,nOPV2,Rnd1,21,2024-11-26T00:00:00Z,2024-11-30,2024-12-01,29,31,60,27,31,58,2,Pass,high,0,0,1,1,0,0,0,96.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0.03
ZIM,MASHONALAND WEST,MHONDORO NGEZI,ZIM-2024-11-01_nOPV,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,31,29,60,30,28,58,2,Pass,high,0,0,1,0,0,0,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
ZIM,MASHONALAND WEST,SANYATI,WPV1MLW,bOPV,Rnd1,21,2022-10-29T00:00:00Z,2022-11-02,2022-11-03,28,32,60,26,29,55,5,Fail,moderate,1,0,1,0,0,0,3,96.67,0,0,1,0,0,0,1,0,0,0,0,0,0,20,0,20,0,0,0,60,0.08
ZIM,MASHONALAND WEST,SANYATI,WPV1MLW,bOPV,Rnd2,21,2022-12-03T00:00:00Z,2022-12-07,2022-12-08,33,27,60,33,24,57,3,Pass,high,1,0,2,0,0,0,0,91.67,2,0,0,0,0,0,1,0,0,0,0,0,0,33.33,0,66.67,0,0,0,0,0.05
ZIM,MASHONALAND WEST,SANYATI,ZIM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-05-23T00:00:00Z,2023-05-27,2023-05-28,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND WEST,SANYATI,ZIM-2023-05-01_bOPV,bOPV,Rnd2,21,2023-10-10T00:00:00Z,2023-10-14,2023-10-15,22,38,60,21,38,59,1,Pass,high,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
ZIM,MASHONALAND WEST,SANYATI,ZIM-2023-12-01_nOPV,nOPV2,Rnd1,21,2024-02-20T00:00:00Z,2024-02-24,2024-02-25,31,29,60,30,29,59,1,Pass,high,1,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0.02
ZIM,MASHONALAND WEST,SANYATI,ZIM-2023-12-01_nOPV,nOPV2,Rnd2,21,2024-03-19T00:00:00Z,2024-03-23,2024-03-24,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND WEST,SANYATI,ZIM-2024-11-01_nOPV,nOPV2,Rnd1,21,2024-11-26T00:00:00Z,2024-11-30,2024-12-01,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIM,MASHONALAND WEST,SANYATI,ZIM-2024-11-01_nOPV,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,30,30,60,30,28,58,2,Pass,high,0,0,0,0,0,0,2,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.03
ZIM,MASHONALAND WEST,ZVIMBA,WPV1MLW,bOPV,Rnd1,21,2022-10-29T00:00:00Z,2022-11-02,2022-11-03,31,29,60,28,28,56,4,Fail,moderate,0,0,2,0,0,0,2,93.33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.07
ZIM,MASHONALAND WEST,ZVIMBA,WPV1MLW,bOPV,Rnd2,21,2022-12-03T00:00:00Z,2022-12-07,2022-12-09,28,32,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,96.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZIM,MASHONALAND WEST,ZVIMBA,ZIM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-05-23T00:00:00Z,2023-05-27,2023-05-28,34,26,60,31,23,54,6,Fail,moderate,0,0,0,0,0,6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.1
ZIM,MASHONALAND WEST,ZVIMBA,ZIM-2023-05-01_bOPV,bOPV,Rnd2,21,2023-10-10T00:00:00Z,2023-10-14,2023-10-15,27,33,60,27,30,57,3,Pass,high,0,0,0,0,0,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.05
