country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_farm,abs_reason_school,abs_reason_market,abs_reason_other,abs_reason_in_playground,abs_reason_travelled,nc_reason_others,nc_reason_no_felt_need,nc_reason_religious_cultural,nc_reason_no_care_giver_consent,nc_reason_child_sick,nc_reason_too_many_rnd,nc_reason_vaccines_safety,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
SSUD,JONGLEI,BOR SOUTH,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd2,21,2025-11-04T00:00:00Z,2025-11-08,2025-11-09,31,29,60,30,27,57,3,Pass,high,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33.33,33.33,33.33,0,0,0,0.05
SSUD,JONGLEI,BOR SOUTH,RSSmOPV10C2021,nOPV2,Rnd1,21,2021-02-17T00:00:00Z,2021-02-21,2021-02-23,31,29,60,29,28,57,3,Pass,high,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,33.33,0.05
SSUD,JONGLEI,BOR SOUTH,RSSmOPV10C2021,nOPV2,Rnd2,12,2021-04-14T00:00:00Z,2021-04-18,2021-04-20,30,30,60,28,29,57,3,Pass,high,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.33,33.33,0,0,0,33.33,0,0.05
SSUD,JONGLEI,BOR SOUTH,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,28,32,60,25,28,53,7,Fail,moderate,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,57.14,28.57,0.12
SSUD,JONGLEI,BOR SOUTH,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,26,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,38,22,60,30,20,50,10,Fail,poor,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,90,0,0.17
SSUD,JONGLEI,BOR SOUTH,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,31,29,60,30,28,58,2,Pass,high,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
SSUD,JONGLEI,BOR SOUTH,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,28,32,60,27,29,56,4,Fail,moderate,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,25,25,0.07
SSUD,JONGLEI,BOR SOUTH,SSD-79DS-09-2020,nOPV2,Rnd2,21,2021-02-16T00:00:00Z,2021-02-20,2021-02-21,33,27,60,28,22,50,10,Fail,poor,0,5,2,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,50,20,0,0,30,0,0.17
SSUD,JONGLEI,DUK,RSSmOPV10C2021,nOPV2,Rnd1,12,2021-02-19T00:00:00Z,2021-02-23,2021-02-25,23,37,60,18,32,50,10,Fail,poor,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,90,0,0,0,0,0,0.17
SSUD,JONGLEI,DUK,RSSmOPV10C2021,nOPV2,Rnd2,21,2021-02-02T00:00:00Z,2021-02-06,2021-03-06,32,28,60,32,27,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
SSUD,JONGLEI,DUK,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,31,29,60,29,26,55,5,Fail,moderate,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.08
SSUD,JONGLEI,DUK,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,27,33,60,26,31,57,3,Pass,high,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,66.67,0,0.05
SSUD,JONGLEI,DUK,SSD-79DS-09-2020,nOPV2,Rnd2,12,2021-02-16T00:00:00Z,2021-02-20,2021-02-21,29,31,60,27,29,56,4,Fail,moderate,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0.07
SSUD,JONGLEI,FANGAK,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSUD,JONGLEI,PIBOR,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd1,21,2025-09-23T00:00:00Z,2025-09-27,2025-09-28,28,32,60,24,31,55,5,Fail,moderate,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.08
SSUD,JONGLEI,PIBOR,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd2,21,2025-11-04T00:00:00Z,2025-11-08,2025-11-09,27,33,60,25,30,55,5,Fail,moderate,0,0,4,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,80,0,0,20,0,0.08
SSUD,JONGLEI,PIBOR,SSD-2024-02-01_nOPV,nOPV2,Rnd2,21,2024-11-19T00:00:00Z,2024-11-23,2024-11-25,30,30,60,27,27,54,6,Fail,moderate,0,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,16.67,0,0,16.67,16.67,0.1
SSUD,JONGLEI,PIBOR,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,29,31,60,23,24,47,13,Fail,poor,0,1,2,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7.69,15.38,0,0,76.92,0,0.22
SSUD,JONGLEI,PIBOR,SSD-2026-01-05_nOPV2,nOPV2,Rnd1,10,2026-05-07T00:00:00Z,2026-05-11,2026-05-12,17,23,40,17,23,40,20,Fail,very poor,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.5
SSUD,JONGLEI,TWIC EAST,RSSmOPV10C2021,nOPV2,Rnd1,10,2021-02-17T00:00:00Z,2021-02-21,2021-02-23,32,28,60,31,26,57,3,Pass,high,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,66.67,0,0.05
SSUD,JONGLEI,TWIC EAST,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,36,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,36,24,60,33,23,56,4,Fail,moderate,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25,0,0,25,0,0.07
SSUD,JONGLEI,TWIC EAST,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,39,21,60,34,17,51,9,Fail,poor,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,77.78,0,0.15
SSUD,JONGLEI,TWIC EAST,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,31,29,60,30,28,58,2,Pass,high,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
SSUD,LAKES,AWERIAL,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd1,21,2025-09-23T00:00:00Z,2025-09-27,2025-09-28,28,32,60,23,28,51,9,Fail,poor,0,1,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,22.22,0,66.67,0,0.15
SSUD,LAKES,AWERIAL,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,29,31,60,28,26,54,6,Fail,moderate,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.1
SSUD,LAKES,AWERIAL,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,32,28,60,26,16,42,18,Fail,poor,0,4,2,0,0,8,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22.22,11.11,0,0,44.44,22.22,0.3
SSUD,LAKES,AWERIAL,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,24,36,60,23,26,49,11,Fail,poor,0,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90.91,9.09,0,0,0,0,0.18
SSUD,LAKES,CUEIBET,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd1,10,2025-09-23T00:00:00Z,2025-09-27,2025-09-28,19,21,40,19,21,40,20,Fail,very poor,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.5
SSUD,LAKES,CUEIBET,RSSmOPV10C2021,nOPV2,Rnd1,21,2021-02-19T00:00:00Z,2021-02-23,2021-02-26,20,40,60,16,36,52,8,Fail,moderate,0,3,2,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,37.5,25,0,0,37.5,0,0.13
SSUD,LAKES,CUEIBET,RSSmOPV10C2021,nOPV2,Rnd2,6,2021-02-02T00:00:00Z,2021-02-06,2021-05-06,0,24,0,35,23,58,60,Fail,very poor,0,1,1,0,0,0,58,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,1.67,0,0,0,96.67,Inf
SSUD,LAKES,CUEIBET,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,27,33,60,25,31,56,4,Fail,moderate,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,25,0,0,25,0,0.07
SSUD,LAKES,CUEIBET,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,32,28,60,30,22,52,8,Fail,moderate,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,87.5,0,0.13
SSUD,LAKES,CUEIBET,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,33,27,60,28,21,49,11,Fail,poor,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90.91,9.09,0,0,0,0,0.18
SSUD,LAKES,CUEIBET,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,32,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,36,44,80,35,40,75,5,Fail,moderate,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,60,0.06
SSUD,LAKES,RUMBEK CENTRE,RSSmOPV10C2021,nOPV2,Rnd1,9,2021-02-19T00:00:00Z,2021-02-23,2021-02-25,27,33,60,24,33,57,3,Pass,high,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33.33,0,0,0,0,0,66.67,0.05
SSUD,LAKES,RUMBEK CENTRE,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSUD,LAKES,RUMBEK CENTRE,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,34,26,60,33,26,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
SSUD,LAKES,RUMBEK EAST,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,28,32,60,27,32,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
SSUD,LAKES,RUMBEK NORTH,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,35,25,60,32,24,56,4,Fail,moderate,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,50,0,0,0,25,0,25,0.07
SSUD,LAKES,WULU,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd1,21,2025-09-23T00:00:00Z,2025-09-27,2025-09-28,37,23,60,33,18,51,9,Fail,poor,0,1,4,0,0,0,4,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,11.11,44.44,0,0,0,44.44,0.15
SSUD,LAKES,WULU,RSSmOPV10C2021,nOPV2,Rnd1,6,2021-02-18T00:00:00Z,2021-02-22,2021-02-23,26,34,60,24,33,57,3,Pass,high,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.05
SSUD,LAKES,WULU,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,31,29,60,30,27,57,3,Pass,high,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0.05
SSUD,LAKES,WULU,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,28,32,60,26,32,58,2,Pass,high,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0.03
SSUD,LAKES,YIROL EAST,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd2,21,2025-11-04T00:00:00Z,2025-11-08,2025-11-09,27,33,60,27,31,58,2,Pass,high,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0.03
SSUD,LAKES,YIROL EAST,RSSmOPV10C2021,nOPV2,Rnd1,21,2021-02-16T00:00:00Z,2021-02-20,2021-02-22,28,32,60,18,22,40,20,Fail,very poor,1,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,90,5,0,0,0,0,0.33
SSUD,LAKES,YIROL EAST,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,33,27,60,23,22,45,15,Fail,poor,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.25
SSUD,LAKES,YIROL EAST,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSUD,LAKES,YIROL WEST,RSSmOPV10C2021,nOPV2,Rnd2,21,2021-05-25T00:00:00Z,2021-05-29,2021-05-31,31,29,60,26,24,50,10,Fail,poor,0,5,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,10,0,0,40,0,0.17
SSUD,LAKES,YIROL WEST,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,39,21,60,35,20,55,5,Fail,moderate,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,20,0,0.08
SSUD,LAKES,YIROL WEST,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,30,30,60,28,29,57,3,Pass,high,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,66.67,0,0.05
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL CENTRE,RSSmOPV10C2021,nOPV2,Rnd1,30,2021-02-16T00:00:00Z,2021-02-20,2021-02-22,30,30,60,22,19,41,19,Fail,poor,0,4,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.05,0,0,0,73.68,5.26,0.32
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL CENTRE,RSSmOPV10C2021,nOPV2,Rnd2,21,2021-01-02T00:00:00Z,2021-01-06,2021-05-31,35,25,60,33,23,56,4,Fail,moderate,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,25,25,0,0,0,0.07
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL CENTRE,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,27,33,60,20,26,46,14,Fail,poor,0,4,2,0,0,7,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,50,7.14,0.23
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL CENTRE,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,32,28,60,30,26,56,4,Fail,moderate,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.07
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL CENTRE,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,30,30,60,23,22,45,15,Fail,poor,0,5,1,0,0,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,6.67,0,0,13.33,46.67,0.25
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL CENTRE,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,21,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL EAST,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd1,18,2025-09-23T00:00:00Z,2025-09-27,2025-09-28,26,24,50,26,22,48,12,Fail,poor,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,91.67,0.24
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL EAST,RSSmOPV10C2021,nOPV2,Rnd1,21,2021-02-16T00:00:00Z,2021-02-20,2021-02-22,34,26,60,28,20,48,12,Fail,poor,0,5,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,50,8.33,0.2
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL EAST,RSSmOPV10C2021,nOPV2,Rnd2,21,2021-01-02T00:00:00Z,2021-01-06,2021-05-31,33,27,60,31,27,58,2,Pass,high,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL EAST,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,33,27,60,24,22,46,14,Fail,poor,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.43,0,0,0,28.57,0,0.23
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL EAST,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,37,23,60,30,21,51,9,Fail,poor,0,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.44,0,0,0,44.44,11.11,0.15
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL EAST,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,24,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,39,31,70,33,26,59,11,Fail,poor,0,5,4,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,45.45,36.36,0,0,18.18,0,0.16
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL NORTH,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd2,14,2025-11-04T00:00:00Z,2025-11-08,2025-11-09,24,16,40,15,10,25,35,Fail,very poor,0,4,3,0,0,8,20,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,11.43,8.57,0,0,22.86,57.14,0.88
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL NORTH,RSSmOPV10C2021,nOPV2,Rnd1,21,2021-02-16T00:00:00Z,2021-02-20,2021-02-22,36,24,60,30,18,48,12,Fail,poor,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.2
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL NORTH,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,27,33,60,26,33,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL NORTH,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,33,27,60,25,21,46,14,Fail,poor,0,5,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35.71,7.14,0,0,57.14,0,0.23
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL NORTH,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,7,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,11,9,20,11,9,20,40,Fail,very poor,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL SOUTH,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd2,12,2025-11-04T00:00:00Z,2025-11-08,2025-11-09,22,18,40,22,18,40,20,Fail,very poor,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.5
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL SOUTH,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,40,20,60,37,18,55,5,Fail,moderate,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.08
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL SOUTH,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,41,19,60,39,18,57,3,Pass,high,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.05
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL SOUTH,SSD-2024-10-01_nOPV2,nOPV2,Rnd2,30,2025-02-04T00:00:00Z,2025-02-08,2025-02-09,36,44,80,34,39,73,7,Fail,moderate,0,4,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57.14,14.29,0,14.29,14.29,0,0.09
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL WEST,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd1,20,2025-09-23T00:00:00Z,2025-09-27,2025-09-28,29,31,60,28,29,57,3,Pass,high,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.05
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL WEST,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,30,30,60,27,29,56,4,Fail,moderate,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,25,0,0,0.07
SSUD,NORTHERN BAHR EL GHAZAL,AWEIL WEST,SSD-2024-10-01_nOPV2,nOPV2,Rnd1,21,2024-11-11T00:00:00Z,2024-11-15,2024-11-16,37,23,60,33,19,52,8,Fail,moderate,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,25,0,0.13
SSUD,PIBOR ADMINISTRATIVE AREA,PIBOR,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,32,28,60,28,25,53,7,Fail,moderate,0,1,1,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,14.29,57.14,0.12
SSUD,PIBOR ADMINISTRATIVE AREA,PIBOR,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,29,31,60,24,26,50,10,Fail,poor,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,80,10,0.17
SSUD,RUWENG ADMINISTRATIVE AREA,PARIANG,SSD-2024-02-01_nOPV2,nOPV2,Rnd1,21,2024-02-27T00:00:00Z,2024-03-02,2024-03-03,30,30,60,14,16,30,30,Fail,very poor,0,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,86.67,0,0.5
SSUD,RUWENG ADMINISTRATIVE AREA,PARIANG,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,34,26,60,33,26,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
SSUD,UNITY,ABIEMNHOM,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd1,21,2025-09-23T00:00:00Z,2025-09-27,2025-09-28,27,33,60,21,28,49,11,Fail,poor,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,90.91,0,0.18
SSUD,UNITY,ABIEMNHOM,RSS-2025-08-01_nOPV-sNID,nOPV2,Rnd2,21,2025-11-04T00:00:00Z,2025-11-08,2025-11-09,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSUD,UNITY,ABIEMNHOM,SSD-2024-02-01_nOPV2,nOPV2,Rnd2,21,2024-04-16T00:00:00Z,2024-04-20,2024-04-21,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
