country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_farm,abs_reason_travelled,abs_reason_other,abs_reason_school,abs_reason_in_playground,abs_reason_market,nc_reason_too_many_rnd,nc_reason_covid_19,nc_reason_religious_cultural,nc_reason_no_care_giver_consent,nc_reason_no_felt_need,nc_reason_others,nc_reason_vaccines_safety,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
MLW,SOUTH WEST,CHIRADZULU,WPV1Response,bOPV,Rnd3,21,2022-08-13T00:00:00Z,2022-08-17,2022-08-18,31,29,60,29,29,58,2,Pass,high,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
MLW,SOUTH WEST,CHIRADZULU,WPV1Response,bOPV,Rnd4,21,2022-10-16T00:00:00Z,2022-10-20,2022-10-21,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLW,SOUTH WEST,MWANZA,MLW-2023-04-1_bOPV,bOPV,Rnd2,21,2023-07-13T00:00:00Z,2023-07-17,2023-07-18,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLW,SOUTH WEST,MWANZA,MLW-2023-04-1_bOPV,bOPV,Rnd3,21,2023-09-13T00:00:00Z,2023-09-17,2023-09-18,27,33,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MLW,SOUTH WEST,MWANZA,MLW-2026-02-1_nOPV,nOPV2,Rnd0,21,2026-02-13T00:00:00Z,2026-02-17,2026-02-18,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLW,SOUTH WEST,MWANZA,WPV1Response,bOPV,Rnd1,21,2022-03-25T00:00:00Z,2022-03-29,2022-03-30,25,35,60,19,23,42,18,Fail,poor,0,1,2,0,0,14,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.56,11.11,0,0,77.78,5.56,0.3
MLW,SOUTH WEST,MWANZA,WPV1Response,bOPV,Rnd2,21,2022-01-01T00:00:00Z,2022-01-05,2022-04-30,30,30,60,24,22,46,14,Fail,poor,0,0,6,0,0,6,2,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,42.86,14.29,0.23
MLW,SOUTH WEST,MWANZA,WPV1Response,bOPV,Rnd3,21,2022-08-13T00:00:00Z,2022-08-17,2022-08-18,29,31,60,29,30,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
MLW,SOUTH WEST,MWANZA,WPV1Response,bOPV,Rnd4,21,2022-10-16T00:00:00Z,2022-10-20,2022-10-22,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLW,SOUTH WEST,NENO,MLW-2023-04-1_bOPV,bOPV,Rnd2,21,2023-07-13T00:00:00Z,2023-07-17,2023-07-18,25,35,60,22,32,54,6,Fail,moderate,3,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,50,33.33,0,16.67,0,0,0,0.1
MLW,SOUTH WEST,NENO,MLW-2023-04-1_bOPV,bOPV,Rnd3,21,2023-09-13T00:00:00Z,2023-09-17,2023-09-18,41,19,60,41,19,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLW,SOUTH WEST,NENO,MLW-2026-02-1_nOPV,nOPV2,Rnd0,21,2026-02-13T00:00:00Z,2026-02-17,2026-02-18,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLW,SOUTH WEST,NENO,WPV1Response,bOPV,Rnd1,21,2022-03-25T00:00:00Z,2022-03-29,2022-03-30,29,31,60,28,30,58,2,Pass,high,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,50,0,50,0,0,0,0,0.03
MLW,SOUTH WEST,NENO,WPV1Response,bOPV,Rnd2,21,2022-01-01T00:00:00Z,2022-01-05,2022-04-30,29,31,60,22,27,49,11,Fail,poor,0,6,2,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,54.55,18.18,0,0,9.09,18.18,0.18
MLW,SOUTH WEST,NENO,WPV1Response,bOPV,Rnd3,21,2022-08-13T00:00:00Z,2022-08-17,2022-08-18,34,26,60,31,16,47,13,Fail,poor,0,3,3,0,0,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,23.08,23.08,0,0,53.85,0,0.22
MLW,SOUTH WEST,NENO,WPV1Response,bOPV,Rnd4,21,2022-10-16T00:00:00Z,2022-10-20,2022-10-21,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLW,SOUTH WEST,NSANJE,MLW-2023-04-1_bOPV,bOPV,Rnd2,21,2023-07-13T00:00:00Z,2023-07-17,2023-07-18,31,29,60,26,26,52,8,Fail,moderate,0,6,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0.13
MLW,SOUTH WEST,NSANJE,MLW-2023-04-1_bOPV,bOPV,Rnd3,21,2023-09-13T00:00:00Z,2023-09-17,2023-09-18,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLW,SOUTH WEST,NSANJE,MLW-2026-02-1_nOPV,nOPV2,Rnd0,21,2026-02-13T00:00:00Z,2026-02-17,2026-02-18,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLW,SOUTH WEST,NSANJE,WPV1Response,bOPV,Rnd1,21,2022-03-25T00:00:00Z,2022-03-29,2022-03-30,34,26,60,30,19,49,11,Fail,poor,0,6,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54.55,9.09,0,0,18.18,18.18,0.18
MLW,SOUTH WEST,NSANJE,WPV1Response,bOPV,Rnd2,12,2022-01-01T00:00:00Z,2022-01-05,2022-04-30,24,36,60,18,31,49,11,Fail,poor,3,3,3,0,0,2,0,0,1,1,0,0,0,1,0,0,2,0,0,0,1,27.27,27.27,27.27,0,0,18.18,0,0.18
MLW,SOUTH WEST,NSANJE,WPV1Response,bOPV,Rnd3,21,2022-08-13T00:00:00Z,2022-08-17,2022-08-19,32,28,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MLW,SOUTH WEST,NSANJE,WPV1Response,bOPV,Rnd4,21,2022-10-16T00:00:00Z,2022-10-20,2022-10-21,34,26,60,34,24,58,2,Pass,high,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.03
MLW,SOUTH WEST,THYOLO,MLW-2023-04-1_bOPV,bOPV,Rnd2,21,2023-07-13T00:00:00Z,2023-07-17,2023-07-18,21,39,60,19,35,54,6,Fail,moderate,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,50,33.33,16.67,0,0,0,0,0.1
MLW,SOUTH WEST,THYOLO,MLW-2023-04-1_bOPV,bOPV,Rnd3,21,2023-09-13T00:00:00Z,2023-09-17,2023-09-18,32,28,60,31,28,59,1,Pass,high,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0.02
MLW,SOUTH WEST,THYOLO,MLW-2026-02-1_nOPV,nOPV2,Rnd0,21,2026-02-14T00:00:00Z,2026-02-18,2026-02-19,28,32,60,26,29,55,5,Fail,moderate,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,20,0,0,0,20,0.08
MLW,SOUTH WEST,THYOLO,WPV1Response,bOPV,Rnd1,21,2022-03-25T00:00:00Z,2022-03-29,2022-03-31,45,15,60,18,4,22,38,Fail,very poor,1,0,10,0,0,8,19,0,1,3,3,0,2,1,0,0,0,1,0,0,0,2.63,0,26.32,0,0,21.05,50,0.63
MLW,SOUTH WEST,THYOLO,WPV1Response,bOPV,Rnd2,21,2022-01-01T00:00:00Z,2022-01-05,2022-04-30,32,28,60,19,21,40,20,Fail,very poor,1,10,4,0,0,5,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,5,50,20,0,0,25,0,0.33
MLW,SOUTH WEST,THYOLO,WPV1Response,bOPV,Rnd3,21,2022-08-13T00:00:00Z,2022-08-17,2022-08-19,42,18,60,40,17,57,3,Pass,high,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,33.33,0,0.05
MLW,SOUTH WEST,THYOLO,WPV1Response,bOPV,Rnd4,21,2022-10-16T00:00:00Z,2022-10-20,2022-10-21,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
