country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_school,abs_reason_travelled,abs_reason_other,abs_reason_market,abs_reason_in_playground,abs_reason_farm,nc_reason_child_sick,nc_reason_no_care_giver_consent,nc_reason_no_felt_need,nc_reason_vaccines_safety,nc_reason_covid_19,nc_reason_religious_cultural,nc_reason_too_many_rnd,nc_reason_others,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
SEN,RM KOLDA,VELINGARA,SEN_VPOn,nOPV2,Rnd2,21,2022-02-27T00:00:00Z,2022-03-03,2022-03-04,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM LOUGA,DAHRA,SEN_VPOn,nOPV2,Rnd1,23,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,29,31,60,27,20,47,13,Fail,poor,0,0,3,0,0,4,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,0,30.77,46.15,0.22
SEN,RM LOUGA,DAHRA,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,34,26,60,22,22,44,16,Fail,poor,2,6,8,0,0,0,0,0,0,5,0,1,1,1,0,1,0,0,0,0,0,1,12.5,37.5,50,0,0,0,0,0.27
SEN,RM LOUGA,DAROU-MOUSTY,SEN_VPOn,nOPV2,Rnd1,21,2021-12-18T00:00:00Z,2021-12-22,2021-12-24,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM LOUGA,DAROU-MOUSTY,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM LOUGA,KEBEMER,SEN_VPOn,nOPV2,Rnd1,21,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,31,29,60,27,22,49,11,Fail,poor,0,1,4,2,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,36.36,18.18,0,18.18,18.18,0.18
SEN,RM LOUGA,KEBEMER,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-05,28,32,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
SEN,RM LOUGA,KEUR MOMAR SARR,SEN_VPOn,nOPV2,Rnd1,21,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,35,25,60,34,22,56,4,Fail,moderate,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,75,0,0.07
SEN,RM LOUGA,KEUR MOMAR SARR,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,33,27,60,26,24,50,10,Fail,poor,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.17
SEN,RM LOUGA,KOKI,SEN_VPOn,nOPV2,Rnd1,12,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM LOUGA,KOKI,SEN_VPOn,nOPV2,Rnd2,19,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM LOUGA,LINGUERE,SEN_VPOn,nOPV2,Rnd1,21,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,37,23,60,34,19,53,7,Fail,moderate,0,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71.43,14.29,14.29,0,0,0,0.12
SEN,RM LOUGA,LINGUERE,SEN_VPOn,nOPV2,Rnd2,20,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,37,23,60,31,22,53,7,Fail,moderate,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.71,0,0,0,14.29,0,0.12
SEN,RM LOUGA,LOUGA,SEN_VPOn,nOPV2,Rnd1,21,2021-12-19T00:00:00Z,2021-12-23,2021-12-24,34,26,60,21,21,42,18,Fail,poor,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.56,94.44,0,0,0,0,0,0.3
SEN,RM LOUGA,LOUGA,SEN_VPOn,nOPV2,Rnd2,20,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,35,25,60,34,24,58,2,Pass,high,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,50,0,50,0,0,0,0,0.03
SEN,RM LOUGA,SAKAL,SEN_VPOn,nOPV2,Rnd1,17,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,33,27,60,32,26,58,2,Pass,high,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
SEN,RM LOUGA,SAKAL,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM MATAM,KANEL,SEN_VPOn,nOPV2,Rnd1,21,2021-12-20T00:00:00Z,2021-12-24,2021-12-24,28,32,60,19,26,45,15,Fail,poor,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,33.33,0,0.25
SEN,RM MATAM,KANEL,SEN_VPOn,nOPV2,Rnd2,6,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM MATAM,MATAM,SEN_VPOn,nOPV2,Rnd1,26,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,33,27,60,32,22,54,6,Fail,moderate,0,0,6,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.1
SEN,RM MATAM,MATAM,SEN_VPOn,nOPV2,Rnd2,20,2022-08-11T00:00:00Z,2022-08-15,2022-08-16,35,25,60,35,24,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
SEN,RM MATAM,RANEROU,SEN_VPOn,nOPV2,Rnd1,20,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,30,30,60,28,29,57,3,Pass,high,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0.05
SEN,RM MATAM,RANEROU,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM MATAM,THILOGNE,SEN_VPOn,nOPV2,Rnd1,21,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,30,30,60,25,23,48,12,Fail,poor,0,2,4,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,33.33,16.67,0,16.67,16.67,0.2
SEN,RM MATAM,THILOGNE,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,26,34,60,24,32,56,4,Fail,moderate,0,0,4,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.07
SEN,RM SAINT-LOUIS,DAGANA,SEN_VPOn,nOPV2,Rnd1,21,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,27,33,60,24,24,48,12,Fail,poor,0,9,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,75,16.67,0,0,0,8.33,0.2
SEN,RM SAINT-LOUIS,DAGANA,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM SAINT-LOUIS,PETE,SEN_VPOn,nOPV2,Rnd1,21,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM SAINT-LOUIS,PETE,SEN_VPOn,nOPV2,Rnd2,20,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM SAINT-LOUIS,PODOR,SEN_VPOn,nOPV2,Rnd1,20,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM SAINT-LOUIS,PODOR,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM SAINT-LOUIS,RICHARD TOLL,SEN_VPOn,nOPV2,Rnd1,22,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,34,26,60,31,24,55,5,Fail,moderate,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,80,0,0.08
SEN,RM SAINT-LOUIS,RICHARD TOLL,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,26,34,60,26,33,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
SEN,RM SAINT-LOUIS,SAINT-LOUIS,SEN_VPOn,nOPV2,Rnd1,11,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,27,33,60,22,22,44,16,Fail,poor,0,11,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.75,6.25,6.25,0,18.75,0,0.27
SEN,RM SAINT-LOUIS,SAINT-LOUIS,SEN_VPOn,nOPV2,Rnd2,12,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM SEDHIOU,BOUNKILING,SEN_VPOn,nOPV2,Rnd1,21,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM SEDHIOU,BOUNKILING,SEN_VPOn,nOPV2,Rnd2,21,2022-02-27T00:00:00Z,2022-03-03,2022-03-04,26,34,60,26,31,57,3,Pass,high,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.05
SEN,RM SEDHIOU,GOUDOMP,SEN_VPOn,nOPV2,Rnd1,6,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM SEDHIOU,GOUDOMP,SEN_VPOn,nOPV2,Rnd2,21,2022-02-27T00:00:00Z,2022-03-03,2022-03-04,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM SEDHIOU,SEDHIOU,SEN_VPOn,nOPV2,Rnd1,14,2021-12-18T00:00:00Z,2021-12-22,2021-12-22,28,32,60,26,28,54,6,Fail,moderate,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.1
SEN,RM SEDHIOU,SEDHIOU,SEN_VPOn,nOPV2,Rnd2,23,2022-02-27T00:00:00Z,2022-03-03,2022-03-04,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM TAMBACOUNDA,BAKEL,SEN_VPOn,nOPV2,Rnd1,21,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM TAMBACOUNDA,BAKEL,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM TAMBACOUNDA,DIANKHE MAKHAN,SEN_VPOn,nOPV2,Rnd1,21,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,28,32,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
SEN,RM TAMBACOUNDA,DIANKHE MAKHAN,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM TAMBACOUNDA,GOUDIRY,SEN_VPOn,nOPV2,Rnd1,21,2021-12-18T00:00:00Z,2021-12-22,2021-12-24,28,32,60,24,27,51,9,Fail,poor,0,0,3,2,0,3,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33.33,22.22,0,33.33,11.11,0.15
SEN,RM TAMBACOUNDA,GOUDIRY,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM TAMBACOUNDA,KIDIRA,SEN_VPOn,nOPV2,Rnd1,21,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,34,26,60,30,26,56,4,Fail,moderate,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.07
SEN,RM TAMBACOUNDA,KIDIRA,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-04,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM TAMBACOUNDA,KOUMPENTOUM,SEN_VPOn,nOPV2,Rnd1,21,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,33,27,60,32,27,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
SEN,RM TAMBACOUNDA,KOUMPENTOUM,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM TAMBACOUNDA,MAKACOLIBANTANG,SEN_VPOn,nOPV2,Rnd1,21,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM TAMBACOUNDA,MAKACOLIBANTANG,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM TAMBACOUNDA,TAMBACOUNDA,SEN_VPOn,nOPV2,Rnd1,21,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,31,29,60,29,27,56,4,Fail,moderate,0,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,25,50,0,0,25,0,0.07
SEN,RM TAMBACOUNDA,TAMBACOUNDA,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,30,30,60,29,30,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
SEN,RM THIES,JOAL,SEN_VPOn,nOPV2,Rnd1,21,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,33,27,60,32,24,56,4,Fail,moderate,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0.07
SEN,RM THIES,JOAL,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,42,18,60,41,16,57,3,Pass,high,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,33.33,0,0.05
SEN,RM THIES,KHOMBOLE,SEN_VPOn,nOPV2,Rnd1,22,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,29,31,60,25,26,51,9,Fail,poor,0,1,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11.11,33.33,0,0,55.56,0,0.15
SEN,RM THIES,KHOMBOLE,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,28,32,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
SEN,RM THIES,MBOUR,SEN_VPOn,nOPV2,Rnd1,24,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,35,25,60,27,21,48,12,Fail,poor,0,1,5,0,0,6,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,8.33,41.67,0,0,50,0,0.2
SEN,RM THIES,MBOUR,SEN_VPOn,nOPV2,Rnd2,18,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,30,30,60,29,28,57,3,Pass,high,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.05
SEN,RM THIES,MEKHE,SEN_VPOn,nOPV2,Rnd1,21,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,36,24,60,25,17,42,18,Fail,poor,0,2,4,1,0,11,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,11.11,22.22,5.56,0,61.11,0,0.3
SEN,RM THIES,MEKHE,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM THIES,POPENGUINE,SEN_VPOn,nOPV2,Rnd1,21,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,30,30,60,27,30,57,3,Pass,high,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,66.67,0,0.05
SEN,RM THIES,POPENGUINE,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,28,32,60,27,31,58,2,Pass,high,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0.03
SEN,RM THIES,POUT,SEN_VPOn,nOPV2,Rnd1,21,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,26,34,60,24,32,56,4,Fail,moderate,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,75,0,0.07
SEN,RM THIES,POUT,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,37,23,60,31,21,52,8,Fail,moderate,0,1,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,62.5,0.13
SEN,RM THIES,THIADIAYE,SEN_VPOn,nOPV2,Rnd1,21,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,29,31,60,25,29,54,6,Fail,moderate,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33,16.67,0,0,0,0,0.1
SEN,RM THIES,THIADIAYE,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM THIES,THIES,SEN_VPOn,nOPV2,Rnd1,24,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,35,25,60,26,16,42,18,Fail,poor,1,13,4,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,5.56,72.22,22.22,0,0,0,0,0.3
SEN,RM THIES,THIES,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,37,23,60,31,21,52,8,Fail,moderate,0,3,2,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,37.5,25,0,0,37.5,0,0.13
SEN,RM THIES,TIVAOUANE,SEN_VPOn,nOPV2,Rnd1,17,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,21,39,60,17,32,49,11,Fail,poor,0,4,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36,0,18.18,0,36.36,9.09,0.18
SEN,RM THIES,TIVAOUANE,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,25,35,60,17,29,46,14,Fail,poor,0,11,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,78.57,14.29,0,0,7.14,0,0.23
SEN,RM ZIGUINCHOR,BIGNONA,SEN_VPOn,nOPV2,Rnd1,21,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,30,30,60,21,26,47,13,Fail,poor,1,7,3,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,7.69,53.85,23.08,0,0,15.38,0,0.22
SEN,RM ZIGUINCHOR,BIGNONA,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,29,31,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
SEN,RM ZIGUINCHOR,DIOULOULOU,SEN_VPOn,nOPV2,Rnd1,12,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,13,17,30,13,15,28,32,Fail,very poor,0,0,1,0,0,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,3.12,93.75,1.07
SEN,RM ZIGUINCHOR,DIOULOULOU,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,24,36,60,22,34,56,4,Fail,moderate,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.07
SEN,RM ZIGUINCHOR,OUSSOUYE,SEN_VPOn,nOPV2,Rnd1,16,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,30,20,50,24,16,40,20,Fail,very poor,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0.4
SEN,RM ZIGUINCHOR,OUSSOUYE,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,29,31,60,28,31,59,1,Pass,high,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0.02
SEN,RM ZIGUINCHOR,THIONCK-ESSYL,SEN_VPOn,nOPV2,Rnd1,20,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,29,31,60,29,30,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
SEN,RM ZIGUINCHOR,THIONCK-ESSYL,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEN,RM ZIGUINCHOR,ZIGUINCHOR,SEN_VPOn,nOPV2,Rnd1,21,2021-12-18T00:00:00Z,2021-12-22,2021-12-23,28,32,60,28,31,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
SEN,RM ZIGUINCHOR,ZIGUINCHOR,SEN_VPOn,nOPV2,Rnd2,21,2022-02-26T00:00:00Z,2022-03-02,2022-03-03,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
