country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_farm,abs_reason_travelled,abs_reason_other,abs_reason_market,abs_reason_in_playground,abs_reason_school,nc_reason_too_many_rnd,nc_reason_religious_cultural,nc_reason_vaccines_safety,nc_reason_others,nc_reason_no_felt_need,nc_reason_no_care_giver_consent,nc_reason_child_sick,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
ZMB,SOUTHERN,NAMWALA,WPV1MLW,bOPV,Rnd2,21,2022-03-01T00:00:00Z,2022-03-05,2022-07-05,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,SOUTHERN,NAMWALA,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-21,22,38,60,22,38,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,SOUTHERN,NAMWALA,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-07-11,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,SOUTHERN,NAMWALA,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,SOUTHERN,NAMWALA,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,SOUTHERN,NAMWALA,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,SOUTHERN,PEMBA,WPV1MLW,bOPV,Rnd2,21,2022-03-01T00:00:00Z,2022-03-05,2022-05-05,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,SOUTHERN,PEMBA,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-21,21,39,60,21,36,57,3,Pass,high,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.05
ZMB,SOUTHERN,PEMBA,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-08-11,30,30,60,29,29,58,2,Pass,high,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
ZMB,SOUTHERN,PEMBA,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,SOUTHERN,PEMBA,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,SOUTHERN,PEMBA,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,SOUTHERN,SIAVONGA,WPV1MLW,bOPV,Rnd2,21,2022-03-01T00:00:00Z,2022-03-05,2022-05-05,29,31,60,26,29,55,5,Fail,moderate,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,20,0,0,0,60,0,0.08
ZMB,SOUTHERN,SIAVONGA,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-21,30,30,60,28,26,54,6,Fail,moderate,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.1
ZMB,SOUTHERN,SIAVONGA,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-08-11,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,SOUTHERN,SIAVONGA,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,SOUTHERN,SIAVONGA,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,SOUTHERN,SIAVONGA,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,SOUTHERN,SINAZONGWE,WPV1MLW,bOPV,Rnd2,21,2022-03-01T00:00:00Z,2022-03-05,2022-05-05,29,31,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZMB,SOUTHERN,SINAZONGWE,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-20,25,35,60,24,32,56,4,Fail,moderate,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,75,0,0.07
ZMB,SOUTHERN,SINAZONGWE,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-08-11,29,31,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZMB,SOUTHERN,SINAZONGWE,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,SOUTHERN,SINAZONGWE,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,19,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,31,29,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZMB,SOUTHERN,SINAZONGWE,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,27,33,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZMB,SOUTHERN,ZIMBA,WPV1MLW,bOPV,Rnd2,21,2022-03-01T00:00:00Z,2022-03-05,2022-04-05,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,SOUTHERN,ZIMBA,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-20,32,28,60,31,27,58,2,Pass,high,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
ZMB,SOUTHERN,ZIMBA,WPV1MLW,bOPV,Rnd4,18,2022-06-07T00:00:00Z,2022-06-11,2022-08-11,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,SOUTHERN,ZIMBA,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,24,36,60,23,36,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZMB,SOUTHERN,ZIMBA,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,30,30,60,28,30,58,2,Pass,high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
ZMB,SOUTHERN,ZIMBA,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,31,29,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZMB,WESTERN,KALABO,Chavuma-mOPV,mOPV,Rnd1,18,2020-05-31T00:00:00Z,2020-06-04,2020-08-04,17,33,50,17,33,50,10,Fail,poor,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.2
ZMB,WESTERN,KALABO,Luapula-mOPV,mOPV,Rnd2,18,2020-03-30T00:00:00Z,2020-04-03,2020-05-03,26,24,50,26,24,50,10,Fail,poor,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.2
ZMB,WESTERN,KALABO,WPV1MLW,bOPV,Rnd2,21,2022-03-01T00:00:00Z,2022-03-05,2022-05-05,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,KALABO,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-20,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,KALABO,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-06-11,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,KALABO,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,32,28,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZMB,WESTERN,KALABO,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,33,27,60,32,27,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
ZMB,WESTERN,KALABO,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,KAOMA,WPV1MLW,bOPV,Rnd2,21,2022-04-01T00:00:00Z,2022-04-05,2022-05-05,26,34,60,23,33,56,4,Fail,moderate,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,25,0,0.07
ZMB,WESTERN,KAOMA,WPV1MLW,bOPV,Rnd3,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-20,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,KAOMA,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-07-11,32,28,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZMB,WESTERN,KAOMA,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,KAOMA,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,27,33,60,23,30,53,7,Fail,moderate,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85.71,14.29,0,0,0,0,0.12
ZMB,WESTERN,KAOMA,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,LIMULUNGA,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-22,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,LIMULUNGA,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-08-11,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,LIMULUNGA,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,21,39,60,21,39,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,LIMULUNGA,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,16,44,60,16,44,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,LIMULUNGA,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,21,39,60,21,39,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,LUAMPA,WPV1MLW,bOPV,Rnd2,12,2022-04-01T00:00:00Z,2022-04-05,2022-05-05,19,41,60,19,41,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,LUAMPA,WPV1MLW,bOPV,Rnd3,20,2022-08-17T00:00:00Z,2022-08-21,2022-08-23,27,33,60,26,33,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
ZMB,WESTERN,LUAMPA,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-08-11,29,31,60,27,30,57,3,Pass,high,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,33.33,0,0.05
ZMB,WESTERN,LUAMPA,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,LUAMPA,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,30,30,60,23,25,48,12,Fail,poor,0,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91.67,8.33,0,0,0,0,0.2
ZMB,WESTERN,LUAMPA,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,24,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,21,39,60,21,39,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,LUKULU,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-20,22,38,60,22,38,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,LUKULU,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-08-11,26,34,60,22,33,55,5,Fail,moderate,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.08
ZMB,WESTERN,LUKULU,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,LUKULU,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,LUKULU,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,MITETE,Chavuma-mOPV,mOPV,Rnd1,22,2020-02-29T00:00:00Z,2020-03-04,2020-05-04,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,MITETE,Luapula-mOPV,mOPV,Rnd2,21,2020-03-30T00:00:00Z,2020-04-03,2020-05-03,32,28,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZMB,WESTERN,MITETE,WPV1MLW,bOPV,Rnd2,21,2022-10-01T00:00:00Z,2022-10-05,2022-10-05,24,36,60,23,36,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZMB,WESTERN,MITETE,WPV1MLW,bOPV,Rnd3,22,2022-08-16T00:00:00Z,2022-08-20,2022-08-21,26,34,60,25,34,59,1,Pass,high,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0.02
ZMB,WESTERN,MITETE,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-08-11,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,MITETE,ZAM-2023-05-01_bOPV,bOPV,Rnd1,20,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,8,52,60,8,52,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,MITETE,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,MITETE,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,MONGU,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-22,30,30,60,24,27,51,9,Fail,poor,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.15
ZMB,WESTERN,MONGU,WPV1MLW,bOPV,Rnd4,21,2022-07-07T00:00:00Z,2022-07-11,2022-08-11,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,MONGU,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,19,41,60,19,41,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,MONGU,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,36,24,60,32,20,52,8,Fail,moderate,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,12.5,0,0.13
ZMB,WESTERN,MONGU,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,20,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,34,26,60,33,25,58,2,Pass,high,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0.03
ZMB,WESTERN,MULOBEZI,WPV1MLW,bOPV,Rnd2,21,2022-03-01T00:00:00Z,2022-03-05,2022-05-05,28,32,60,24,30,54,6,Fail,moderate,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,83.33,0,0.1
ZMB,WESTERN,MULOBEZI,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-21,30,30,60,25,24,49,11,Fail,poor,0,0,1,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,90.91,0,0.18
ZMB,WESTERN,MULOBEZI,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-07-11,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,MULOBEZI,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,MULOBEZI,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,MULOBEZI,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,MWANDI,WPV1MLW,bOPV,Rnd2,21,2022-03-01T00:00:00Z,2022-03-05,2022-05-05,25,35,60,25,33,58,2,Pass,high,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
ZMB,WESTERN,MWANDI,WPV1MLW,bOPV,Rnd3,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-21,34,26,60,32,26,58,2,Pass,high,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
ZMB,WESTERN,MWANDI,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-07-11,26,34,60,26,32,58,2,Pass,high,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
ZMB,WESTERN,MWANDI,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,30,30,60,29,27,56,4,Fail,moderate,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,75,0,0.07
ZMB,WESTERN,MWANDI,ZAM-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-08-31T00:00:00Z,2023-09-04,2023-09-05,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,MWANDI,ZAM-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,WESTERN,NALOLO,WPV1MLW,bOPV,Rnd3,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,25,35,60,24,33,57,3,Pass,high,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,33.33,0,0,0.05
ZMB,WESTERN,NALOLO,WPV1MLW,bOPV,Rnd4,21,2022-06-07T00:00:00Z,2022-06-11,2022-07-11,33,27,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ZMB,WESTERN,NALOLO,ZAM-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
