country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_Non_Compliance,r_House_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_Giver_Informed_SIA,abs_reason_in_playground,abs_reason_other,abs_reason_school,abs_reason_travelled,abs_reason_farm,abs_reason_market,nc_reason_religious_cultural,nc_reason_child_sick,nc_reason_vaccines_safety,nc_reason_others,nc_reason_no_care_giver_consent,nc_reason_no_felt_need,prct_r_Non_Compliance,prct_r_House_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
NIG,DOSSO,BOBOYE,NIG-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,BOBOYE,NIG-2024-06-01_nOPV,nOPV2,Rnd1,21,2024-07-12T00:00:00Z,2024-07-16,2024-07-17,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,BOBOYE,NIG-2024-06-01_nOPV,nOPV2,Rnd2,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,BOBOYE,NIG-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-25T00:00:00Z,2024-10-29,2024-10-30,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,BOBOYE,NIG-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-12-02T00:00:00Z,2024-12-06,2024-12-07,41,19,60,41,19,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,BOBOYE,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-05-04T00:00:00Z,2025-05-08,2025-05-09,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,BOBOYE,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-13T00:00:00Z,2025-06-17,2025-06-18,28,32,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,DOSSO,BOBOYE,NIG-2025-10-01_nOPV_sNID,nOPV2,Rnd1,21,2026-01-11T00:00:00Z,2026-01-15,2026-01-16,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,DIOUNDOU,CENBLOCK-nOPV,nOPV2,Rnd1,21,2022-06-05T00:00:00Z,2022-06-09,2022-06-10,22,38,60,22,38,60,0,Pass,high,0,0,0,0,0,0,0,68.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,DIOUNDOU,GOTHEYE-mOPV,mOPV,Rnd1,21,2020-09-24T00:00:00Z,2020-09-28,2020-09-29,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,88.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,DIOUNDOU,GOTHEYE-mOPV,mOPV,Rnd2,21,2020-10-28T00:00:00Z,2020-11-01,2020-11-02,35,25,60,33,25,58,2,Pass,high,0,0,2,0,0,0,0,71.67,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
NIG,DOSSO,DIOUNDOU,NIG-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,DIOUNDOU,NIG-2024-06-01_nOPV,nOPV2,Rnd1,20,2024-07-12T00:00:00Z,2024-07-16,2024-07-17,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,DIOUNDOU,NIG-2024-06-01_nOPV,nOPV2,Rnd2,20,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,51.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,DIOUNDOU,NIG-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-25T00:00:00Z,2024-10-29,2024-10-30,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,DIOUNDOU,NIG-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-12-02T00:00:00Z,2024-12-06,2024-12-07,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,DIOUNDOU,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,20,2025-05-04T00:00:00Z,2025-05-08,2025-05-09,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,51.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,DIOUNDOU,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,17,2025-06-13T00:00:00Z,2025-06-17,2025-06-18,28,32,60,24,28,52,8,Fail,moderate,2,1,4,0,0,1,0,70,0,0,0,1,3,0,0,1,1,0,0,0,25,12.5,50,0,0,12.5,0,0.13
NIG,DOSSO,DIOUNDOU,NIG-2025-10-01_nOPV_sNID,nOPV2,Rnd1,19,2026-01-11T00:00:00Z,2026-01-15,2026-01-16,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,81.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,DOGONDOUTCHI,CENBLOCK-nOPV,nOPV2,Rnd1,21,2022-06-05T00:00:00Z,2022-06-09,2022-06-10,32,28,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,96.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,DOSSO,DOGONDOUTCHI,CENBLOCK-nOPV,nOPV2,Rnd2,21,2022-07-02T00:00:00Z,2022-07-06,2022-07-07,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,68.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,DOGONDOUTCHI,GOTHEYE-mOPV,mOPV,Rnd1,21,2020-09-24T00:00:00Z,2020-09-28,2020-09-29,26,34,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,23.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,DOSSO,DOGONDOUTCHI,GOTHEYE-mOPV,mOPV,Rnd2,21,2020-10-28T00:00:00Z,2020-11-01,2020-11-01,26,34,60,26,32,58,2,Pass,high,0,0,1,0,0,1,0,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
NIG,DOSSO,DOGONDOUTCHI,NIG-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,25,35,60,24,35,59,1,Pass,high,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0.02
NIG,DOSSO,DOGONDOUTCHI,NIG-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,DOGONDOUTCHI,NIG-2024-06-01_nOPV,nOPV2,Rnd1,21,2024-07-12T00:00:00Z,2024-07-16,2024-07-17,26,34,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,76.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,DOSSO,DOGONDOUTCHI,NIG-2024-06-01_nOPV,nOPV2,Rnd2,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,27,33,60,26,32,58,2,Pass,high,0,0,2,0,0,0,0,73.33,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
NIG,DOSSO,DOGONDOUTCHI,NIG-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-25T00:00:00Z,2024-10-29,2024-10-30,28,32,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,DOSSO,DOGONDOUTCHI,NIG-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-12-02T00:00:00Z,2024-12-06,2024-12-07,43,17,60,43,17,60,0,Pass,high,0,0,0,0,0,0,0,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,DOGONDOUTCHI,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-05-04T00:00:00Z,2025-05-08,2025-05-09,36,24,60,35,23,58,2,Pass,high,0,0,2,0,0,0,0,91.67,0,0,0,2,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
NIG,DOSSO,DOGONDOUTCHI,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-13T00:00:00Z,2025-06-17,2025-06-18,32,28,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,78.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,DOSSO,DOGONDOUTCHI,NIG-2025-10-01_nOPV_sNID,nOPV2,Rnd1,21,2026-01-11T00:00:00Z,2026-01-15,2026-01-16,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,53.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,DOSSO,CENBLOCK-nOPV,nOPV2,Rnd2,21,2022-07-02T00:00:00Z,2022-07-06,2022-07-07,32,28,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,DOSSO,DOSSO,GOTHEYE-mOPV,mOPV,Rnd1,21,2020-09-23T00:00:00Z,2020-09-27,2020-09-28,30,30,60,24,28,52,8,Fail,moderate,0,1,4,0,0,0,3,16.67,0,1,0,0,3,0,0,0,0,0,0,0,0,12.5,50,0,0,0,37.5,0.13
NIG,DOSSO,DOSSO,GOTHEYE-mOPV,mOPV,Rnd2,21,2020-10-28T00:00:00Z,2020-11-01,2020-11-02,36,24,60,35,24,59,1,Pass,high,0,0,0,0,0,1,0,63.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
NIG,DOSSO,DOSSO,NIG-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,83.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,DOSSO,NIG-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,30,30,60,29,30,59,1,Pass,high,0,0,0,0,0,0,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
NIG,DOSSO,DOSSO,NIG-2024-06-01_nOPV,nOPV2,Rnd1,21,2024-07-12T00:00:00Z,2024-07-16,2024-07-17,26,34,60,24,33,57,3,Pass,high,0,0,2,0,0,1,0,61.67,0,1,0,0,1,0,0,0,0,0,0,0,0,0,66.67,0,0,33.33,0,0.05
NIG,DOSSO,DOSSO,NIG-2024-06-01_nOPV,nOPV2,Rnd2,18,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,32,28,60,27,25,52,8,Fail,moderate,0,8,0,0,0,0,0,81.67,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.13
NIG,DOSSO,DOSSO,NIG-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-25T00:00:00Z,2024-10-29,2024-10-30,23,37,60,20,32,52,8,Fail,moderate,0,2,0,0,0,6,0,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,75,0,0.13
NIG,DOSSO,DOSSO,NIG-2024-10-01_nOPV,nOPV2,Rnd2,20,2024-12-02T00:00:00Z,2024-12-06,2024-12-07,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,DOSSO,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-05-04T00:00:00Z,2025-05-08,2025-05-09,31,29,60,31,28,59,1,Pass,high,0,0,0,0,0,0,1,36.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
NIG,DOSSO,DOSSO,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-13T00:00:00Z,2025-06-17,2025-06-18,30,30,60,29,29,58,2,Pass,high,0,0,2,0,0,0,0,100,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
NIG,DOSSO,DOSSO,NIG-2025-10-01_nOPV_sNID,nOPV2,Rnd1,21,2026-01-11T00:00:00Z,2026-01-15,2026-01-16,30,30,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,DOSSO,FALMEY,CENBLOCK-nOPV,nOPV2,Rnd1,21,2022-06-05T00:00:00Z,2022-06-09,2022-06-10,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,FALMEY,CENBLOCK-nOPV,nOPV2,Rnd2,21,2022-07-02T00:00:00Z,2022-07-06,2022-07-07,28,32,60,28,30,58,2,Pass,high,0,0,2,0,0,0,0,63.33,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
NIG,DOSSO,FALMEY,GOTHEYE-mOPV,mOPV,Rnd1,21,2020-09-23T00:00:00Z,2020-09-27,2020-09-27,40,20,60,40,20,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,FALMEY,GOTHEYE-mOPV,mOPV,Rnd2,21,2020-10-28T00:00:00Z,2020-11-01,2020-11-02,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,FALMEY,NIG-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,76.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,FALMEY,NIG-2024-06-01_nOPV,nOPV2,Rnd1,21,2024-07-12T00:00:00Z,2024-07-16,2024-07-17,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,73.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,FALMEY,NIG-2024-06-01_nOPV,nOPV2,Rnd2,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,FALMEY,NIG-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-25T00:00:00Z,2024-10-29,2024-10-30,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,FALMEY,NIG-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-12-02T00:00:00Z,2024-12-06,2024-12-07,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,FALMEY,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-05-04T00:00:00Z,2025-05-08,2025-05-09,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,FALMEY,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-13T00:00:00Z,2025-06-17,2025-06-18,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,FALMEY,NIG-2025-10-01_nOPV_sNID,nOPV2,Rnd1,22,2026-01-11T00:00:00Z,2026-01-15,2026-01-16,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,83.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,GAYA,CENBLOCK-nOPV,nOPV2,Rnd1,21,2022-06-05T00:00:00Z,2022-06-09,2022-06-10,18,42,60,17,41,58,2,Pass,high,0,0,2,0,0,0,0,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
NIG,DOSSO,GAYA,CENBLOCK-nOPV,nOPV2,Rnd2,21,2022-07-02T00:00:00Z,2022-07-06,2022-07-07,17,43,60,17,43,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,GAYA,GOTHEYE-mOPV,mOPV,Rnd1,18,2020-09-24T00:00:00Z,2020-09-28,2020-09-29,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,GAYA,GOTHEYE-mOPV,mOPV,Rnd2,21,2020-10-28T00:00:00Z,2020-11-01,2020-11-02,28,32,60,23,30,53,7,Fail,moderate,0,7,0,0,0,0,0,81.67,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.12
NIG,DOSSO,GAYA,NIG-2023-05-01_nOPV,nOPV2,Rnd1,11,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,17,43,60,17,43,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,GAYA,NIG-2023-05-01_nOPV,nOPV2,Rnd2,17,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,GAYA,NIG-2024-06-01_nOPV,nOPV2,Rnd1,21,2024-07-12T00:00:00Z,2024-07-16,2024-07-17,36,24,60,35,24,59,1,Pass,high,0,0,1,0,0,0,0,33.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,DOSSO,GAYA,NIG-2024-06-01_nOPV,nOPV2,Rnd2,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,37,23,60,36,21,57,3,Pass,high,0,0,2,0,0,1,0,43.33,0,0,0,0,2,0,0,0,0,0,0,0,0,0,66.67,0,0,33.33,0,0.05
NIG,DOSSO,GAYA,NIG-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-25T00:00:00Z,2024-10-29,2024-10-30,40,20,60,38,20,58,2,Pass,high,0,0,2,0,0,0,0,28.33,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
NIG,DOSSO,GAYA,NIG-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-12-02T00:00:00Z,2024-12-06,2024-12-07,30,30,60,27,28,55,5,Fail,moderate,0,0,2,0,0,2,1,65,0,0,0,1,1,0,0,0,0,0,0,0,0,0,40,0,0,40,20,0.08
NIG,DOSSO,GAYA,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-05-04T00:00:00Z,2025-05-08,2025-05-09,39,21,60,35,21,56,4,Fail,moderate,0,1,1,0,0,2,0,83.33,0,0,0,1,0,0,0,0,0,0,0,0,0,25,25,0,0,50,0,0.07
NIG,DOSSO,GAYA,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-13T00:00:00Z,2025-06-17,2025-06-18,29,31,60,25,31,56,4,Fail,moderate,0,2,2,0,0,0,0,96.67,0,1,0,1,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.07
NIG,DOSSO,GAYA,NIG-2025-10-01_nOPV_sNID,nOPV2,Rnd1,21,2026-01-11T00:00:00Z,2026-01-15,2026-01-16,35,25,60,34,24,58,2,Pass,high,0,0,2,0,0,0,0,86.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
NIG,DOSSO,LOGA,CENBLOCK-nOPV,nOPV2,Rnd1,21,2022-06-05T00:00:00Z,2022-06-09,2022-06-10,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,LOGA,CENBLOCK-nOPV,nOPV2,Rnd2,21,2022-07-02T00:00:00Z,2022-07-06,2022-07-07,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,LOGA,GOTHEYE-mOPV,mOPV,Rnd1,21,2020-09-23T00:00:00Z,2020-09-27,2020-09-28,29,31,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,DOSSO,LOGA,GOTHEYE-mOPV,mOPV,Rnd2,21,2020-10-28T00:00:00Z,2020-11-01,2020-11-02,39,21,60,38,21,59,1,Pass,high,0,0,1,0,0,0,0,88.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,DOSSO,LOGA,NIG-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,LOGA,NIG-2024-06-01_nOPV,nOPV2,Rnd1,21,2024-07-12T00:00:00Z,2024-07-16,2024-07-17,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,LOGA,NIG-2024-06-01_nOPV,nOPV2,Rnd2,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,26,34,60,23,30,53,7,Fail,moderate,0,7,0,0,0,0,0,86.67,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.12
NIG,DOSSO,LOGA,NIG-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-25T00:00:00Z,2024-10-29,2024-10-30,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,83.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,LOGA,NIG-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-12-02T00:00:00Z,2024-12-06,2024-12-07,32,28,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,66.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,DOSSO,LOGA,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-05-04T00:00:00Z,2025-05-08,2025-05-09,24,36,60,23,36,59,1,Pass,high,0,0,1,0,0,0,0,96.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
NIG,DOSSO,LOGA,NIG-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-13T00:00:00Z,2025-06-17,2025-06-18,30,30,60,28,29,57,3,Pass,high,0,0,2,0,0,1,0,46.67,0,0,0,2,0,0,0,0,0,0,0,0,0,0,66.67,0,0,33.33,0,0.05
NIG,DOSSO,LOGA,NIG-2025-10-01_nOPV_sNID,nOPV2,Rnd1,21,2026-01-11T00:00:00Z,2026-01-15,2026-01-16,32,28,60,30,28,58,2,Pass,high,0,0,0,0,0,2,0,78.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
NIG,DOSSO,TIBIRI,CENBLOCK-nOPV,nOPV2,Rnd1,21,2022-06-05T00:00:00Z,2022-06-09,2022-06-10,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,TIBIRI,CENBLOCK-nOPV,nOPV2,Rnd2,21,2022-07-02T00:00:00Z,2022-07-06,2022-07-07,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,53.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIG,DOSSO,TIBIRI,GOTHEYE-mOPV,mOPV,Rnd1,21,2020-09-24T00:00:00Z,2020-09-28,2020-09-29,32,28,60,24,22,46,14,Fail,poor,0,0,1,0,0,13,0,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.14,0,0,92.86,0,0.23
NIG,DOSSO,TIBIRI,GOTHEYE-mOPV,mOPV,Rnd2,21,2020-10-28T00:00:00Z,2020-11-01,2020-11-02,30,30,60,23,29,52,8,Fail,moderate,0,0,5,0,0,3,0,93.33,1,0,0,0,4,0,0,0,0,0,0,0,0,0,62.5,0,0,37.5,0,0.13
NIG,DOSSO,TIBIRI,NIG-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-06-19T00:00:00Z,2023-06-23,2023-06-24,29,31,60,27,28,55,5,Fail,moderate,0,0,5,0,0,0,0,78.33,0,0,0,0,5,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.08
NIG,DOSSO,TIBIRI,NIG-2024-06-01_nOPV,nOPV2,Rnd1,21,2024-07-12T00:00:00Z,2024-07-16,2024-07-17,31,29,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,98.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
