country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_Non_Compliance,r_House_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_Giver_Informed_SIA,abs_reason_travelled,abs_reason_farm,abs_reason_school,abs_reason_in_playground,abs_reason_market,abs_reason_other,nc_reason_others,nc_reason_no_care_giver_consent,nc_reason_religious_cultural,nc_reason_vaccines_safety,nc_reason_no_felt_need,nc_reason_child_sick,nc_reason_too_many_rnd,nc_reason_covid_19,prct_r_Non_Compliance,prct_r_House_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
MDG,VATOVAVY,MANANJARY,MDG-2023-03-01_bOPV,mOPV,Rnd2,21,2023-07-25T00:00:00Z,2023-07-29,2023-07-30,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDG,VATOVAVY,MANANJARY,MDG-2023-03-01_bOPV,mOPV,Rnd3,21,2023-09-05T00:00:00Z,2023-09-09,2023-09-10,24,36,60,24,35,59,1,Pass,high,0,1,0,0,0,0,0,86.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
MDG,VATOVAVY,MANANJARY,MDG-2023-03-01_bOPV,mOPV,Rnd4,21,2023-10-16T00:00:00Z,2023-10-20,2023-10-21,32,28,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,98.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MDG,VATOVAVY,MANANJARY,MDG-2024-05-01_bOPV,bOPV,Rnd1,21,2024-05-14T00:00:00Z,2024-05-18,2024-05-19,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDG,VATOVAVY,MANANJARY,MDG-2024-05-01_bOPV,bOPV,Rnd2,21,2024-07-09T00:00:00Z,2024-07-13,2024-07-14,32,28,60,31,28,59,1,Pass,high,0,0,0,0,0,1,0,86.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
MDG,VATOVAVY,MANANJARY,OPVb2021,nOPV2,Rnd2,20,2021-08-09T00:00:00Z,2021-08-13,2021-12-08,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDG,VATOVAVY,NOSY VARIKA,MDG-2023-03-01_bOPV,mOPV,Rnd1,21,2023-05-16T00:00:00Z,2023-05-20,2023-05-21,29,31,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,98.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MDG,VATOVAVY,NOSY VARIKA,MDG-2023-03-01_bOPV,mOPV,Rnd2,21,2023-07-25T00:00:00Z,2023-07-29,2023-07-30,35,25,60,34,24,58,2,Pass,high,0,0,2,0,0,0,0,98.33,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
MDG,VATOVAVY,NOSY VARIKA,MDG-2023-03-01_bOPV,mOPV,Rnd3,21,2023-09-05T00:00:00Z,2023-09-09,2023-09-10,31,29,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MDG,VATOVAVY,NOSY VARIKA,MDG-2023-03-01_bOPV,mOPV,Rnd4,20,2023-10-16T00:00:00Z,2023-10-20,2023-10-21,26,24,50,26,23,49,11,Fail,poor,0,0,1,0,0,0,10,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,90.91,0.22
MDG,VATOVAVY,NOSY VARIKA,MDG-2024-05-01_bOPV,bOPV,Rnd1,21,2024-05-14T00:00:00Z,2024-05-18,2024-05-19,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDG,VATOVAVY,NOSY VARIKA,MDG-2024-05-01_bOPV,bOPV,Rnd2,21,2024-07-09T00:00:00Z,2024-07-13,2024-07-14,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
