country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_Non_Compliance,r_House_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_Giver_Informed_SIA,abs_reason_farm,abs_reason_travelled,abs_reason_other,abs_reason_school,abs_reason_in_playground,abs_reason_market,nc_reason_no_felt_need,nc_reason_no_care_giver_consent,nc_reason_religious_cultural,nc_reason_child_sick,prct_r_Non_Compliance,prct_r_House_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
BUI,BUBANZA,BUBANZA,BUU-2023-04-01_nOPV,nOPV2,Rnd1,21,2023-06-10T00:00:00Z,2023-06-14,2023-06-15,39,21,60,38,20,58,2,Pass,high,0,0,2,0,0,0,0,86.67,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
BUI,BUBANZA,BUBANZA,BUU-2023-04-01_nOPV,nOPV2,Rnd2,21,2023-08-17T00:00:00Z,2023-08-21,2023-08-22,29,31,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,95,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BUI,BUBANZA,BUBANZA,BUU-2023-04-01_nOPV,nOPV2,Rnd3,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUI,BUBANZA,MPANDA,BUU-2023-04-01_nOPV,nOPV2,Rnd1,21,2023-06-10T00:00:00Z,2023-06-14,2023-06-15,27,33,60,27,29,56,4,Fail,moderate,0,0,3,0,0,1,0,98.33,0,0,3,0,0,0,0,0,0,0,0,0,75,0,0,25,0,0.07
BUI,BUBANZA,MPANDA,BUU-2023-04-01_nOPV,nOPV2,Rnd2,21,2023-08-17T00:00:00Z,2023-08-21,2023-08-22,24,36,60,24,35,59,1,Pass,high,0,1,0,0,0,0,0,91.67,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
BUI,BUBANZA,MPANDA,BUU-2023-04-01_nOPV,nOPV2,Rnd3,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUI,BUJUMBURA MAIRIE,ZONE CENTRE,BUU-2023-04-01_nOPV,nOPV2,Rnd1,21,2023-06-10T00:00:00Z,2023-06-14,2023-06-15,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUI,BUJUMBURA MAIRIE,ZONE CENTRE,BUU-2023-04-01_nOPV,nOPV2,Rnd2,21,2023-08-17T00:00:00Z,2023-08-21,2023-08-22,28,32,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,98.33,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BUI,BUJUMBURA MAIRIE,ZONE CENTRE,BUU-2023-04-01_nOPV,nOPV2,Rnd3,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,26,34,60,24,33,57,3,Pass,high,0,0,1,0,1,1,0,95,0,0,0,1,0,0,0,0,0,0,0,0,33.33,0,33.33,33.33,0,0.05
BUI,BUJUMBURA MAIRIE,ZONE NORD,BUU-2023-04-01_nOPV,nOPV2,Rnd1,21,2023-06-10T00:00:00Z,2023-06-14,2023-06-15,31,29,60,21,20,41,19,Fail,poor,0,14,3,0,0,2,0,91.67,0,1,0,0,1,1,0,0,0,0,0,73.68,15.79,0,0,10.53,0,0.32
BUI,BUJUMBURA MAIRIE,ZONE NORD,BUU-2023-04-01_nOPV,nOPV2,Rnd2,21,2023-08-17T00:00:00Z,2023-08-21,2023-08-22,32,28,60,28,24,52,8,Fail,moderate,0,0,0,0,0,7,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,12.5,0.13
BUI,BUJUMBURA MAIRIE,ZONE NORD,BUU-2023-04-01_nOPV,nOPV2,Rnd3,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUI,BUJUMBURA MAIRIE,ZONE SUD,BUU-2023-04-01_nOPV,nOPV2,Rnd1,21,2023-06-10T00:00:00Z,2023-06-14,2023-06-15,30,30,60,25,18,43,17,Fail,poor,0,12,0,0,1,3,1,91.67,0,0,0,0,0,0,0,0,0,0,0,70.59,0,0,5.88,17.65,5.88,0.28
BUI,BUJUMBURA MAIRIE,ZONE SUD,BUU-2023-04-01_nOPV,nOPV2,Rnd2,21,2023-08-17T00:00:00Z,2023-08-21,2023-08-22,40,20,60,40,16,56,4,Fail,moderate,0,1,0,1,0,0,2,88.33,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,50,0.07
BUI,BUJUMBURA MAIRIE,ZONE SUD,BUU-2023-04-01_nOPV,nOPV2,Rnd3,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,26,34,60,24,33,57,3,Pass,high,0,1,1,0,0,0,1,90,0,0,1,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,33.33,0.05
BUI,BUJUMBURA RURAL,ISALE,BUU-2023-04-01_nOPV,nOPV2,Rnd1,21,2023-06-10T00:00:00Z,2023-06-14,2023-06-15,31,29,60,25,26,51,9,Fail,poor,0,6,2,0,0,0,1,98.33,0,0,0,0,2,0,0,0,0,0,0,66.67,22.22,0,0,0,11.11,0.15
BUI,BUJUMBURA RURAL,ISALE,BUU-2023-04-01_nOPV,nOPV2,Rnd2,21,2023-08-17T00:00:00Z,2023-08-21,2023-08-22,33,27,60,31,26,57,3,Pass,high,0,3,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.05
BUI,BUJUMBURA RURAL,ISALE,BUU-2023-04-01_nOPV,nOPV2,Rnd3,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,22,38,60,19,32,51,9,Fail,poor,0,0,5,0,0,0,4,95,0,0,2,0,1,2,0,0,0,0,0,0,55.56,0,0,0,44.44,0.15
BUI,BUJUMBURA RURAL,KABEZI,BUU-2023-04-01_nOPV,nOPV2,Rnd1,21,2023-06-10T00:00:00Z,2023-06-14,2023-06-15,36,24,60,28,20,48,12,Fail,poor,0,0,0,0,0,12,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.2
BUI,BUJUMBURA RURAL,KABEZI,BUU-2023-04-01_nOPV,nOPV2,Rnd2,21,2023-08-17T00:00:00Z,2023-08-21,2023-08-22,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUI,BUJUMBURA RURAL,KABEZI,BUU-2023-04-01_nOPV,nOPV2,Rnd3,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,31,29,60,28,27,55,5,Fail,moderate,0,0,1,0,0,3,1,100,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,60,20,0.08
BUI,BUJUMBURA RURAL,RWIBAGA,BUU-2023-04-01_nOPV,nOPV2,Rnd1,21,2023-06-10T00:00:00Z,2023-06-14,2023-06-15,35,25,60,23,15,38,22,Fail,very poor,0,0,9,0,0,13,0,91.67,9,0,0,0,0,0,0,0,0,0,0,0,40.91,0,0,59.09,0,0.37
BUI,BUJUMBURA RURAL,RWIBAGA,BUU-2023-04-01_nOPV,nOPV2,Rnd2,21,2023-08-17T00:00:00Z,2023-08-21,2023-08-22,34,26,60,33,26,59,1,Pass,high,0,0,1,0,0,0,0,95,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BUI,BUJUMBURA RURAL,RWIBAGA,BUU-2023-04-01_nOPV,nOPV2,Rnd3,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,33,27,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BUI,BURURI,BURURI,BUU-2023-04-01_nOPV,nOPV2,Rnd1,21,2023-06-10T00:00:00Z,2023-06-14,2023-06-15,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUI,BURURI,BURURI,BUU-2023-04-01_nOPV,nOPV2,Rnd2,21,2023-08-17T00:00:00Z,2023-08-21,2023-08-22,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,88.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUI,BURURI,BURURI,BUU-2023-04-01_nOPV,nOPV2,Rnd3,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,31,29,60,30,28,58,2,Pass,high,0,0,0,0,0,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
BUI,BURURI,MATANA,BUU-2023-04-01_nOPV,nOPV2,Rnd1,20,2023-06-10T00:00:00Z,2023-06-14,2023-06-15,33,27,60,30,26,56,4,Fail,moderate,0,0,2,0,0,2,0,80,1,1,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.07
BUI,BURURI,MATANA,BUU-2023-04-01_nOPV,nOPV2,Rnd2,21,2023-08-17T00:00:00Z,2023-08-21,2023-08-22,34,26,60,29,23,52,8,Fail,moderate,0,0,1,0,0,2,5,98.33,1,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,25,62.5,0.13
BUI,BURURI,MATANA,BUU-2023-04-01_nOPV,nOPV2,Rnd3,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,24,36,60,23,36,59,1,Pass,high,0,0,1,0,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BUI,BURURI,RUTOVU,BUU-2023-04-01_nOPV,nOPV2,Rnd1,21,2023-06-10T00:00:00Z,2023-06-14,2023-06-15,26,34,60,26,32,58,2,Pass,high,0,2,0,0,0,0,0,88.33,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
BUI,BURURI,RUTOVU,BUU-2023-04-01_nOPV,nOPV2,Rnd2,21,2023-08-17T00:00:00Z,2023-08-21,2023-08-22,26,34,60,24,33,57,3,Pass,high,0,0,1,1,0,1,0,98.33,0,0,0,0,0,1,0,0,0,0,0,0,33.33,33.33,0,33.33,0,0.05
BUI,BURURI,RUTOVU,BUU-2023-04-01_nOPV,nOPV2,Rnd3,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,21,39,60,21,39,60,0,Pass,high,0,0,0,0,0,0,0,88.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUI,CANKUZO,CANKUZO,BUU-2023-04-01_nOPV,nOPV2,Rnd1,21,2023-06-10T00:00:00Z,2023-06-14,2023-06-15,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUI,CANKUZO,CANKUZO,BUU-2023-04-01_nOPV,nOPV2,Rnd2,21,2023-08-17T00:00:00Z,2023-08-21,2023-08-22,34,26,60,33,24,57,3,Pass,high,0,1,2,0,0,0,0,100,1,1,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.05
BUI,CANKUZO,CANKUZO,BUU-2023-04-01_nOPV,nOPV2,Rnd3,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,34,26,60,33,25,58,2,Pass,high,0,0,1,0,0,1,0,100,0,1,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
BUI,CANKUZO,MURORE,BUU-2023-04-01_nOPV,nOPV2,Rnd1,21,2023-06-10T00:00:00Z,2023-06-14,2023-06-15,24,36,60,17,26,43,17,Fail,poor,0,16,0,0,1,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,94.12,0,0,5.88,0,0,0.28
BUI,CANKUZO,MURORE,BUU-2023-04-01_nOPV,nOPV2,Rnd2,21,2023-08-17T00:00:00Z,2023-08-21,2023-08-22,29,31,60,27,26,53,7,Fail,moderate,0,0,7,0,0,0,0,98.33,1,3,2,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0.12
BUI,CANKUZO,MURORE,BUU-2023-04-01_nOPV,nOPV2,Rnd3,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUI,CIBITOKE,BUKINANYANA,BUU-2023-04-01_nOPV,nOPV2,Rnd1,21,2023-06-10T00:00:00Z,2023-06-14,2023-06-15,34,26,60,31,24,55,5,Fail,moderate,0,0,2,1,0,2,0,98.33,0,0,1,0,1,0,0,0,0,0,0,0,40,20,0,40,0,0.08
BUI,CIBITOKE,BUKINANYANA,BUU-2023-04-01_nOPV,nOPV2,Rnd2,21,2023-08-17T00:00:00Z,2023-08-21,2023-08-22,27,33,60,27,31,58,2,Pass,high,0,0,1,0,0,1,0,100,0,0,0,0,0,1,0,0,0,0,0,0,50,0,0,50,0,0.03
BUI,CIBITOKE,BUKINANYANA,BUU-2023-04-01_nOPV,nOPV2,Rnd3,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUI,CIBITOKE,CIBITOKE,BUU-2023-04-01_nOPV,nOPV2,Rnd1,21,2023-06-10T00:00:00Z,2023-06-14,2023-06-15,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUI,CIBITOKE,CIBITOKE,BUU-2023-04-01_nOPV,nOPV2,Rnd2,21,2023-08-17T00:00:00Z,2023-08-21,2023-08-22,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUI,CIBITOKE,CIBITOKE,BUU-2023-04-01_nOPV,nOPV2,Rnd3,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUI,CIBITOKE,MABAYI,BUU-2023-04-01_nOPV,nOPV2,Rnd1,21,2023-06-10T00:00:00Z,2023-06-14,2023-06-15,33,27,60,30,22,52,8,Fail,moderate,0,0,4,0,0,4,0,98.33,2,1,0,0,1,0,0,0,0,0,0,0,50,0,0,50,0,0.13
BUI,CIBITOKE,MABAYI,BUU-2023-04-01_nOPV,nOPV2,Rnd2,21,2023-08-17T00:00:00Z,2023-08-21,2023-08-22,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUI,CIBITOKE,MABAYI,BUU-2023-04-01_nOPV,nOPV2,Rnd3,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUI,GITEGA,GITEGA,BUU-2023-04-01_nOPV,nOPV2,Rnd1,21,2023-06-10T00:00:00Z,2023-06-14,2023-06-15,31,29,60,29,27,56,4,Fail,moderate,0,3,1,0,0,0,0,96.67,1,0,0,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0.07
BUI,GITEGA,GITEGA,BUU-2023-04-01_nOPV,nOPV2,Rnd2,21,2023-08-17T00:00:00Z,2023-08-21,2023-08-22,30,30,60,20,14,34,26,Fail,very poor,0,0,0,0,0,26,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.43
BUI,GITEGA,GITEGA,BUU-2023-04-01_nOPV,nOPV2,Rnd3,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUI,GITEGA,KIBUYE,BUU-2023-04-01_nOPV,nOPV2,Rnd1,21,2023-06-10T00:00:00Z,2023-06-14,2023-06-15,32,28,60,28,28,56,4,Fail,moderate,0,0,3,0,0,1,0,100,2,0,0,1,0,0,0,0,0,0,0,0,75,0,0,25,0,0.07
BUI,GITEGA,KIBUYE,BUU-2023-04-01_nOPV,nOPV2,Rnd2,21,2023-08-17T00:00:00Z,2023-08-21,2023-08-22,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUI,GITEGA,KIBUYE,BUU-2023-04-01_nOPV,nOPV2,Rnd3,21,2023-10-26T00:00:00Z,2023-10-30,2023-10-31,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
