country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_other,abs_reason_travelled,abs_reason_farm,abs_reason_market,abs_reason_school,abs_reason_in_playground,nc_reason_no_felt_need,nc_reason_others,nc_reason_child_sick,nc_reason_vaccines_safety,nc_reason_religious_cultural,nc_reason_no_care_giver_consent,nc_reason_poliofree,nc_reason_too_many_rnd,nc_reason_covid_19,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
ANG,CUANDO CUBANGO,MAVINGA,ANG-2023-07-01_bOPV,bOPV,Rnd2,11,2023-10-30T00:00:00Z,2023-11-03,2023-11-04,30,30,60,30,29,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
ANG,CUANDO CUBANGO,MAVINGA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,28,32,60,25,31,56,4,Fail,moderate,0,0,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,25,0,0.07
ANG,CUANDO CUBANGO,MAVINGA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,31,29,60,30,29,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
ANG,CUANDO CUBANGO,MAVINGA,ANGOLA-NID-2024-nOPV2,nOPV2,MOPUP,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,25,35,60,24,33,57,3,Pass,high,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,66.67,0.05
ANG,CUANDO CUBANGO,MENONGUE,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-17T00:00:00Z,2023-09-21,2023-09-22,30,30,60,21,22,43,17,Fail,poor,0,0,1,0,0,8,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,47.06,47.06,0.28
ANG,CUANDO CUBANGO,MENONGUE,ANG-2023-07-01_bOPV,bOPV,Rnd2,21,2023-10-30T00:00:00Z,2023-11-03,2023-11-03,24,36,60,19,28,47,13,Fail,poor,0,1,3,0,1,8,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7.69,23.08,0,7.69,61.54,0,0.22
ANG,CUANDO CUBANGO,MENONGUE,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,28,32,60,8,12,20,40,Fail,very poor,0,1,1,0,0,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0,0,95,0,0.67
ANG,CUANDO CUBANGO,MENONGUE,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,CUANDO CUBANGO,MENONGUE,ANGOLA-NID-2024-nOPV2,nOPV2,MOPUP,25,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,32,28,60,26,18,44,16,Fail,poor,1,1,4,1,0,1,8,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,6.25,6.25,25,6.25,0,6.25,50,0.27
ANG,CUANDO CUBANGO,NANCOVA,ANG-2023-07-01_bOPV,bOPV,Rnd2,21,2023-10-27T00:00:00Z,2023-10-31,2023-11-01,29,31,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ANG,CUANDO CUBANGO,NANCOVA,ANGOLA-NID-2024-nOPV2,nOPV2,MOPUP,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,30,30,60,29,30,59,1,Pass,high,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0.02
ANG,CUANDO CUBANGO,RIVUNGO,ANG-2023-07-01_bOPV,bOPV,Rnd2,21,2023-10-27T00:00:00Z,2023-10-31,2023-11-01,30,30,60,5,9,14,46,Fail,very poor,0,5,1,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.87,2.17,0,0,86.96,0,0.77
ANG,CUANDO CUBANGO,RIVUNGO,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,28,32,60,27,31,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
ANG,CUANDO CUBANGO,RIVUNGO,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,21,39,60,10,26,36,24,Fail,very poor,1,0,3,1,0,11,8,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,4.17,0,12.5,4.17,0,45.83,33.33,0.4
ANG,CUANDO CUBANGO,RIVUNGO,ANGOLA-NID-2024-nOPV2,nOPV2,MOPUP,21,2024-11-14T00:00:00Z,2024-11-18,2024-11-20,41,19,60,41,19,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,CUANZA NORTE,AMBACA,ANG-2023-07-01_bOPV,bOPV,Rnd1,12,2023-09-13T00:00:00Z,2023-09-17,2023-09-18,35,25,60,33,21,54,6,Fail,moderate,0,0,4,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,16.67,16.67,0.1
ANG,CUANZA NORTE,AMBACA,ANG-2023-07-01_bOPV,bOPV,Rnd2,21,2023-10-24T00:00:00Z,2023-10-28,2023-10-29,24,36,60,10,14,24,36,Fail,very poor,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.6
ANG,CUANZA NORTE,AMBACA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,15,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,30,30,60,21,24,45,15,Fail,poor,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.25
ANG,CUANZA NORTE,AMBACA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,28,32,60,22,22,44,16,Fail,poor,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.27
ANG,CUANZA NORTE,BANGA,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-13T00:00:00Z,2023-09-17,2023-09-18,27,33,60,26,25,51,9,Fail,poor,0,1,2,1,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,22.22,11.11,0,33.33,22.22,0.15
ANG,CUANZA NORTE,BANGA,ANG-2023-07-01_bOPV,bOPV,Rnd2,21,2023-10-24T00:00:00Z,2023-10-28,2023-10-29,25,35,60,21,33,54,6,Fail,moderate,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,83.33,0,0.1
ANG,CUANZA NORTE,BANGA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,CUANZA NORTE,BANGA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,CUANZA NORTE,BOLONGONGO,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-13T00:00:00Z,2023-09-17,2023-09-18,31,29,60,22,22,44,16,Fail,poor,0,0,0,1,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,75,18.75,0.27
ANG,CUANZA NORTE,BOLONGONGO,ANG-2023-07-01_bOPV,bOPV,Rnd2,21,2023-10-24T00:00:00Z,2023-10-28,2023-10-29,30,30,60,21,23,44,16,Fail,poor,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0.27
ANG,CUANZA NORTE,BOLONGONGO,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,20,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,CUANZA NORTE,BOLONGONGO,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,34,26,60,31,25,56,4,Fail,moderate,0,0,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.07
ANG,CUANZA NORTE,CAMBAMBE,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-13T00:00:00Z,2023-09-17,2023-09-18,32,28,60,23,14,37,23,Fail,very poor,0,1,1,0,0,12,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,4.35,0,0,52.17,39.13,0.38
ANG,CUANZA NORTE,CAMBAMBE,ANG-2023-07-01_bOPV,bOPV,Rnd2,21,2023-10-24T00:00:00Z,2023-10-28,2023-10-29,26,34,60,5,2,7,53,Fail,very poor,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.88
ANG,CUANZA NORTE,CAMBAMBE,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,33,27,60,20,18,38,22,Fail,very poor,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.37
ANG,CUANZA NORTE,CAMBAMBE,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,27,33,60,23,29,52,8,Fail,moderate,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.13
ANG,CUANZA NORTE,CAZENGO,ANG-2023-07-01_bOPV,bOPV,Rnd1,28,2023-09-13T00:00:00Z,2023-09-17,2023-09-18,25,35,60,14,16,30,30,Fail,very poor,0,10,4,0,0,12,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,13.33,0,0,40,13.33,0.5
ANG,CUANZA NORTE,CAZENGO,ANG-2023-07-01_bOPV,bOPV,Rnd2,18,2023-10-24T00:00:00Z,2023-10-28,2023-10-29,26,34,60,0,7,7,53,Fail,very poor,0,2,5,0,0,46,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,9.43,0,0,86.79,0,0.88
ANG,CUANZA NORTE,CAZENGO,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,31,29,60,30,27,57,3,Pass,high,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.05
ANG,CUANZA NORTE,CAZENGO,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,26,34,60,20,28,48,12,Fail,poor,0,0,6,0,0,6,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.2
ANG,CUANZA NORTE,GOLUNGO ALTO,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-13T00:00:00Z,2023-09-17,2023-09-18,31,29,60,25,19,44,16,Fail,poor,0,2,2,0,0,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,68.75,6.25,0.27
ANG,CUANZA NORTE,GOLUNGO ALTO,ANG-2023-07-01_bOPV,bOPV,Rnd2,20,2023-10-24T00:00:00Z,2023-10-28,2023-10-29,25,35,60,7,10,17,43,Fail,very poor,0,0,1,0,0,41,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,95.35,2.33,0.72
ANG,CUANZA NORTE,GOLUNGO ALTO,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,29,31,60,27,24,51,9,Fail,poor,1,3,3,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,11.11,33.33,33.33,0,11.11,11.11,0,0.15
ANG,CUANZA NORTE,GOLUNGO ALTO,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,34,26,60,31,24,55,5,Fail,moderate,0,0,3,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,20,20,0.08
ANG,CUANZA NORTE,GONGUEMBO,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-13T00:00:00Z,2023-09-17,2023-09-18,31,29,60,28,22,50,10,Fail,poor,0,0,4,1,1,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,10,40,0,0.17
ANG,CUANZA NORTE,GONGUEMBO,ANG-2023-07-01_bOPV,bOPV,Rnd2,21,2023-10-24T00:00:00Z,2023-10-28,2023-10-29,33,27,60,6,8,14,46,Fail,very poor,0,0,2,0,0,44,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,95.65,0,0.77
ANG,CUANZA NORTE,GONGUEMBO,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,35,25,60,29,20,49,11,Fail,poor,0,3,5,0,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,45.45,0,0,9.09,18.18,0.18
ANG,CUANZA NORTE,GONGUEMBO,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,28,32,60,27,29,56,4,Fail,moderate,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.07
ANG,CUANZA NORTE,LUCALA,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-13T00:00:00Z,2023-09-17,2023-09-18,32,28,60,24,24,48,12,Fail,poor,0,1,11,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,8.33,91.67,0,0,0,0,0.2
ANG,CUANZA NORTE,LUCALA,ANG-2023-07-01_bOPV,bOPV,Rnd2,21,2023-10-24T00:00:00Z,2023-10-28,2023-10-29,21,39,60,11,24,35,25,Fail,very poor,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.42
ANG,CUANZA NORTE,LUCALA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,20,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,CUANZA NORTE,LUCALA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,CUANZA NORTE,QUICULUNGO,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-13T00:00:00Z,2023-09-17,2023-09-18,29,31,60,28,31,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
ANG,CUANZA NORTE,QUICULUNGO,ANG-2023-07-01_bOPV,bOPV,Rnd2,21,2023-10-24T00:00:00Z,2023-10-28,2023-10-29,29,31,60,15,8,23,37,Fail,very poor,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.62
ANG,CUANZA NORTE,QUICULUNGO,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,30,30,60,30,28,58,2,Pass,high,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0.03
ANG,CUANZA NORTE,QUICULUNGO,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,32,28,60,31,26,57,3,Pass,high,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,33.33,0,0,0.05
ANG,CUANZA NORTE,SAMBA CAJU,ANG-2023-07-01_bOPV,bOPV,Rnd1,11,2023-09-14T00:00:00Z,2023-09-18,2023-09-18,12,8,20,11,8,19,41,Fail,very poor,0,0,1,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,97.56,2.05
ANG,CUANZA NORTE,SAMBA CAJU,ANG-2023-07-01_bOPV,bOPV,Rnd2,12,2023-10-24T00:00:00Z,2023-10-28,2023-10-29,24,36,60,4,8,12,48,Fail,very poor,0,0,1,0,0,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,97.92,0,0.8
ANG,CUANZA NORTE,SAMBA CAJU,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,12,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,33,27,60,23,22,45,15,Fail,poor,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.25
ANG,CUANZA NORTE,SAMBA CAJU,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,12,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,23,37,60,21,30,51,9,Fail,poor,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.15
ANG,CUANZA SUL,AMBOIM,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-13T00:00:00Z,2023-09-17,2023-09-18,41,19,60,33,16,49,11,Fail,poor,0,1,2,0,1,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,18.18,0,9.09,45.45,18.18,0.18
ANG,CUANZA SUL,AMBOIM,ANG-2023-07-01_bOPV,bOPV,Rnd2,22,2023-10-21T00:00:00Z,2023-10-25,2023-10-27,26,34,60,22,31,53,7,Fail,moderate,0,0,1,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,57.14,14.29,0.12
ANG,CUANZA SUL,AMBOIM,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,CUANZA SUL,AMBOIM,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,27,33,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ANG,CUANZA SUL,CASSONGUE,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-13T00:00:00Z,2023-09-17,2023-09-18,33,27,60,28,21,49,11,Fail,poor,0,5,5,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,45.45,45.45,0,0,9.09,0,0.18
ANG,CUANZA SUL,CASSONGUE,ANG-2023-07-01_bOPV,bOPV,Rnd2,6,2023-10-21T00:00:00Z,2023-10-25,2023-10-26,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,CUANZA SUL,CASSONGUE,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,28,32,60,24,26,50,10,Fail,poor,0,3,4,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,0,0,30,0,0.17
ANG,CUANZA SUL,CASSONGUE,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,30,30,60,30,29,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
ANG,CUANZA SUL,CASSONGUE,ANGOLA-SNID-2024-07-nOPV2,nOPV2,Rnd1,21,2024-06-28T00:00:00Z,2024-07-02,2024-07-03,33,27,60,31,25,56,4,Fail,moderate,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25,0,0,25,0,0.07
ANG,CUANZA SUL,CELA,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-13T00:00:00Z,2023-09-17,2023-09-18,32,28,60,24,24,48,12,Fail,poor,1,4,2,0,1,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,8.33,33.33,16.67,0,8.33,16.67,16.67,0.2
ANG,CUANZA SUL,CELA,ANG-2023-07-01_bOPV,bOPV,Rnd2,21,2023-10-22T00:00:00Z,2023-10-26,2023-10-27,32,28,60,26,20,46,14,Fail,poor,0,7,2,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,50,14.29,0,0,35.71,0,0.23
ANG,CUANZA SUL,CELA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,38,22,60,38,22,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,CUANZA SUL,CELA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,18,42,60,18,42,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,CUANZA SUL,CONDA,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-14T00:00:00Z,2023-09-18,2023-09-19,34,26,60,32,19,51,9,Fail,poor,0,3,4,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,44.44,0,0,22.22,0,0.15
ANG,CUANZA SUL,CONDA,ANG-2023-07-01_bOPV,bOPV,Rnd2,6,2023-10-21T00:00:00Z,2023-10-25,2023-10-26,26,34,60,23,28,51,9,Fail,poor,0,1,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,77.78,0,0.15
ANG,CUANZA SUL,CONDA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,15,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,CUANZA SUL,CONDA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,CUANZA SUL,EBO,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-13T00:00:00Z,2023-09-17,2023-09-18,33,27,60,24,17,41,19,Fail,poor,0,0,10,0,0,9,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.63,0,0,47.37,0,0.32
ANG,CUANZA SUL,EBO,ANG-2023-07-01_bOPV,bOPV,Rnd2,6,2023-10-22T00:00:00Z,2023-10-26,2023-10-27,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,CUANZA SUL,EBO,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,20,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,36,24,60,34,22,56,4,Fail,moderate,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75,0,0,0,0,0.07
ANG,CUANZA SUL,EBO,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,30,30,60,28,28,56,4,Fail,moderate,0,0,3,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,25,0,0,0.07
ANG,CUANZA SUL,LIBOLO,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-13T00:00:00Z,2023-09-17,2023-09-18,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,CUANZA SUL,LIBOLO,ANG-2023-07-01_bOPV,bOPV,Rnd2,22,2023-10-22T00:00:00Z,2023-10-26,2023-10-27,38,22,60,6,3,9,51,Fail,very poor,0,1,3,1,0,46,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.96,5.88,1.96,0,90.2,0,0.85
ANG,CUANZA SUL,LIBOLO,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,28,32,60,25,28,53,7,Fail,moderate,0,1,4,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,14.29,57.14,28.57,0,0,0,0.12
ANG,CUANZA SUL,LIBOLO,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,32,28,60,31,21,52,8,Fail,moderate,0,2,5,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,25,62.5,12.5,0,0,0,0.13
