country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_other,abs_reason_travelled,abs_reason_farm,abs_reason_market,abs_reason_school,abs_reason_in_playground,nc_reason_no_felt_need,nc_reason_others,nc_reason_child_sick,nc_reason_vaccines_safety,nc_reason_religious_cultural,nc_reason_no_care_giver_consent,nc_reason_poliofree,nc_reason_too_many_rnd,nc_reason_covid_19,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
ANG,HUILA,GAMBOS,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-14T00:00:00Z,2023-09-18,2023-09-19,28,32,60,20,28,48,12,Fail,poor,0,9,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,16.67,0,0,8.33,0,0.2
ANG,HUILA,GAMBOS,ANG-2023-07-01_bOPV,bOPV,Rnd2,21,2023-10-20T00:00:00Z,2023-10-24,2023-10-25,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,HUILA,GAMBOS,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,21,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,22,38,60,22,38,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,HUILA,GAMBOS,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,HUILA,GAMBOS,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,22,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,30,40,70,28,40,68,2,Pass,high,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,50,0,50,0,0,0,0,0.03
ANG,HUILA,GAMBOS,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,32,28,60,30,23,53,7,Fail,moderate,0,3,3,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,42.86,42.86,0,0,0,14.29,0.12
ANG,HUILA,GAMBOS,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,37,23,60,29,19,48,12,Fail,poor,0,2,5,0,0,0,5,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,16.67,41.67,0,0,0,41.67,0.2
ANG,HUILA,HOQUE,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,12,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,22,38,60,22,38,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,HUILA,HOQUE,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,HUILA,HOQUE,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,12,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,HUILA,HUMPATA,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-18T00:00:00Z,2023-09-22,2023-09-23,27,33,60,25,31,56,4,Fail,moderate,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,75,0.07
ANG,HUILA,HUMPATA,ANG-2023-07-01_bOPV,bOPV,Rnd2,21,2023-10-20T00:00:00Z,2023-10-24,2023-10-25,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,HUILA,HUMPATA,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,21,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,24,36,60,24,34,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
ANG,HUILA,HUMPATA,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,34,26,60,34,24,58,2,Pass,high,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
ANG,HUILA,HUMPATA,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,23,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,37,43,80,34,37,71,9,Fail,poor,1,1,5,0,1,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,11.11,11.11,55.56,0,11.11,11.11,0,0.11
ANG,HUILA,HUMPATA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,11,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,37,23,60,37,22,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
ANG,HUILA,HUMPATA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,28,32,60,24,29,53,7,Fail,moderate,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.71,0,0,0,0,14.29,0.12
ANG,HUILA,JAMBA,ANG-2023-07-01_bOPV,bOPV,Rnd1,18,2023-09-14T00:00:00Z,2023-09-18,2023-09-19,21,19,40,21,17,38,22,Fail,very poor,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,95.45,0.55
ANG,HUILA,JAMBA,ANG-2023-07-01_bOPV,bOPV,Rnd2,6,2023-10-21T00:00:00Z,2023-10-25,2023-10-26,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,HUILA,JAMBA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,32,28,60,30,25,55,5,Fail,moderate,0,1,4,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0.08
ANG,HUILA,JAMBA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,29,31,60,19,17,36,24,Fail,very poor,0,7,9,2,0,6,0,0,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,29.17,37.5,8.33,0,25,0,0.4
ANG,HUILA,JAMBA MINEIRA,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,21,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,27,33,60,27,32,59,1,Pass,high,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0.02
ANG,HUILA,JAMBA MINEIRA,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,HUILA,JAMBA MINEIRA,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,22,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,33,37,70,33,34,67,3,Pass,high,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,100,0,0,0,0,0,0,0.04
ANG,HUILA,LUBANGO,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-19T00:00:00Z,2023-09-23,2023-09-24,31,29,60,22,27,49,11,Fail,poor,3,7,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,27.27,63.64,9.09,0,0,0,0,0.18
ANG,HUILA,LUBANGO,ANG-2023-07-01_bOPV,bOPV,Rnd2,15,2023-10-20T00:00:00Z,2023-10-24,2023-10-25,34,26,60,31,24,55,5,Fail,moderate,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0.08
ANG,HUILA,LUBANGO,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,21,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,27,33,60,19,24,43,17,Fail,poor,0,14,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,82.35,17.65,0,0,0,0,0.28
ANG,HUILA,LUBANGO,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,23,37,60,16,30,46,14,Fail,poor,0,11,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78.57,14.29,7.14,0,0,0,0.23
ANG,HUILA,LUBANGO,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,25,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,41,59,100,27,45,72,28,Fail,very poor,3,14,6,1,1,3,0,0,1,1,3,0,1,0,0,0,0,3,0,0,0,0,0,10.71,50,21.43,3.57,3.57,10.71,0,0.28
ANG,HUILA,LUBANGO,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,24,36,60,21,33,54,6,Fail,moderate,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33,16.67,0,0,0,0,0.1
ANG,HUILA,LUBANGO,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,33,27,60,29,24,53,7,Fail,moderate,0,1,6,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,14.29,85.71,0,0,0,0,0.12
ANG,HUILA,MATALA,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-14T00:00:00Z,2023-09-18,2023-09-19,33,27,60,29,23,52,8,Fail,moderate,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.13
ANG,HUILA,MATALA,ANG-2023-07-01_bOPV,bOPV,Rnd2,21,2023-10-20T00:00:00Z,2023-10-24,2023-10-25,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,HUILA,MATALA,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,21,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,16,44,60,13,30,43,17,Fail,poor,0,13,4,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,76.47,23.53,0,0,0,0,0.28
ANG,HUILA,MATALA,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,19,41,60,19,41,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,HUILA,MATALA,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,8,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,14,36,50,6,21,27,33,Fail,very poor,4,1,13,3,1,1,10,0,0,1,7,4,1,0,0,0,0,1,2,1,0,0,0,12.12,3.03,39.39,9.09,3.03,3.03,30.3,0.66
ANG,HUILA,MATALA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,29,31,60,28,30,58,2,Pass,high,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0.03
ANG,HUILA,MATALA,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,31,29,60,23,20,43,17,Fail,poor,0,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94.12,5.88,0,0,0,0,0.28
ANG,HUILA,PALANCA,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,6,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,27,33,60,20,25,45,15,Fail,poor,0,8,6,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,40,0,0,6.67,0,0.25
ANG,HUILA,PALANCA,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,29,31,60,25,28,53,7,Fail,moderate,0,5,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71.43,28.57,0,0,0,0,0.12
ANG,HUILA,PALANCA,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,17,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,31,29,60,31,26,57,3,Pass,high,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.05
ANG,HUILA,QUILENGUES,ANG-2023-07-01_bOPV,bOPV,Rnd1,16,2023-09-14T00:00:00Z,2023-09-18,2023-09-19,31,29,60,28,26,54,6,Fail,moderate,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.67,0,0,16.67,0,66.67,0,0.1
ANG,HUILA,QUILENGUES,ANG-2023-07-01_bOPV,bOPV,Rnd2,21,2023-10-20T00:00:00Z,2023-10-24,2023-10-25,35,25,60,21,19,40,20,Fail,very poor,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.33
ANG,HUILA,QUILENGUES,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,21,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,26,34,60,26,31,57,3,Pass,high,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.05
ANG,HUILA,QUILENGUES,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,HUILA,QUILENGUES,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,21,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,34,26,60,25,22,47,13,Fail,poor,0,8,4,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,61.54,30.77,0,7.69,0,0,0.22
ANG,HUILA,QUILENGUES,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,35,25,60,28,23,51,9,Fail,poor,0,2,4,0,2,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,44.44,0,22.22,11.11,0,0.15
ANG,HUILA,QUILENGUES,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,15,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,27,33,60,24,27,51,9,Fail,poor,0,6,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,22.22,0,0,0,11.11,0.15
ANG,HUILA,QUIPUNGO,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-21T00:00:00Z,2023-09-25,2023-09-26,30,30,60,10,7,17,43,Fail,very poor,0,18,5,0,0,20,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,41.86,11.63,0,0,46.51,0,0.72
ANG,HUILA,QUIPUNGO,ANG-2023-07-01_bOPV,bOPV,Rnd2,21,2023-10-16T00:00:00Z,2023-10-20,2023-10-26,32,28,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ANG,HUILA,QUIPUNGO,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,25,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,32,28,60,24,23,47,13,Fail,poor,0,8,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.54,15.38,0,7.69,7.69,7.69,0.22
ANG,HUILA,QUIPUNGO,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,12,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,33,27,60,28,20,48,12,Fail,poor,0,8,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,8.33,16.67,0,8.33,0.2
ANG,HUILA,QUIPUNGO,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,15,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,47,43,90,40,40,80,10,Fail,poor,2,3,3,0,1,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,20,30,30,0,10,10,0,0.11
ANG,HUILA,QUIPUNGO,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd1,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,31,29,60,30,29,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
ANG,HUILA,QUIPUNGO,ANGOLA-NID-2024-nOPV2,nOPV2,Rnd2,20,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,31,29,60,26,26,52,8,Fail,moderate,0,5,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,0,0,0.13
ANG,HUILA,VITI VIVALI,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,21,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,31,29,60,29,27,56,4,Fail,moderate,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25,0,0,0,25,0.07
ANG,HUILA,VITI VIVALI,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,30,30,60,29,29,58,2,Pass,high,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
ANG,HUILA,VITI VIVALI,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,21,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,22,38,60,22,35,57,3,Pass,high,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.05
ANG,ICOLO E BENGO,BOM JESUS,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,21,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,20,40,60,8,17,25,35,Fail,very poor,0,10,0,0,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,54.29,17.14,0.58
ANG,ICOLO E BENGO,BOM JESUS,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,22,38,60,15,20,35,25,Fail,very poor,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0.42
ANG,ICOLO E BENGO,BOM JESUS,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,21,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,ICOLO E BENGO,CABIRI,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,21,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,ICOLO E BENGO,CABIRI,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,ICOLO E BENGO,CABIRI,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,21,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,ICOLO E BENGO,CABO LEDO,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,21,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,ICOLO E BENGO,CABO LEDO,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,15,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,27,33,60,26,31,57,3,Pass,high,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,33.33,0,66.67,0,0,0,0,0.05
ANG,ICOLO E BENGO,CABO LEDO,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,21,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,ICOLO E BENGO,CALUMBO,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,21,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,25,35,60,24,32,56,4,Fail,moderate,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.07
ANG,ICOLO E BENGO,CALUMBO,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,34,26,60,34,25,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ANG,ICOLO E BENGO,CALUMBO,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,21,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,31,29,60,30,27,57,3,Pass,high,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0,0.05
ANG,ICOLO E BENGO,CATETE,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,21,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,28,32,60,27,31,58,2,Pass,high,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
ANG,ICOLO E BENGO,CATETE,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,23,37,60,23,36,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
ANG,ICOLO E BENGO,CATETE,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,21,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,33,27,60,32,27,59,1,Pass,high,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0.02
ANG,ICOLO E BENGO,QUICAMA,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,19,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,33,27,60,31,26,57,3,Pass,high,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,33.33,0,66.67,0,0,0,0,0.05
ANG,ICOLO E BENGO,QUICAMA,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,ICOLO E BENGO,QUICAMA,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,21,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,ICOLO E BENGO,SEQUELE,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd1,7,2025-08-15T00:00:00Z,2025-08-19,2025-08-20,36,24,60,34,19,53,7,Fail,moderate,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,85.71,0,0.12
ANG,ICOLO E BENGO,SEQUELE,ANG-2025-08-01_nOPV-NID,nOPV2,Rnd2,21,2025-09-05T00:00:00Z,2025-09-09,2025-09-10,23,37,60,23,36,59,1,Pass,high,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0.02
ANG,ICOLO E BENGO,SEQUELE,ANG-2026-03-01_nOPV_NID,nOPV2,Rnd1,13,2026-03-27T00:00:00Z,2026-03-31,2026-04-01,30,40,70,30,40,70,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANG,LUANDA,BELAS,ANG-2023-07-01_bOPV,bOPV,Rnd1,21,2023-09-13T00:00:00Z,2023-09-17,2023-09-18,26,34,60,10,15,25,35,Fail,very poor,2,26,0,1,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.71,74.29,0,2.86,0,8.57,8.57,0.58
ANG,LUANDA,BELAS,ANG-2023-07-01_bOPV,bOPV,Rnd2,21,2023-10-23T00:00:00Z,2023-10-27,2023-10-28,31,29,60,24,22,46,14,Fail,poor,3,6,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,21.43,42.86,0,0,0,35.71,0,0.23
