country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_other,abs_reason_farm,abs_reason_school,abs_reason_market,abs_reason_travelled,abs_reason_in_playground,nc_reason_child_sick,nc_reason_no_care_giver_consent,nc_reason_religious_cultural,nc_reason_too_many_rnd,nc_reason_others,nc_reason_no_felt_need,nc_reason_vaccines_safety,nc_reason_covid_19,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
RDC,BAS UELE,AKETI,DRC-2023-03-01_bOPV,bOPV,Rnd1,21,2023-03-16T00:00:00Z,2023-03-20,2023-03-21,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,AKETI,DRC-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-06-01T00:00:00Z,2023-06-05,2023-06-06,29,31,60,27,31,58,2,Pass,high,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0.03
RDC,BAS UELE,AKETI,DRC-2024-10-01_B_nOPV,nOPV2,Rnd1,23,2024-10-10T00:00:00Z,2024-10-14,2024-10-15,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,AKETI,DRC-2024-10-01_B_nOPV,nOPV2,Rnd2,21,2024-12-05T00:00:00Z,2024-12-09,2024-12-10,31,29,60,30,28,58,2,Pass,high,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RDC,BAS UELE,AKETI,DRC-2025-06-01_nOPV_NID,nOPV2,Rnd1,21,2025-08-28T00:00:00Z,2025-09-01,2025-09-02,34,26,60,33,26,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RDC,BAS UELE,AKETI,DRC-2025-11-01_n-bOPV_NID,bOPV,Rnd1,17,2025-11-27T00:00:00Z,2025-12-01,2025-12-02,36,24,60,36,23,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RDC,BAS UELE,AKETI,DRC-NID-03-2024-B_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,28,32,60,27,31,58,2,Pass,high,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RDC,BAS UELE,AKETI,DRC-NID-04-2024-bOPV,bOPV,Rnd1,17,2024-06-13T00:00:00Z,2024-06-17,2024-06-18,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,ANGO,DRC-2023-03-01_bOPV,bOPV,Rnd1,15,2023-03-16T00:00:00Z,2023-03-20,2023-03-21,27,23,50,25,22,47,13,Fail,poor,0,0,3,0,0,0,10,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,0,0,76.92,0.26
RDC,BAS UELE,ANGO,DRC-2024-10-01_B_nOPV,nOPV2,Rnd1,21,2024-10-10T00:00:00Z,2024-10-14,2024-10-15,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,ANGO,DRC-2024-10-01_B_nOPV,nOPV2,Rnd2,21,2024-12-05T00:00:00Z,2024-12-09,2024-12-10,29,31,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RDC,BAS UELE,ANGO,DRC-2025-06-01_nOPV_NID,nOPV2,Rnd1,13,2025-08-28T00:00:00Z,2025-09-01,2025-09-02,29,31,60,28,29,57,3,Pass,high,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
RDC,BAS UELE,ANGO,DRC-2025-11-01_n-bOPV_NID,bOPV,Rnd1,5,2025-11-27T00:00:00Z,2025-12-01,2025-12-02,17,13,30,16,12,28,32,Fail,very poor,0,0,0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,96.88,1.07
RDC,BAS UELE,ANGO,DRC-NID-04-2024-bOPV,bOPV,Rnd1,12,2024-06-13T00:00:00Z,2024-06-17,2024-06-18,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,ANGO,DRC-NID-07-2023-bOPV,bOPV,Rnd2,9,2023-09-22T00:00:00Z,2023-09-26,2023-09-27,29,31,60,28,30,58,2,Pass,high,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0.03
RDC,BAS UELE,BILI,DRC-2023-03-01_bOPV,bOPV,Rnd1,18,2023-03-16T00:00:00Z,2023-03-20,2023-03-21,24,26,50,22,26,48,12,Fail,poor,0,0,2,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,83.33,0.24
RDC,BAS UELE,BILI,DRC-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-06-01T00:00:00Z,2023-06-05,2023-06-06,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,BILI,DRC-2023-11-02_nOPV,nOPV2,Rnd1,20,2023-11-16T00:00:00Z,2023-11-20,2023-11-21,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,BILI,DRC-2024-10-01_B_nOPV,nOPV2,Rnd1,21,2024-10-10T00:00:00Z,2024-10-14,2024-10-15,36,24,60,35,24,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RDC,BAS UELE,BILI,DRC-2024-10-01_B_nOPV,nOPV2,Rnd2,21,2024-12-05T00:00:00Z,2024-12-09,2024-12-10,30,30,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RDC,BAS UELE,BILI,DRC-2025-06-01_nOPV_NID,nOPV2,Rnd1,20,2025-08-28T00:00:00Z,2025-09-01,2025-09-02,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,BILI,DRC-2025-11-01_n-bOPV_NID,bOPV,Rnd1,12,2025-11-27T00:00:00Z,2025-12-01,2025-12-02,25,25,50,25,25,50,10,Fail,poor,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.2
RDC,BAS UELE,BILI,DRC-NID-07-2023-bOPV,bOPV,Rnd1,21,2023-07-27T00:00:00Z,2023-07-31,2023-08-01,31,29,60,30,29,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
RDC,BAS UELE,BILI,DRC-NID-07-2023-bOPV,bOPV,Rnd2,18,2023-09-22T00:00:00Z,2023-09-26,2023-09-27,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,BONDO,DRC-2023-03-01_bOPV,bOPV,Rnd1,9,2023-03-16T00:00:00Z,2023-03-20,2023-03-21,22,28,50,22,27,49,11,Fail,poor,0,0,1,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,90.91,0.22
RDC,BAS UELE,BONDO,DRC-2023-05-01_nOPV,nOPV2,Rnd1,7,2023-06-01T00:00:00Z,2023-06-05,2023-06-06,30,30,60,28,30,58,2,Pass,high,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RDC,BAS UELE,BONDO,DRC-2024-10-01_B_nOPV,nOPV2,Rnd1,9,2024-10-10T00:00:00Z,2024-10-14,2024-10-15,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,BONDO,DRC-2024-10-01_B_nOPV,nOPV2,Rnd2,7,2024-12-05T00:00:00Z,2024-12-09,2024-12-10,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,BONDO,DRC-2025-06-01_nOPV_NID,nOPV2,Rnd1,21,2025-08-28T00:00:00Z,2025-09-01,2025-09-02,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,BONDO,DRC-2025-11-01_n-bOPV_NID,bOPV,Rnd1,8,2025-11-27T00:00:00Z,2025-12-01,2025-12-02,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,BONDO,DRC-NID-04-2024-bOPV,bOPV,Rnd1,10,2024-06-13T00:00:00Z,2024-06-17,2024-06-18,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,BUTA,DRC-2023-03-01_bOPV,bOPV,Rnd1,13,2023-03-16T00:00:00Z,2023-03-20,2023-03-21,26,34,60,22,33,55,5,Fail,moderate,1,0,4,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,20,0,80,0,0,0,0,0.08
RDC,BAS UELE,BUTA,DRC-2023-05-01_nOPV,nOPV2,Rnd1,15,2023-06-01T00:00:00Z,2023-06-05,2023-06-06,29,31,60,18,23,41,19,Fail,poor,2,6,11,0,0,0,0,0,0,9,1,0,1,0,2,0,0,0,0,0,0,0,10.53,31.58,57.89,0,0,0,0,0.32
RDC,BAS UELE,BUTA,DRC-2023-11-02_nOPV,nOPV2,Rnd1,21,2023-11-16T00:00:00Z,2023-11-20,2023-11-21,38,22,60,32,20,52,8,Fail,moderate,0,0,8,0,0,0,0,0,0,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.13
RDC,BAS UELE,BUTA,DRC-2024-10-01_B_nOPV,nOPV2,Rnd1,21,2024-10-10T00:00:00Z,2024-10-14,2024-10-15,32,28,60,31,27,58,2,Pass,high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
RDC,BAS UELE,BUTA,DRC-2024-10-01_B_nOPV,nOPV2,Rnd2,21,2024-12-05T00:00:00Z,2024-12-09,2024-12-10,27,33,60,25,33,58,2,Pass,high,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RDC,BAS UELE,BUTA,DRC-2025-06-01_nOPV_NID,nOPV2,Rnd1,21,2025-08-28T00:00:00Z,2025-09-01,2025-09-02,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,BUTA,DRC-2025-11-01_n-bOPV_NID,bOPV,Rnd1,24,2025-11-27T00:00:00Z,2025-12-01,2025-12-02,31,29,60,30,29,59,1,Pass,high,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0.02
RDC,BAS UELE,BUTA,DRC-NID-03-2024-B_nOPV,nOPV2,Rnd1,21,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,30,30,60,28,24,52,8,Fail,moderate,2,0,4,1,0,0,1,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,25,0,50,12.5,0,0,12.5,0.13
RDC,BAS UELE,BUTA,DRC-NID-04-2024-bOPV,bOPV,Rnd1,11,2024-06-13T00:00:00Z,2024-06-17,2024-06-18,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,BUTA,DRC-NID-07-2023-bOPV,bOPV,Rnd1,21,2023-07-27T00:00:00Z,2023-07-31,2023-08-01,28,32,60,26,31,57,3,Pass,high,1,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,33.33,0,66.67,0,0,0,0,0.05
RDC,BAS UELE,BUTA,DRC-NID-07-2023-bOPV,bOPV,Rnd2,21,2023-09-22T00:00:00Z,2023-09-26,2023-09-27,27,33,60,24,29,53,7,Fail,moderate,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.12
RDC,BAS UELE,GANGA,DRC-2023-03-01_bOPV,bOPV,Rnd1,19,2023-03-16T00:00:00Z,2023-03-20,2023-03-21,30,30,60,27,30,57,3,Pass,high,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.05
RDC,BAS UELE,GANGA,DRC-2023-11-02_nOPV,nOPV2,Rnd1,21,2023-11-16T00:00:00Z,2023-11-20,2023-11-21,30,30,60,29,28,57,3,Pass,high,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0.05
RDC,BAS UELE,GANGA,DRC-2024-10-01_B_nOPV,nOPV2,Rnd1,21,2024-10-10T00:00:00Z,2024-10-14,2024-10-15,29,31,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RDC,BAS UELE,GANGA,DRC-2024-10-01_B_nOPV,nOPV2,Rnd2,21,2024-12-05T00:00:00Z,2024-12-09,2024-12-10,27,33,60,26,32,58,2,Pass,high,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RDC,BAS UELE,GANGA,DRC-2025-06-01_nOPV_NID,nOPV2,Rnd1,21,2025-08-28T00:00:00Z,2025-09-01,2025-09-02,26,34,60,25,33,58,2,Pass,high,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RDC,BAS UELE,GANGA,DRC-2025-11-01_n-bOPV_NID,bOPV,Rnd1,21,2025-11-27T00:00:00Z,2025-12-01,2025-12-02,27,33,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RDC,BAS UELE,GANGA,DRC-NID-03-2024-B_nOPV,nOPV2,Rnd1,13,2024-03-28T00:00:00Z,2024-04-01,2024-04-02,29,31,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RDC,BAS UELE,GANGA,DRC-NID-04-2024-bOPV,bOPV,Rnd1,26,2024-06-13T00:00:00Z,2024-06-17,2024-06-18,31,29,60,28,26,54,6,Fail,moderate,0,1,2,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,33.33,0,0,33.33,16.67,0.1
RDC,BAS UELE,GANGA,DRC-NID-07-2023-bOPV,bOPV,Rnd1,17,2023-07-27T00:00:00Z,2023-07-31,2023-08-01,29,31,60,29,30,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
RDC,BAS UELE,GANGA,DRC-NID-07-2023-bOPV,bOPV,Rnd2,17,2023-09-22T00:00:00Z,2023-09-26,2023-09-27,33,27,60,24,21,45,15,Fail,poor,0,0,1,0,0,1,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,86.67,0.25
RDC,BAS UELE,LIKATI,DRC-2023-03-01_bOPV,bOPV,Rnd1,21,2023-03-16T00:00:00Z,2023-03-20,2023-03-21,32,28,60,32,26,58,2,Pass,high,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RDC,BAS UELE,LIKATI,DRC-2023-05-01_nOPV,nOPV2,Rnd1,20,2023-06-01T00:00:00Z,2023-06-05,2023-06-06,35,25,60,35,24,59,1,Pass,high,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0.02
RDC,BAS UELE,LIKATI,DRC-2023-11-02_nOPV,nOPV2,Rnd1,21,2023-11-16T00:00:00Z,2023-11-20,2023-11-21,31,29,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RDC,BAS UELE,LIKATI,DRC-2024-10-01_B_nOPV,nOPV2,Rnd1,6,2024-10-10T00:00:00Z,2024-10-14,2024-10-15,34,26,60,33,25,58,2,Pass,high,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
RDC,BAS UELE,LIKATI,DRC-2024-10-01_B_nOPV,nOPV2,Rnd2,19,2024-12-05T00:00:00Z,2024-12-09,2024-12-10,28,22,50,28,22,50,10,Fail,poor,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.2
RDC,BAS UELE,LIKATI,DRC-2025-06-01_nOPV_NID,nOPV2,Rnd1,21,2025-08-28T00:00:00Z,2025-09-01,2025-09-02,32,28,60,31,27,58,2,Pass,high,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RDC,BAS UELE,LIKATI,DRC-2025-11-01_n-bOPV_NID,bOPV,Rnd1,21,2025-11-27T00:00:00Z,2025-12-01,2025-12-02,36,24,60,34,23,57,3,Pass,high,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,33.33,0,66.67,0,0,0,0,0.05
RDC,BAS UELE,LIKATI,DRC-NID-04-2024-bOPV,bOPV,Rnd1,21,2024-06-13T00:00:00Z,2024-06-17,2024-06-18,29,31,60,26,31,57,3,Pass,high,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
RDC,BAS UELE,LIKATI,DRC-NID-07-2023-bOPV,bOPV,Rnd1,21,2023-07-27T00:00:00Z,2023-07-31,2023-08-01,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,LIKATI,DRC-NID-07-2023-bOPV,bOPV,Rnd2,16,2023-09-22T00:00:00Z,2023-09-26,2023-09-27,28,32,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RDC,BAS UELE,MONGA,DRC-2023-03-01_bOPV,bOPV,Rnd1,11,2023-03-16T00:00:00Z,2023-03-20,2023-03-21,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,MONGA,DRC-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-06-01T00:00:00Z,2023-06-05,2023-06-06,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,MONGA,DRC-2023-11-02_nOPV,nOPV2,Rnd1,20,2023-11-16T00:00:00Z,2023-11-20,2023-11-21,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,MONGA,DRC-2024-10-01_B_nOPV,nOPV2,Rnd1,21,2024-10-10T00:00:00Z,2024-10-14,2024-10-15,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,MONGA,DRC-2024-10-01_B_nOPV,nOPV2,Rnd2,21,2024-12-05T00:00:00Z,2024-12-09,2024-12-10,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,MONGA,DRC-2025-06-01_nOPV_NID,nOPV2,Rnd1,21,2025-08-28T00:00:00Z,2025-09-01,2025-09-02,25,35,60,25,34,59,1,Pass,high,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0.02
RDC,BAS UELE,MONGA,DRC-2025-11-01_n-bOPV_NID,bOPV,Rnd1,18,2025-11-27T00:00:00Z,2025-12-01,2025-12-02,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,MONGA,DRC-NID-04-2024-bOPV,bOPV,Rnd1,19,2024-06-13T00:00:00Z,2024-06-17,2024-06-18,29,21,50,26,19,45,15,Fail,poor,0,0,3,0,0,0,12,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,80,0.3
RDC,BAS UELE,MONGA,DRC-NID-07-2023-bOPV,bOPV,Rnd1,21,2023-07-27T00:00:00Z,2023-07-31,2023-08-01,29,31,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RDC,BAS UELE,MONGA,DRC-NID-07-2023-bOPV,bOPV,Rnd2,21,2023-09-22T00:00:00Z,2023-09-26,2023-09-27,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,POKO,DRC-2023-03-01_bOPV,bOPV,Rnd1,14,2023-03-16T00:00:00Z,2023-03-20,2023-03-21,21,19,40,20,19,39,21,Fail,very poor,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,95.24,0.52
RDC,BAS UELE,POKO,DRC-2023-11-02_nOPV,nOPV2,Rnd1,12,2023-11-16T00:00:00Z,2023-11-20,2023-11-21,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,POKO,DRC-2024-10-01_B_nOPV,nOPV2,Rnd1,21,2024-10-10T00:00:00Z,2024-10-14,2024-10-15,28,32,60,27,31,58,2,Pass,high,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
RDC,BAS UELE,POKO,DRC-2024-10-01_B_nOPV,nOPV2,Rnd2,16,2024-12-05T00:00:00Z,2024-12-09,2024-12-10,33,27,60,33,26,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RDC,BAS UELE,POKO,DRC-2025-06-01_nOPV_NID,nOPV2,Rnd1,9,2025-08-28T00:00:00Z,2025-09-01,2025-09-02,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,POKO,DRC-2025-11-01_n-bOPV_NID,bOPV,Rnd1,9,2025-11-27T00:00:00Z,2025-12-01,2025-12-02,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,POKO,DRC-NID-04-2024-bOPV,bOPV,Rnd1,13,2024-06-13T00:00:00Z,2024-06-17,2024-06-18,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,POKO,DRC-NID-07-2023-bOPV,bOPV,Rnd1,6,2023-07-27T00:00:00Z,2023-07-31,2023-08-01,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,POKO,DRC-NID-07-2023-bOPV,bOPV,Rnd2,7,2023-09-22T00:00:00Z,2023-09-26,2023-09-27,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,TITULE,DRC-2023-03-01_bOPV,bOPV,Rnd1,21,2023-03-16T00:00:00Z,2023-03-20,2023-03-21,35,25,60,34,25,59,1,Pass,high,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0.02
RDC,BAS UELE,TITULE,DRC-2024-10-01_B_nOPV,nOPV2,Rnd1,16,2024-10-10T00:00:00Z,2024-10-14,2024-10-15,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,TITULE,DRC-2024-10-01_B_nOPV,nOPV2,Rnd2,16,2024-12-05T00:00:00Z,2024-12-09,2024-12-10,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDC,BAS UELE,TITULE,DRC-2025-06-01_nOPV_NID,nOPV2,Rnd1,16,2025-08-28T00:00:00Z,2025-09-01,2025-09-02,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
