country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_school,abs_reason_market,abs_reason_farm,abs_reason_travelled,abs_reason_in_playground,abs_reason_other,nc_reason_religious_cultural,nc_reason_child_sick,nc_reason_vaccines_safety,nc_reason_too_many_rnd,nc_reason_covid_19,nc_reason_no_care_giver_consent,nc_reason_no_felt_need,nc_reason_others,nc_reason_nopvconcern,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
KEN,GARISSA,DADAAB,KEN-2024-11-01_nOPV,nOPV2,Rnd2,21,2025-04-11T00:00:00Z,2025-04-15,2025-04-16,42,18,60,42,18,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,DAGAHALEY REFUGEE CAMP,KEN-13DS-02-2021,nOPV2,Rnd1,21,2021-05-22T00:00:00Z,2021-05-26,2021-05-27,35,25,60,33,23,56,4,Fail,moderate,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,25,0,0,0.07
KEN,GARISSA,DAGAHALEY REFUGEE CAMP,KEN-13DS-02-2021,nOPV2,Rnd2,21,2021-07-17T00:00:00Z,2021-07-21,2021-07-22,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,DAGAHALEY REFUGEE CAMP,KEN-2023-08-01_nOPV,nOPV2,Rnd1,21,2023-08-24T00:00:00Z,2023-08-28,2023-08-29,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,DAGAHALEY REFUGEE CAMP,KEN-2023-08-01_nOPV,nOPV2,Rnd2,21,2023-10-07T00:00:00Z,2023-10-11,2023-10-12,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,DAGAHALEY REFUGEE CAMP,KEN-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-02-14T00:00:00Z,2024-02-18,2024-02-19,38,22,60,38,22,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,DAGAHALEYREFUGEE CAMP,KEN-2024-11-01_nOPV,nOPV2,Rnd1,21,2025-02-21T00:00:00Z,2025-02-25,2025-02-26,40,20,60,40,20,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,DAGAHALEYREFUGEE CAMP,KEN-2024-11-01_nOPV,nOPV2,Rnd2,21,2025-04-11T00:00:00Z,2025-04-15,2025-04-16,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,FAFI,KEN-13DS-02-2021,nOPV2,Rnd1,21,2021-05-22T00:00:00Z,2021-05-26,2021-05-27,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,FAFI,KEN-13DS-02-2021,nOPV2,Rnd2,21,2021-07-17T00:00:00Z,2021-07-21,2021-07-22,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,FAFI,KEN-2023-08-01_nOPV,nOPV2,Rnd1,21,2023-08-24T00:00:00Z,2023-08-28,2023-08-29,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,FAFI,KEN-2023-08-01_nOPV,nOPV2,Rnd2,21,2023-10-07T00:00:00Z,2023-10-11,2023-10-12,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,FAFI,KEN-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-02-14T00:00:00Z,2024-02-18,2024-02-19,38,22,60,38,22,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,FAFI,KEN-2024-11-01_nOPV,nOPV2,Rnd1,21,2025-02-21T00:00:00Z,2025-02-25,2025-02-26,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,FAFI,KEN-2024-11-01_nOPV,nOPV2,Rnd2,21,2025-04-11T00:00:00Z,2025-04-15,2025-04-16,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,GARISSA,KEN-13DS-02-2021,nOPV2,Rnd1,21,2021-05-22T00:00:00Z,2021-05-26,2021-05-27,32,28,60,27,23,50,10,Fail,poor,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,20,80,0,0,0,0,0,0.17
KEN,GARISSA,GARISSA,KEN-13DS-02-2021,nOPV2,Rnd2,21,2021-07-17T00:00:00Z,2021-07-21,2021-07-22,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,GARISSA,KEN-2023-08-01_nOPV,nOPV2,Rnd1,21,2023-08-24T00:00:00Z,2023-08-28,2023-08-29,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,GARISSA,KEN-2023-08-01_nOPV,nOPV2,Rnd2,21,2023-10-07T00:00:00Z,2023-10-11,2023-10-12,30,30,60,29,28,57,3,Pass,high,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.05
KEN,GARISSA,GARISSA,KEN-2024-11-01_nOPV,nOPV2,Rnd1,21,2025-02-21T00:00:00Z,2025-02-25,2025-02-26,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,GARISSA,KEN-2024-11-01_nOPV,nOPV2,Rnd2,21,2025-04-11T00:00:00Z,2025-04-15,2025-04-16,34,26,60,33,26,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
KEN,GARISSA,HAGADERA REFUGEE CAMP,KEN-13DS-02-2021,nOPV2,Rnd1,21,2021-05-22T00:00:00Z,2021-05-26,2021-05-27,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,HAGADERA REFUGEE CAMP,KEN-13DS-02-2021,nOPV2,Rnd2,21,2021-07-17T00:00:00Z,2021-07-21,2021-07-22,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,HAGADERA REFUGEE CAMP,KEN-2023-08-01_nOPV,nOPV2,Rnd1,21,2023-08-24T00:00:00Z,2023-08-28,2023-08-29,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,HAGADERA REFUGEE CAMP,KEN-2023-08-01_nOPV,nOPV2,Rnd2,21,2023-10-07T00:00:00Z,2023-10-11,2023-10-12,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,HAGADERA REFUGEE CAMP,KEN-2024-01-01_nOPV,nOPV2,Rnd1,21,2024-02-14T00:00:00Z,2024-02-18,2024-02-19,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,HAGADERA REFUGEE CAMP,KEN-2024-11-01_nOPV,nOPV2,Rnd1,21,2025-02-21T00:00:00Z,2025-02-25,2025-02-26,40,20,60,40,20,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,GARISSA,HAGADERA REFUGEE CAMP,KEN-2024-11-01_nOPV,nOPV2,Rnd2,18,2025-04-11T00:00:00Z,2025-04-15,2025-04-16,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
