country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_travelled,abs_reason_farm,abs_reason_market,abs_reason_other,abs_reason_school,abs_reason_in_playground,nc_reason_religious_cultural,nc_reason_vaccines_safety,nc_reason_no_felt_need,nc_reason_child_sick,nc_reason_others,nc_reason_too_many_rnd,nc_reason_no_care_giver_consent,nc_reason_nopvconcern,nc_reason_covid_19,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
MOZ,INHAMBANE,INHARRIME,MLW_WPV1,bOPV,Rnd3,21,2022-07-09T00:00:00Z,2022-07-13,2022-07-14,26,34,60,25,34,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MOZ,INHAMBANE,INHARRIME,MLW_WPV1,bOPV,Rnd4,21,2022-08-21T00:00:00Z,2022-08-25,2022-08-26,24,36,60,24,35,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
MOZ,INHAMBANE,INHARRIME,MOZ-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-15T00:00:00Z,2023-06-19,2023-06-20,34,26,60,30,23,53,7,Fail,moderate,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.12
MOZ,INHAMBANE,INHARRIME,MOZ-2023-05-01_bOPV,bOPV,Rnd2,12,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,36,24,60,36,23,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
MOZ,INHAMBANE,INHARRIME,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-06-02T00:00:00Z,2025-06-06,2025-06-07,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,INHAMBANE,INHARRIME,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-07-08T00:00:00Z,2025-07-12,2025-07-13,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,INHAMBANE,INHASSORO,MLW_WPV1,bOPV,Rnd3,18,2022-07-09T00:00:00Z,2022-07-13,2022-07-14,23,37,60,21,31,52,8,Fail,moderate,0,2,5,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,62.5,0,12.5,0,0,0.13
MOZ,INHAMBANE,INHASSORO,MLW_WPV1,bOPV,Rnd4,21,2022-08-21T00:00:00Z,2022-08-25,2022-08-26,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,INHAMBANE,INHASSORO,MOZ-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-15T00:00:00Z,2023-06-19,2023-06-20,40,20,60,35,18,53,7,Fail,moderate,0,0,2,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,14.29,57.14,0.12
MOZ,INHAMBANE,INHASSORO,MOZ-2023-05-01_bOPV,bOPV,Rnd2,12,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,37,23,60,37,22,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MOZ,INHAMBANE,INHASSORO,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-06-02T00:00:00Z,2025-06-06,2025-06-07,31,29,60,30,23,53,7,Fail,moderate,0,0,3,1,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42.86,14.29,0,42.86,0,0.12
MOZ,INHAMBANE,INHASSORO,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-07-08T00:00:00Z,2025-07-12,2025-07-13,31,29,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MOZ,INHAMBANE,JANGAMO,MLW_WPV1,bOPV,Rnd3,24,2022-07-09T00:00:00Z,2022-07-13,2022-07-14,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,INHAMBANE,JANGAMO,MLW_WPV1,bOPV,Rnd4,21,2022-08-21T00:00:00Z,2022-08-25,2022-08-26,29,31,60,29,29,58,2,Pass,high,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
MOZ,INHAMBANE,JANGAMO,MOZ-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-15T00:00:00Z,2023-06-19,2023-06-20,31,29,60,30,28,58,2,Pass,high,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
MOZ,INHAMBANE,JANGAMO,MOZ-2023-05-01_bOPV,bOPV,Rnd2,12,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,INHAMBANE,JANGAMO,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-06-02T00:00:00Z,2025-06-06,2025-06-07,35,25,60,33,25,58,2,Pass,high,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
MOZ,INHAMBANE,JANGAMO,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-07-08T00:00:00Z,2025-07-12,2025-07-13,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,INHAMBANE,MABOTE,MLW_WPV1,bOPV,Rnd3,21,2022-07-09T00:00:00Z,2022-07-13,2022-07-14,29,31,60,28,29,57,3,Pass,high,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.05
MOZ,INHAMBANE,MABOTE,MLW_WPV1,bOPV,Rnd4,15,2022-08-21T00:00:00Z,2022-08-25,2022-08-26,23,27,50,23,27,50,10,Fail,poor,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.2
MOZ,INHAMBANE,MABOTE,MOZ-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-15T00:00:00Z,2023-06-19,2023-06-20,33,27,60,29,23,52,8,Fail,moderate,0,1,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,75,0,0.13
MOZ,INHAMBANE,MABOTE,MOZ-2023-05-01_bOPV,bOPV,Rnd2,12,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,INHAMBANE,MABOTE,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-06-02T00:00:00Z,2025-06-06,2025-06-07,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,INHAMBANE,MABOTE,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-07-08T00:00:00Z,2025-07-12,2025-07-13,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,INHAMBANE,MASSINGA,MLW_WPV1,bOPV,Rnd3,14,2022-07-09T00:00:00Z,2022-07-13,2022-07-14,22,18,40,20,16,36,24,Fail,very poor,0,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,83.33,0.6
MOZ,INHAMBANE,MASSINGA,MLW_WPV1,bOPV,Rnd4,11,2022-08-21T00:00:00Z,2022-08-25,2022-08-26,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,INHAMBANE,MASSINGA,MOZ-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-15T00:00:00Z,2023-06-19,2023-06-20,28,32,60,27,32,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
MOZ,INHAMBANE,MASSINGA,MOZ-2023-05-01_bOPV,bOPV,Rnd2,21,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,INHAMBANE,MASSINGA,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-06-02T00:00:00Z,2025-06-06,2025-06-07,35,25,60,34,24,58,2,Pass,high,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,100,0,0,0,0,0,0,0.03
MOZ,INHAMBANE,MASSINGA,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-07-08T00:00:00Z,2025-07-12,2025-07-13,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,INHAMBANE,MAXIXE,MLW_WPV1,bOPV,Rnd3,21,2022-07-09T00:00:00Z,2022-07-13,2022-07-14,33,27,60,32,24,56,4,Fail,moderate,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.07
MOZ,INHAMBANE,MAXIXE,MLW_WPV1,bOPV,Rnd4,21,2022-08-21T00:00:00Z,2022-08-25,2022-08-26,38,22,60,34,19,53,7,Fail,moderate,0,1,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,71.43,0,0.12
MOZ,INHAMBANE,MAXIXE,MOZ-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-15T00:00:00Z,2023-06-19,2023-06-20,36,24,60,31,21,52,8,Fail,moderate,0,6,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0.13
MOZ,INHAMBANE,MAXIXE,MOZ-2023-05-01_bOPV,bOPV,Rnd2,21,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,INHAMBANE,MAXIXE,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-06-02T00:00:00Z,2025-06-06,2025-06-07,27,33,60,27,32,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
MOZ,INHAMBANE,MAXIXE,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-07-08T00:00:00Z,2025-07-12,2025-07-13,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,INHAMBANE,MORRUMBENE,MLW_WPV1,bOPV,Rnd3,19,2022-07-09T00:00:00Z,2022-07-13,2022-07-14,26,34,60,22,34,56,4,Fail,moderate,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,25,25,0,0.07
MOZ,INHAMBANE,MORRUMBENE,MLW_WPV1,bOPV,Rnd4,20,2022-08-21T00:00:00Z,2022-08-25,2022-08-26,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,INHAMBANE,MORRUMBENE,MOZ-2023-05-01_bOPV,bOPV,Rnd1,15,2023-06-15T00:00:00Z,2023-06-19,2023-06-20,29,31,60,25,25,50,10,Fail,poor,0,1,4,0,0,0,5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,40,0,0,0,50,0.17
MOZ,INHAMBANE,MORRUMBENE,MOZ-2023-05-01_bOPV,bOPV,Rnd2,13,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,22,38,60,21,37,58,2,Pass,high,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,0.03
MOZ,INHAMBANE,MORRUMBENE,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-06-02T00:00:00Z,2025-06-06,2025-06-07,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,INHAMBANE,MORRUMBENE,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-07-08T00:00:00Z,2025-07-12,2025-07-13,29,31,60,29,30,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
MOZ,INHAMBANE,PANDA,MLW_WPV1,bOPV,Rnd3,16,2022-07-09T00:00:00Z,2022-07-13,2022-07-14,25,35,60,24,30,54,6,Fail,moderate,0,3,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,33.33,0,0,0,16.67,0.1
MOZ,INHAMBANE,PANDA,MLW_WPV1,bOPV,Rnd4,21,2022-08-19T00:00:00Z,2022-08-23,2022-08-26,34,26,60,31,24,55,5,Fail,moderate,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,60,0,0,20,0.08
MOZ,INHAMBANE,PANDA,MOZ-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-15T00:00:00Z,2023-06-19,2023-06-20,30,30,60,27,28,55,5,Fail,moderate,0,0,2,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,20,40,0.08
MOZ,INHAMBANE,PANDA,MOZ-2023-05-01_bOPV,bOPV,Rnd2,11,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,32,28,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MOZ,INHAMBANE,PANDA,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-06-02T00:00:00Z,2025-06-06,2025-06-07,34,26,60,31,22,53,7,Fail,moderate,0,2,5,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,71.43,0,0,0,0,0.12
MOZ,INHAMBANE,PANDA,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-07-08T00:00:00Z,2025-07-12,2025-07-13,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,INHAMBANE,VILANKULO,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-06-02T00:00:00Z,2025-06-06,2025-06-07,34,26,60,29,23,52,8,Fail,moderate,0,0,3,2,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37.5,25,0,37.5,0,0.13
MOZ,INHAMBANE,VILANKULO,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-07-08T00:00:00Z,2025-07-12,2025-07-13,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,INHAMBANE,VILANKULOS,MLW_WPV1,bOPV,Rnd3,21,2022-07-09T00:00:00Z,2022-07-13,2022-07-14,33,27,60,32,27,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
MOZ,INHAMBANE,VILANKULOS,MLW_WPV1,bOPV,Rnd4,21,2022-08-21T00:00:00Z,2022-08-25,2022-08-26,33,27,60,32,26,58,2,Pass,high,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.03
MOZ,INHAMBANE,VILANKULOS,MOZ-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-15T00:00:00Z,2023-06-19,2023-06-20,32,28,60,24,26,50,10,Fail,poor,0,2,2,0,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,60,0.17
MOZ,INHAMBANE,VILANKULOS,MOZ-2023-05-01_bOPV,bOPV,Rnd2,12,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,26,34,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MOZ,INHAMBANE,ZAVALA,MLW_WPV1,bOPV,Rnd3,21,2022-07-09T00:00:00Z,2022-07-13,2022-07-14,30,30,60,29,28,57,3,Pass,high,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,66.67,0.05
MOZ,INHAMBANE,ZAVALA,MLW_WPV1,bOPV,Rnd4,6,2022-08-21T00:00:00Z,2022-08-25,2022-08-26,18,42,60,18,42,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,INHAMBANE,ZAVALA,MOZ-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-15T00:00:00Z,2023-06-19,2023-06-20,33,27,60,25,25,50,10,Fail,poor,0,0,2,0,0,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,70,0.17
MOZ,INHAMBANE,ZAVALA,MOZ-2023-05-01_bOPV,bOPV,Rnd2,12,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,27,33,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MOZ,INHAMBANE,ZAVALA,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-06-02T00:00:00Z,2025-06-06,2025-06-07,32,28,60,13,13,26,34,Fail,very poor,0,1,2,9,0,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2.94,5.88,26.47,0,64.71,0,0.57
MOZ,INHAMBANE,ZAVALA,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-07-08T00:00:00Z,2025-07-12,2025-07-13,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,MANICA,BARUE,MLW_WPV1,bOPV,Rnd1,21,2022-03-26T00:00:00Z,2022-03-30,2022-03-31,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,MANICA,BARUE,MLW_WPV1,bOPV,Rnd2,21,2022-04-01T00:00:00Z,2022-04-05,2022-05-05,32,28,60,20,17,37,23,Fail,very poor,0,10,8,0,0,1,4,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.48,34.78,0,0,4.35,17.39,0.38
MOZ,MANICA,BARUE,MLW_WPV1,bOPV,Rnd3,21,2022-07-09T00:00:00Z,2022-07-13,2022-07-14,35,25,60,32,24,56,4,Fail,moderate,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0.07
MOZ,MANICA,BARUE,MLW_WPV1,bOPV,Rnd4,21,2022-08-20T00:00:00Z,2022-08-24,2022-08-26,34,26,60,26,19,45,15,Fail,poor,0,5,6,1,1,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40,6.67,6.67,0,13.33,0.25
MOZ,MANICA,BARUE,MLW_WPV1,bOPV,Rnd5,21,2022-10-16T00:00:00Z,2022-10-20,2022-10-21,28,32,60,27,32,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
MOZ,MANICA,BARUE,MLW_WPV1,bOPV,Rnd6,21,2022-12-15T00:00:00Z,2022-12-19,2022-12-20,27,33,60,27,30,57,3,Pass,high,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,33.33,0.05
MOZ,MANICA,BARUE,MOZ-2023-03-01_nOPV,nOPV2,Rnd1,21,2023-04-15T00:00:00Z,2023-04-19,2023-04-20,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,MANICA,BARUE,MOZ-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-15T00:00:00Z,2023-06-19,2023-06-20,33,27,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MOZ,MANICA,BARUE,MOZ-2023-05-01_bOPV,bOPV,Rnd2,21,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,19,41,60,18,41,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
MOZ,MANICA,BARUE,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-06-02T00:00:00Z,2025-06-06,2025-06-07,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,MANICA,BARUE,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-07-08T00:00:00Z,2025-07-12,2025-07-13,24,36,60,16,27,43,17,Fail,poor,2,11,4,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,11.76,64.71,23.53,0,0,0,0,0.28
MOZ,MANICA,CHIMOIO,MLW_WPV1,bOPV,Rnd1,21,2022-03-26T00:00:00Z,2022-03-30,2022-03-31,32,28,60,31,27,58,2,Pass,high,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
MOZ,MANICA,CHIMOIO,MLW_WPV1,bOPV,Rnd2,21,2022-04-01T00:00:00Z,2022-04-05,2022-05-05,19,41,60,19,40,59,1,Pass,high,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0.02
MOZ,MANICA,CHIMOIO,MLW_WPV1,bOPV,Rnd3,21,2022-07-09T00:00:00Z,2022-07-13,2022-07-14,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,MANICA,CHIMOIO,MLW_WPV1,bOPV,Rnd4,25,2022-08-20T00:00:00Z,2022-08-24,2022-08-28,22,38,60,21,35,56,4,Fail,moderate,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.07
MOZ,MANICA,CHIMOIO,MLW_WPV1,bOPV,Rnd5,21,2022-10-16T00:00:00Z,2022-10-20,2022-10-21,34,26,60,30,23,53,7,Fail,moderate,0,1,4,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,14.29,57.14,0,0,0,28.57,0.12
MOZ,MANICA,CHIMOIO,MLW_WPV1,bOPV,Rnd6,21,2022-12-15T00:00:00Z,2022-12-19,2022-12-20,36,24,60,36,23,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MOZ,MANICA,CHIMOIO,MOZ-2023-03-01_nOPV,nOPV2,Rnd1,21,2023-04-15T00:00:00Z,2023-04-19,2023-04-20,36,24,60,35,24,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
MOZ,MANICA,CHIMOIO,MOZ-2023-05-01_bOPV,bOPV,Rnd1,21,2023-06-15T00:00:00Z,2023-06-19,2023-06-20,24,36,60,24,35,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
MOZ,MANICA,CHIMOIO,MOZ-2023-05-01_bOPV,bOPV,Rnd2,21,2023-09-15T00:00:00Z,2023-09-19,2023-09-20,34,26,60,32,26,58,2,Pass,high,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
MOZ,MANICA,CHIMOIO,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-06-02T00:00:00Z,2025-06-06,2025-06-07,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,MANICA,CHIMOIO,MOZ-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-07-08T00:00:00Z,2025-07-12,2025-07-13,31,29,60,24,25,49,11,Fail,poor,0,8,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72.73,27.27,0,0,0,0,0.18
MOZ,MANICA,GONDOLA,MLW_WPV1,bOPV,Rnd1,21,2022-03-26T00:00:00Z,2022-03-30,2022-03-31,26,34,60,18,24,42,18,Fail,poor,0,7,5,0,0,6,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38.89,27.78,0,0,33.33,0,0.3
MOZ,MANICA,GONDOLA,MLW_WPV1,bOPV,Rnd2,22,2022-04-01T00:00:00Z,2022-04-05,2022-05-05,22,38,60,13,31,44,16,Fail,poor,0,7,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.75,0,0,0,6.25,50,0.27
