country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_travelled,abs_reason_farm,abs_reason_market,abs_reason_other,abs_reason_school,abs_reason_in_playground,nc_reason_child_sick,nc_reason_religious_cultural,nc_reason_no_care_giver_consent,nc_reason_vaccines_safety,nc_reason_others,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
BFA,EST,PAMA,Ouagadogou-mOPV2,mOPV,Rnd1,21,2020-09-19T00:00:00Z,2020-09-23,2020-09-27,30,30,60,30,28,58,2,Pass,high,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
BFA,EST,PAMA,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-14T00:00:00Z,2020-11-18,2020-11-21,28,32,60,28,29,57,3,Pass,high,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.05
BFA,EST,PAMA,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,36,24,60,35,23,58,2,Pass,high,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
BFA,HAUTS-BASSINS,DAFRA,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,28,32,60,26,32,58,2,Pass,high,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
BFA,HAUTS-BASSINS,DAFRA,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,37,23,60,36,19,55,5,Fail,moderate,0,1,3,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,20,60,0,0,0,20,0.08
BFA,HAUTS-BASSINS,DAFRA,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,28,32,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,HAUTS-BASSINS,DAFRA,Ouagadogou-mOPV2,mOPV,Rnd3,21,2020-09-08T00:00:00Z,2020-09-12,2020-10-12,37,23,60,36,23,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,HAUTS-BASSINS,DAFRA,Ouagadogou-mOPV2,mOPV,Rnd4,21,2020-12-20T00:00:00Z,2020-12-24,2020-12-25,31,29,60,31,28,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
BFA,HAUTS-BASSINS,DAFRA,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,35,25,60,34,24,58,2,Pass,high,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
BFA,HAUTS-BASSINS,DANDE,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,DANDE,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,DANDE,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,DANDE,Ouagadogou-mOPV2,mOPV,Rnd3,21,2020-09-08T00:00:00Z,2020-09-12,2020-10-12,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,DANDE,Ouagadogou-mOPV2,mOPV,Rnd4,21,2020-12-20T00:00:00Z,2020-12-24,2020-12-25,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,DANDE,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,22,38,60,22,37,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
BFA,HAUTS-BASSINS,DO,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,27,33,60,25,33,58,2,Pass,high,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
BFA,HAUTS-BASSINS,DO,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,31,29,60,30,29,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
BFA,HAUTS-BASSINS,DO,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,DO,Ouagadogou-mOPV2,mOPV,Rnd3,21,2020-09-08T00:00:00Z,2020-09-12,2020-10-12,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,DO,Ouagadogou-mOPV2,mOPV,Rnd4,21,2020-12-20T00:00:00Z,2020-12-24,2020-12-25,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,DO,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-02-12,25,35,60,25,34,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
BFA,HAUTS-BASSINS,HOUNDE,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,26,34,60,26,33,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
BFA,HAUTS-BASSINS,HOUNDE,BFA-2024-02-01_nOPV,nOPV2,Rnd1,19,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,HOUNDE,BFA-2024-10-01_nOPV,nOPV2,Rnd1,20,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,HOUNDE,Ouagadogou-mOPV2,mOPV,Rnd3,21,2020-09-08T00:00:00Z,2020-09-12,2020-10-12,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,HOUNDE,Ouagadogou-mOPV2,mOPV,Rnd4,21,2020-12-20T00:00:00Z,2020-12-24,2020-12-25,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,HOUNDE,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,29,31,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,HAUTS-BASSINS,KARANGASSO-VIGUE,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,31,29,60,30,28,58,2,Pass,high,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
BFA,HAUTS-BASSINS,KARANGASSO-VIGUE,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,KARANGASSO-VIGUE,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,KARANGASSO-VIGUE,Ouagadogou-mOPV2,mOPV,Rnd3,21,2020-09-08T00:00:00Z,2020-09-12,2020-10-12,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,KARANGASSO-VIGUE,Ouagadogou-mOPV2,mOPV,Rnd4,21,2020-12-20T00:00:00Z,2020-12-24,2020-12-25,31,29,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,HAUTS-BASSINS,KARANGASSO-VIGUE,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,29,31,60,29,29,58,2,Pass,high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
BFA,HAUTS-BASSINS,LENA,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,LENA,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,33,27,60,33,25,58,2,Pass,high,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
BFA,HAUTS-BASSINS,LENA,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,34,26,60,33,26,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
BFA,HAUTS-BASSINS,LENA,Ouagadogou-mOPV2,mOPV,Rnd3,21,2020-09-08T00:00:00Z,2020-09-12,2020-10-12,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,LENA,Ouagadogou-mOPV2,mOPV,Rnd4,21,2020-12-20T00:00:00Z,2020-12-24,2020-12-25,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,LENA,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,N'DOROLA,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,N'DOROLA,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,28,32,60,28,31,59,1,Pass,high,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0.02
BFA,HAUTS-BASSINS,NDOROLA,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,NDOROLA,Ouagadogou-mOPV2,mOPV,Rnd3,21,2020-09-08T00:00:00Z,2020-09-12,2020-10-12,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,NDOROLA,Ouagadogou-mOPV2,mOPV,Rnd4,21,2020-12-20T00:00:00Z,2020-12-24,2020-12-25,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,NDOROLA,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,ORODARA,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,ORODARA,BFA-2024-02-01_nOPV,nOPV2,Rnd1,24,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,32,28,60,30,26,56,4,Fail,moderate,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,25,75,0,0,0,0,0.07
BFA,HAUTS-BASSINS,ORODARA,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,ORODARA,Ouagadogou-mOPV2,mOPV,Rnd3,21,2020-09-08T00:00:00Z,2020-09-12,2020-10-12,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,ORODARA,Ouagadogou-mOPV2,mOPV,Rnd4,21,2020-12-20T00:00:00Z,2020-12-24,2020-12-25,22,38,60,22,38,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,HAUTS-BASSINS,ORODARA,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,NORD,GOURCY,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,33,27,60,32,26,58,2,Pass,high,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
BFA,NORD,GOURCY,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,33,27,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,NORD,GOURCY,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,NORD,GOURCY,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-14T00:00:00Z,2020-11-18,2020-11-20,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,NORD,GOURCY,Ouagadogou-mOPV2,mOPV,Rnd3,20,2020-08-08T00:00:00Z,2020-08-12,2020-09-12,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,NORD,GOURCY,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,33,27,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,NORD,OUAHIGOUYA,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,33,27,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,NORD,OUAHIGOUYA,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,37,23,60,36,23,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,NORD,OUAHIGOUYA,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,31,29,60,29,27,56,4,Fail,moderate,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,0,0,25,25,0.07
BFA,NORD,OUAHIGOUYA,BFA-2025-08-01_nOPV_sNIDs,nOPV2,Rnd1,21,2025-11-07T00:00:00Z,2025-11-11,2025-11-12,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,NORD,OUAHIGOUYA,BFA-2025-08-01_nOPV_sNIDs,nOPV2,Rnd2,20,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,39,21,60,39,21,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,NORD,OUAHIGOUYA,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-14T00:00:00Z,2020-11-18,2020-11-19,31,29,60,29,28,57,3,Pass,high,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.05
BFA,NORD,OUAHIGOUYA,Ouagadogou-mOPV2,mOPV,Rnd3,21,2020-08-08T00:00:00Z,2020-08-12,2020-09-12,35,25,60,35,24,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
BFA,NORD,OUAHIGOUYA,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,25,35,60,24,35,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,NORD,SEGUENEGA,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,NORD,SEGUENEGA,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,26,34,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,NORD,SEGUENEGA,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,33,27,60,32,26,58,2,Pass,high,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
BFA,NORD,SEGUENEGA,BFA-2025-08-01_nOPV_sNIDs,nOPV2,Rnd1,21,2025-11-07T00:00:00Z,2025-11-11,2025-11-12,30,30,60,29,29,58,2,Pass,high,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
BFA,NORD,SEGUENEGA,BFA-2025-08-01_nOPV_sNIDs,nOPV2,Rnd2,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,30,30,60,29,29,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
BFA,NORD,SEGUENEGA,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-14T00:00:00Z,2020-11-18,2020-11-19,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,NORD,SEGUENEGA,Ouagadogou-mOPV2,mOPV,Rnd3,21,2020-08-08T00:00:00Z,2020-08-12,2020-09-12,38,22,60,38,22,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,NORD,SEGUENEGA,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,NORD,THIOU,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,NORD,THIOU,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-14T00:00:00Z,2020-11-18,2020-11-20,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,NORD,THIOU,Ouagadogou-mOPV2,mOPV,Rnd3,21,2020-08-08T00:00:00Z,2020-08-12,2020-09-12,30,30,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,NORD,THIOU,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,25,35,60,25,34,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,NORD,TITAO,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,NORD,TITAO,BFA-2025-08-01_nOPV_sNIDs,nOPV2,Rnd1,21,2025-11-07T00:00:00Z,2025-11-11,2025-11-12,23,37,60,21,36,57,3,Pass,high,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,66.67,0.05
BFA,NORD,TITAO,BFA-2025-08-01_nOPV_sNIDs,nOPV2,Rnd2,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,28,32,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,NORD,TITAO,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-14T00:00:00Z,2020-11-18,2020-11-19,26,34,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,NORD,TITAO,Ouagadogou-mOPV2,mOPV,Rnd3,21,2020-08-08T00:00:00Z,2020-08-12,2020-09-12,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,NORD,TITAO,nOPV2022,nOPV2,Rnd1,20,2022-02-08T00:00:00Z,2022-02-12,2022-03-12,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,NORD,YAKO,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,NORD,YAKO,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,NORD,YAKO,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,NORD,YAKO,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-14T00:00:00Z,2020-11-18,2020-11-19,27,33,60,24,33,57,3,Pass,high,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
BFA,NORD,YAKO,Ouagadogou-mOPV2,mOPV,Rnd3,21,2020-08-08T00:00:00Z,2020-08-12,2020-09-12,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,NORD,YAKO,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,PLATEAU CENTRAL,BOUSSE,BFA-2024-02-01_nOPV,nOPV2,Rnd1,19,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
