country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_travelled,abs_reason_farm,abs_reason_market,abs_reason_other,abs_reason_school,abs_reason_in_playground,nc_reason_child_sick,nc_reason_religious_cultural,nc_reason_no_care_giver_consent,nc_reason_vaccines_safety,nc_reason_others,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
BFA,CENTRE-OUEST,KOUDOUGOU,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-15T00:00:00Z,2020-11-19,2020-11-20,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-OUEST,KOUDOUGOU,nOPV2022,nOPV2,Rnd1,12,2022-01-08T00:00:00Z,2022-01-12,2022-02-12,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-OUEST,LEO,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,36,24,60,35,24,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,CENTRE-OUEST,LEO,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,39,21,60,39,21,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-OUEST,LEO,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-OUEST,LEO,Ouagadogou-mOPV2,mOPV,Rnd1,16,2020-09-19T00:00:00Z,2020-09-23,2020-09-25,35,25,60,27,23,50,10,Fail,poor,0,4,2,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,40,20,0,0,40,0,0.17
BFA,CENTRE-OUEST,LEO,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-15T00:00:00Z,2020-11-19,2020-11-21,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-OUEST,LEO,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-OUEST,NANORO,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,32,28,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,CENTRE-OUEST,NANORO,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,38,22,60,36,21,57,3,Pass,high,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
BFA,CENTRE-OUEST,NANORO,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-OUEST,NANORO,Ouagadogou-mOPV2,mOPV,Rnd1,21,2020-09-19T00:00:00Z,2020-09-23,2020-09-24,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-OUEST,NANORO,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-15T00:00:00Z,2020-11-19,2020-11-20,37,23,60,37,22,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,CENTRE-OUEST,NANORO,nOPV2022,nOPV2,Rnd1,8,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,32,28,60,31,26,57,3,Pass,high,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
BFA,CENTRE-OUEST,REO,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,30,30,60,30,29,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
BFA,CENTRE-OUEST,REO,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,31,29,60,31,27,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
BFA,CENTRE-OUEST,REO,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,29,31,60,28,29,57,3,Pass,high,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,33.33,0,0.05
BFA,CENTRE-OUEST,REO,Ouagadogou-mOPV2,mOPV,Rnd1,21,2020-09-19T00:00:00Z,2020-09-23,2020-09-25,31,29,60,22,22,44,16,Fail,poor,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.27
BFA,CENTRE-OUEST,REO,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-15T00:00:00Z,2020-11-19,2020-11-20,29,31,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,CENTRE-OUEST,REO,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-02-12,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-OUEST,SABOU,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-OUEST,SABOU,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,24,36,60,23,35,58,2,Pass,high,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
BFA,CENTRE-OUEST,SABOU,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,34,26,60,33,26,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,CENTRE-OUEST,SABOU,Ouagadogou-mOPV2,mOPV,Rnd1,21,2020-09-20T00:00:00Z,2020-09-24,2020-09-26,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-OUEST,SABOU,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-15T00:00:00Z,2020-11-19,2020-11-20,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-OUEST,SABOU,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-OUEST,SAPOUY,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,30,30,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,CENTRE-OUEST,SAPOUY,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,32,28,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,CENTRE-OUEST,SAPOUY,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,26,34,60,25,34,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,CENTRE-OUEST,SAPOUY,Ouagadogou-mOPV2,mOPV,Rnd1,18,2020-09-19T00:00:00Z,2020-09-23,2020-09-25,29,31,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,CENTRE-OUEST,SAPOUY,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-15T00:00:00Z,2020-11-19,2020-11-20,23,37,60,22,36,58,2,Pass,high,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,50,0,50,0,0,0,0,0.03
BFA,CENTRE-OUEST,SAPOUY,nOPV2022,nOPV2,Rnd1,10,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-OUEST,TENADO,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-OUEST,TENADO,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-OUEST,TENADO,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-OUEST,TENADO,Ouagadogou-mOPV2,mOPV,Rnd1,21,2020-09-19T00:00:00Z,2020-09-23,2020-09-24,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-OUEST,TENADO,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-15T00:00:00Z,2020-11-19,2020-11-20,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-OUEST,TENADO,nOPV2022,nOPV2,Rnd1,7,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-SUD,KOMBISSIRI,BFA-2023-05-01_nOPV,nOPV2,Rnd1,13,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-SUD,KOMBISSIRI,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-SUD,KOMBISSIRI,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,36,24,60,35,24,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
BFA,CENTRE-SUD,KOMBISSIRI,Ouagadogou-mOPV2,mOPV,Rnd1,21,2020-09-20T00:00:00Z,2020-09-24,2020-09-26,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-SUD,KOMBISSIRI,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-13T00:00:00Z,2020-11-17,2020-11-19,23,37,60,23,36,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,CENTRE-SUD,KOMBISSIRI,nOPV2022,nOPV2,Rnd1,13,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-SUD,MANGA,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-SUD,MANGA,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-SUD,MANGA,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-SUD,MANGA,Ouagadogou-mOPV2,mOPV,Rnd1,21,2020-09-20T00:00:00Z,2020-09-24,2020-09-25,28,32,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,CENTRE-SUD,MANGA,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-13T00:00:00Z,2020-11-17,2020-11-18,27,33,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,CENTRE-SUD,MANGA,nOPV2022,nOPV2,Rnd1,12,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,34,26,60,34,25,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
BFA,CENTRE-SUD,PO,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-SUD,PO,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-SUD,PO,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-SUD,PO,Ouagadogou-mOPV2,mOPV,Rnd1,20,2020-09-20T00:00:00Z,2020-09-24,2020-09-26,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-SUD,PO,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-13T00:00:00Z,2020-11-17,2020-11-19,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-SUD,PO,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-SUD,SAPONE,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-SUD,SAPONE,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-SUD,SAPONE,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,CENTRE-SUD,SAPONE,Ouagadogou-mOPV2,mOPV,Rnd1,21,2020-09-20T00:00:00Z,2020-09-24,2020-09-26,35,25,60,34,25,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,CENTRE-SUD,SAPONE,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-13T00:00:00Z,2020-11-17,2020-11-19,31,29,60,31,28,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
BFA,CENTRE-SUD,SAPONE,nOPV2022,nOPV2,Rnd1,6,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,EST,BOGANDE,BFA-2023-05-01_nOPV,nOPV2,Rnd1,10,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,30,30,60,29,29,58,2,Pass,high,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0.03
BFA,EST,BOGANDE,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,EST,BOGANDE,BFA-2025-08-01_nOPV_sNIDs,nOPV2,Rnd1,21,2025-11-07T00:00:00Z,2025-11-11,2025-11-12,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,EST,BOGANDE,BFA-2025-08-01_nOPV_sNIDs,nOPV2,Rnd2,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,30,30,60,29,30,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
BFA,EST,BOGANDE,Ouagadogou-mOPV2,mOPV,Rnd1,20,2020-09-19T00:00:00Z,2020-09-23,2020-09-27,32,28,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,EST,BOGANDE,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-14T00:00:00Z,2020-11-18,2020-11-20,30,30,60,30,29,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
BFA,EST,BOGANDE,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,26,34,60,24,29,53,7,Fail,moderate,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.12
BFA,EST,DIAPAGA,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,EST,DIAPAGA,Ouagadogou-mOPV2,mOPV,Rnd1,6,2020-09-19T00:00:00Z,2020-09-23,2020-09-25,30,30,60,29,26,55,5,Fail,moderate,0,0,4,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,20,0.08
BFA,EST,DIAPAGA,Ouagadogou-mOPV2,mOPV,Rnd2,6,2020-11-14T00:00:00Z,2020-11-18,2020-11-20,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,EST,DIAPAGA,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,EST,FADA,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,29,31,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,EST,FADA,BFA-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,29,31,60,29,29,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,100,0,0,0,0,0.03
BFA,EST,FADA,BFA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-11-15T00:00:00Z,2024-11-19,2024-11-20,24,36,60,24,35,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,EST,FADA,BFA-2025-08-01_nOPV_sNIDs,nOPV2,Rnd1,21,2025-11-07T00:00:00Z,2025-11-11,2025-11-12,39,21,60,37,19,56,4,Fail,moderate,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.07
BFA,EST,FADA,BFA-2025-08-01_nOPV_sNIDs,nOPV2,Rnd2,21,2025-12-12T00:00:00Z,2025-12-16,2025-12-17,39,21,60,39,21,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,EST,FADA,Ouagadogou-mOPV2,mOPV,Rnd1,21,2020-09-19T00:00:00Z,2020-09-23,2020-09-26,27,33,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,EST,FADA,Ouagadogou-mOPV2,mOPV,Rnd2,18,2020-11-14T00:00:00Z,2020-11-18,2020-11-20,32,28,60,32,27,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
BFA,EST,FADA,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,34,26,60,32,25,57,3,Pass,high,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
BFA,EST,GAYERI,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,EST,GAYERI,Ouagadogou-mOPV2,mOPV,Rnd1,21,2020-09-19T00:00:00Z,2020-09-23,2020-09-26,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,EST,GAYERI,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-14T00:00:00Z,2020-11-18,2020-11-20,32,28,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
BFA,EST,GAYERI,nOPV2022,nOPV2,Rnd1,21,2022-01-08T00:00:00Z,2022-01-12,2022-03-12,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,EST,MANNI,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,EST,MANNI,BFA-2024-02-01_nOPV,nOPV2,Rnd1,6,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,EST,MANNI,Ouagadogou-mOPV2,mOPV,Rnd1,21,2020-09-19T00:00:00Z,2020-09-23,2020-09-25,27,33,60,26,32,58,2,Pass,high,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
BFA,EST,MANNI,Ouagadogou-mOPV2,mOPV,Rnd2,21,2020-11-14T00:00:00Z,2020-11-18,2020-11-19,29,31,60,29,29,58,2,Pass,high,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
BFA,EST,MANNI,nOPV2022,nOPV2,Rnd1,21,2022-02-08T00:00:00Z,2022-02-12,2022-03-12,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFA,EST,PAMA,BFA-2023-05-01_nOPV,nOPV2,Rnd1,21,2022-11-25T00:00:00Z,2022-11-29,2022-11-30,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
