country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_farm,abs_reason_in_playground,abs_reason_school,abs_reason_travelled,abs_reason_market,abs_reason_other,nc_reason_vaccines_safety,nc_reason_child_sick,nc_reason_no_care_giver_consent,nc_reason_religious_cultural,nc_reason_others,nc_reason_no_felt_need,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
RCA,RS1,MBAIKI,bOPV,bOPV,Rnd1,21,2021-10-25T00:00:00Z,2021-10-29,2021-10-30,35,25,60,33,25,58,2,Pass,high,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS2,BABOUA-ABBA,CAF-2020-002,nOPV2,Rnd1,21,2020-11-13T00:00:00Z,2020-11-17,2020-11-18,33,27,60,32,25,57,3,Pass,high,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,33.33,0.05
RCA,RS2,BABOUA-ABBA,CAR-2023-05-01_nOPV,nOPV2,Rnd1,20,2023-06-02T00:00:00Z,2023-06-06,2023-06-07,36,24,60,34,23,57,3,Pass,high,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
RCA,RS2,BABOUA-ABBA,CAR-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-09-07T00:00:00Z,2023-09-11,2023-09-12,32,28,60,31,28,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
RCA,RS2,BABOUA-ABBA,CAR-2024-02-01_nOPV,nOPV2,Rnd1,19,2024-03-06T00:00:00Z,2024-03-10,2024-03-11,37,23,60,36,21,57,3,Pass,high,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
RCA,RS2,BABOUA-ABBA,CAR-2024-02-01_nOPV,nOPV2,Rnd2,18,2024-04-12T00:00:00Z,2024-04-16,2024-04-17,32,28,60,32,26,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS2,BABOUA-ABBA,CAR-2024-sNIDs-11_nOPV,nOPV2,Rnd1,22,2024-12-12T00:00:00Z,2024-12-16,2024-12-17,31,29,60,31,25,56,4,Fail,moderate,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.07
RCA,RS2,BABOUA-ABBA,CENTRALBLK,nOPV2,Rnd1,21,2022-06-05T00:00:00Z,2022-06-09,2022-06-11,34,26,60,31,25,56,4,Fail,moderate,0,0,3,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,75,0,0,0,25,0.07
RCA,RS2,BABOUA-ABBA,CENTRALBLK,nOPV2,Rnd2,21,2022-08-13T00:00:00Z,2022-08-17,2022-08-20,31,29,60,29,29,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS2,BABOUA-ABBA,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-04-24T00:00:00Z,2025-04-28,2025-04-29,30,30,60,29,28,57,3,Pass,high,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.05
RCA,RS2,BABOUA-ABBA,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,23,2025-06-26T00:00:00Z,2025-06-30,2025-07-01,36,34,70,35,33,68,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS2,BABOUA-ABBA,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-11-28T00:00:00Z,2025-12-02,2025-12-03,29,31,60,28,29,57,3,Pass,high,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
RCA,RS2,BABOUA-ABBA,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd2,19,2026-04-10T00:00:00Z,2026-04-14,2026-04-15,20,30,50,20,29,49,11,Fail,poor,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,90.91,0.22
RCA,RS2,BABOUA-ABBA,bOPV,bOPV,Rnd1,20,2021-10-31T00:00:00Z,2021-11-04,2021-11-05,38,22,60,22,10,32,28,Fail,very poor,3,10,8,0,2,3,2,0,2,1,0,1,2,2,0,1,1,1,0,0,10.71,35.71,28.57,0,7.14,10.71,7.14,0.47
RCA,RS2,BERBERATI,CAF-2020-002,nOPV2,Rnd1,21,2020-11-13T00:00:00Z,2020-11-17,2020-11-18,34,26,60,33,26,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS2,BERBERATI,CAR-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-06-02T00:00:00Z,2023-06-06,2023-06-07,30,30,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS2,BERBERATI,CAR-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-09-07T00:00:00Z,2023-09-11,2023-09-12,33,27,60,33,26,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS2,BERBERATI,CAR-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-03-06T00:00:00Z,2024-03-10,2024-03-11,23,37,60,23,35,58,2,Pass,high,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS2,BERBERATI,CAR-2024-02-01_nOPV,nOPV2,Rnd2,18,2024-04-12T00:00:00Z,2024-04-16,2024-04-17,27,33,60,25,32,57,3,Pass,high,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,33.33,0,0.05
RCA,RS2,BERBERATI,CAR-2024-sNIDs-11_nOPV,nOPV2,Rnd1,21,2024-12-12T00:00:00Z,2024-12-16,2024-12-17,33,27,60,33,26,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
RCA,RS2,BERBERATI,CENTRALBLK,nOPV2,Rnd1,16,2022-06-05T00:00:00Z,2022-06-09,2022-08-18,23,37,60,22,37,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS2,BERBERATI,CENTRALBLK,nOPV2,Rnd2,17,2022-08-13T00:00:00Z,2022-08-17,2022-08-20,24,36,60,23,36,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS2,BERBERATI,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-04-24T00:00:00Z,2025-04-28,2025-04-29,27,33,60,27,31,58,2,Pass,high,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
RCA,RS2,BERBERATI,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-26T00:00:00Z,2025-06-30,2025-07-01,28,32,60,26,32,58,2,Pass,high,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS2,BERBERATI,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-11-28T00:00:00Z,2025-12-02,2025-12-03,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS2,BERBERATI,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd2,21,2026-04-10T00:00:00Z,2026-04-14,2026-04-15,27,33,60,27,30,57,3,Pass,high,0,0,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
RCA,RS2,BERBERATI,bOPV,bOPV,Rnd1,21,2021-10-31T00:00:00Z,2021-11-04,2021-11-05,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS2,BOUAR-BAORO,CAF-2020-002,nOPV2,Rnd1,20,2020-11-13T00:00:00Z,2020-11-17,2020-11-18,38,22,60,38,22,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS2,BOUAR-BAORO,CAR-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-06-02T00:00:00Z,2023-06-06,2023-06-07,31,29,60,30,27,57,3,Pass,high,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.05
RCA,RS2,BOUAR-BAORO,CAR-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-09-07T00:00:00Z,2023-09-11,2023-09-12,32,28,60,32,27,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
RCA,RS2,BOUAR-BAORO,CAR-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-03-06T00:00:00Z,2024-03-10,2024-03-11,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS2,BOUAR-BAORO,CAR-2024-02-01_nOPV,nOPV2,Rnd2,21,2024-04-12T00:00:00Z,2024-04-16,2024-04-17,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS2,BOUAR-BAORO,CAR-2024-sNIDs-09_nOPV,nOPV2,Rnd1,15,2024-10-06T00:00:00Z,2024-10-10,2024-10-11,18,12,30,18,12,30,30,Fail,very poor,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1
RCA,RS2,BOUAR-BAORO,CAR-2024-sNIDs-11_nOPV,nOPV2,Rnd1,6,2024-12-12T00:00:00Z,2024-12-16,2024-12-17,10,20,30,9,19,28,32,Fail,very poor,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.07
RCA,RS2,BOUAR-BAORO,CENTRALBLK,nOPV2,Rnd1,21,2022-06-05T00:00:00Z,2022-06-09,2022-06-10,46,14,60,44,13,57,3,Pass,high,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,33.33,0.05
RCA,RS2,BOUAR-BAORO,CENTRALBLK,nOPV2,Rnd2,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-21,31,29,60,30,28,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS2,BOUAR-BAORO,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-04-24T00:00:00Z,2025-04-28,2025-04-29,28,32,60,27,30,57,3,Pass,high,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
RCA,RS2,BOUAR-BAORO,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-26T00:00:00Z,2025-06-30,2025-07-01,22,38,60,20,38,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS2,BOUAR-BAORO,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-11-28T00:00:00Z,2025-12-02,2025-12-03,32,28,60,31,27,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS2,BOUAR-BAORO,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd2,17,2026-04-10T00:00:00Z,2026-04-14,2026-04-15,27,33,60,25,33,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS2,BOUAR-BAORO,bOPV,bOPV,Rnd1,20,2021-10-30T00:00:00Z,2021-11-03,2021-11-04,25,25,50,24,24,48,12,Fail,poor,1,0,1,0,0,0,10,0,0,0,0,0,0,1,0,1,0,0,0,0,8.33,0,8.33,0,0,0,83.33,0.24
RCA,RS2,CARNOT-GADZI,CAF-2020-002,nOPV2,Rnd1,21,2020-11-13T00:00:00Z,2020-11-17,2020-11-18,33,27,60,31,25,56,4,Fail,moderate,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,50,0,0,25,0,0.07
RCA,RS2,CARNOT-GADZI,CAR-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-06-02T00:00:00Z,2023-06-06,2023-06-07,36,24,60,35,24,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS2,CARNOT-GADZI,CAR-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-09-07T00:00:00Z,2023-09-11,2023-09-12,18,42,60,18,41,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS2,CARNOT-GADZI,CAR-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-03-06T00:00:00Z,2024-03-10,2024-03-11,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS2,CARNOT-GADZI,CAR-2024-02-01_nOPV,nOPV2,Rnd2,21,2024-04-12T00:00:00Z,2024-04-16,2024-04-17,31,29,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS2,CARNOT-GADZI,CAR-2024-sNIDs-11_nOPV,nOPV2,Rnd1,21,2024-12-12T00:00:00Z,2024-12-16,2024-12-17,27,33,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS2,CARNOT-GADZI,CENTRALBLK,nOPV2,Rnd1,21,2022-06-05T00:00:00Z,2022-06-09,2022-06-11,30,30,60,29,29,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS2,CARNOT-GADZI,CENTRALBLK,nOPV2,Rnd2,6,2022-08-12T00:00:00Z,2022-08-16,2022-08-18,15,15,30,15,15,30,30,Fail,very poor,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1
RCA,RS2,CARNOT-GADZI,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,18,2025-04-24T00:00:00Z,2025-04-28,2025-04-29,21,19,40,18,19,37,23,Fail,very poor,0,0,3,0,0,0,20,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,13.04,0,0,0,86.96,0.58
RCA,RS2,CARNOT-GADZI,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,19,2025-06-26T00:00:00Z,2025-06-30,2025-07-01,32,28,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS2,CARNOT-GADZI,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd1,17,2025-11-28T00:00:00Z,2025-12-02,2025-12-03,34,26,60,33,26,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS2,CARNOT-GADZI,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd2,21,2026-04-10T00:00:00Z,2026-04-14,2026-04-15,31,29,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS2,CARNOT-GADZI,bOPV,bOPV,Rnd1,21,2021-10-31T00:00:00Z,2021-11-04,2021-11-05,35,25,60,34,25,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS2,GAMBOULA,CAF-2020-002,nOPV2,Rnd1,21,2020-11-13T00:00:00Z,2020-11-17,2020-11-18,31,29,60,30,28,58,2,Pass,high,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,50,0,50,0,0,0,0,0.03
RCA,RS2,GAMBOULA,CAR-2023-05-01_nOPV,nOPV2,Rnd1,22,2023-06-02T00:00:00Z,2023-06-06,2023-06-07,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS2,GAMBOULA,CAR-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-09-07T00:00:00Z,2023-09-11,2023-09-12,29,31,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS2,GAMBOULA,CAR-2024-02-01_nOPV,nOPV2,Rnd1,20,2024-03-06T00:00:00Z,2024-03-10,2024-03-11,37,23,60,36,22,58,2,Pass,high,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
RCA,RS2,GAMBOULA,CAR-2024-02-01_nOPV,nOPV2,Rnd2,21,2024-04-12T00:00:00Z,2024-04-16,2024-04-17,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS2,GAMBOULA,CAR-2024-sNIDs-11_nOPV,nOPV2,Rnd1,13,2024-12-12T00:00:00Z,2024-12-16,2024-12-17,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS2,GAMBOULA,CENTRALBLK,nOPV2,Rnd1,6,2022-06-08T00:00:00Z,2022-06-12,2022-06-13,12,18,30,12,18,30,30,Fail,very poor,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1
RCA,RS2,GAMBOULA,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-04-24T00:00:00Z,2025-04-28,2025-04-29,30,30,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS2,GAMBOULA,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-26T00:00:00Z,2025-06-30,2025-07-01,35,25,60,33,25,58,2,Pass,high,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS2,GAMBOULA,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd1,20,2025-11-28T00:00:00Z,2025-12-02,2025-12-03,29,31,60,26,26,52,8,Fail,moderate,1,0,6,0,1,0,0,0,3,0,0,3,0,0,0,1,0,0,0,0,12.5,0,75,0,12.5,0,0,0.13
RCA,RS2,GAMBOULA,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd2,21,2026-04-10T00:00:00Z,2026-04-14,2026-04-15,25,35,60,16,18,34,26,Fail,very poor,1,3,9,0,0,13,0,0,7,0,0,2,0,0,0,0,1,0,0,0,3.85,11.54,34.62,0,0,50,0,0.43
RCA,RS2,GAMBOULA,bOPV,bOPV,Rnd1,21,2021-11-01T00:00:00Z,2021-11-05,2021-11-06,32,28,60,30,28,58,2,Pass,high,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,0,50,0,0,0.03
RCA,RS2,SANGHA-MBAERE,CAR-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-06-02T00:00:00Z,2023-06-06,2023-06-07,32,28,60,32,26,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS2,SANGHA-MBAERE,CAR-2023-05-01_nOPV,nOPV2,Rnd2,20,2023-09-07T00:00:00Z,2023-09-11,2023-09-12,30,30,60,28,30,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS2,SANGHA-MBAERE,CAR-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-03-06T00:00:00Z,2024-03-10,2024-03-11,29,31,60,29,30,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
RCA,RS2,SANGHA-MBAERE,CAR-2024-02-01_nOPV,nOPV2,Rnd2,21,2024-04-12T00:00:00Z,2024-04-16,2024-04-17,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS2,SANGHA-MBAERE,CAR-2024-sNIDs-11_nOPV,nOPV2,Rnd1,21,2024-12-12T00:00:00Z,2024-12-16,2024-12-17,31,29,60,29,29,58,2,Pass,high,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS2,SANGHA-MBAERE,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,9,2025-04-24T00:00:00Z,2025-04-28,2025-04-29,27,33,60,27,31,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS2,SANGHA-MBAERE,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,15,2025-06-26T00:00:00Z,2025-06-30,2025-07-01,28,32,60,27,30,57,3,Pass,high,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33.33,33.33,0,0,33.33,0,0.05
RCA,RS2,SANGHA-MBAERE,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd1,20,2025-11-28T00:00:00Z,2025-12-02,2025-12-03,31,29,60,21,27,48,12,Fail,poor,3,2,7,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,25,16.67,58.33,0,0,0,0,0.2
RCA,RS2,SANGHA-MBAERE,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd2,19,2026-04-10T00:00:00Z,2026-04-14,2026-04-15,21,39,60,21,37,58,2,Pass,high,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0.03
RCA,RS2,SANGHA-MBAERE,bOPV,bOPV,Rnd1,21,2021-10-29T00:00:00Z,2021-11-02,2021-11-03,37,23,60,37,22,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS3,BATANGAFO,Bangui 1,mOPV,Rnd1,21,2020-11-13T00:00:00Z,2020-11-17,2020-11-18,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS3,BATANGAFO,Bangui 1,mOPV,Rnd2,21,2020-12-04T00:00:00Z,2020-12-08,2020-12-10,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS3,BATANGAFO,CAR-2024-sNIDs-09_nOPV,nOPV2,Rnd1,19,2024-10-06T00:00:00Z,2024-10-10,2024-10-11,31,29,60,30,28,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS3,BATANGAFO,CAR-2024-sNIDs-11_nOPV,nOPV2,Rnd1,21,2024-12-12T00:00:00Z,2024-12-16,2024-12-17,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS3,BATANGAFO,CENTRALBLK,nOPV2,Rnd1,21,2022-06-12T00:00:00Z,2022-06-16,2022-06-17,29,31,60,28,30,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS3,BATANGAFO,CENTRALBLK,nOPV2,Rnd2,18,2022-08-16T00:00:00Z,2022-08-20,2022-08-21,22,18,40,21,18,39,21,Fail,very poor,0,0,1,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,95.24,0.52
RCA,RS3,BATANGAFO,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-04-24T00:00:00Z,2025-04-28,2025-04-29,30,30,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS3,BATANGAFO,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-26T00:00:00Z,2025-06-30,2025-07-01,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS3,BATANGAFO,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-11-28T00:00:00Z,2025-12-02,2025-12-03,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS3,BATANGAFO,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd2,21,2026-04-10T00:00:00Z,2026-04-14,2026-04-15,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS3,BOCARANGA-KOUI,CAF-2020-002,nOPV2,Rnd1,21,2020-11-13T00:00:00Z,2020-11-17,2020-11-18,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
