country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_farm,abs_reason_in_playground,abs_reason_school,abs_reason_travelled,abs_reason_market,abs_reason_other,nc_reason_vaccines_safety,nc_reason_child_sick,nc_reason_no_care_giver_consent,nc_reason_religious_cultural,nc_reason_others,nc_reason_no_felt_need,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
RCA,RS3,BOCARANGA-KOUI,CAR-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-06-02T00:00:00Z,2023-06-06,2023-06-07,28,32,60,28,30,58,2,Pass,high,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0.03
RCA,RS3,BOCARANGA-KOUI,CAR-2024-sNIDs-09_nOPV,nOPV2,Rnd1,21,2024-10-06T00:00:00Z,2024-10-10,2024-10-11,31,29,60,27,27,54,6,Fail,moderate,0,0,6,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.1
RCA,RS3,BOCARANGA-KOUI,CAR-2024-sNIDs-11_nOPV,nOPV2,Rnd1,19,2024-12-12T00:00:00Z,2024-12-16,2024-12-17,29,31,60,28,28,56,4,Fail,moderate,0,0,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,50,0,25,0,25,0.07
RCA,RS3,BOCARANGA-KOUI,CENTRALBLK,nOPV2,Rnd1,21,2022-06-12T00:00:00Z,2022-06-16,2022-06-18,26,34,60,24,33,57,3,Pass,high,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
RCA,RS3,BOCARANGA-KOUI,CENTRALBLK,nOPV2,Rnd2,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-21,36,24,60,35,22,57,3,Pass,high,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
RCA,RS3,BOCARANGA-KOUI,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-04-24T00:00:00Z,2025-04-28,2025-04-29,37,23,60,35,23,58,2,Pass,high,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
RCA,RS3,BOCARANGA-KOUI,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-26T00:00:00Z,2025-06-30,2025-07-01,35,25,60,35,24,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS3,BOCARANGA-KOUI,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd1,16,2025-11-28T00:00:00Z,2025-12-02,2025-12-03,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS3,BOCARANGA-KOUI,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd2,21,2026-04-10T00:00:00Z,2026-04-14,2026-04-15,25,35,60,24,35,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS3,BOSSANGOA,CAF-2020-002,nOPV2,Rnd1,8,2020-11-13T00:00:00Z,2020-11-17,2020-11-18,35,25,60,35,24,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
RCA,RS3,BOSSANGOA,CAR-2023-05-01_nOPV,nOPV2,Rnd1,18,2023-06-02T00:00:00Z,2023-06-06,2023-06-07,30,30,60,29,28,57,3,Pass,high,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
RCA,RS3,BOSSANGOA,CAR-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-09-07T00:00:00Z,2023-09-11,2023-09-12,27,33,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS3,BOSSANGOA,CAR-2024-02-01_nOPV,nOPV2,Rnd1,19,2024-03-06T00:00:00Z,2024-03-10,2024-03-11,24,36,60,24,34,58,2,Pass,high,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
RCA,RS3,BOSSANGOA,CAR-2024-02-01_nOPV,nOPV2,Rnd2,21,2024-04-12T00:00:00Z,2024-04-16,2024-04-17,25,35,60,24,35,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS3,BOSSANGOA,CAR-2024-sNIDs-09_nOPV,nOPV2,Rnd1,21,2024-10-06T00:00:00Z,2024-10-10,2024-10-11,24,36,60,23,36,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
RCA,RS3,BOSSANGOA,CAR-2024-sNIDs-11_nOPV,nOPV2,Rnd1,21,2024-12-12T00:00:00Z,2024-12-16,2024-12-17,30,30,60,28,30,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS3,BOSSANGOA,CENTRALBLK,nOPV2,Rnd2,21,2022-08-14T00:00:00Z,2022-08-18,2022-08-20,31,29,60,27,24,51,9,Fail,poor,0,1,2,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11.11,22.22,0,0,66.67,0,0.15
RCA,RS3,BOSSANGOA,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-04-24T00:00:00Z,2025-04-28,2025-04-29,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS3,BOSSANGOA,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-26T00:00:00Z,2025-06-30,2025-07-01,24,36,60,24,35,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
RCA,RS3,BOSSANGOA,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-11-28T00:00:00Z,2025-12-02,2025-12-03,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS3,BOSSANGOA,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd2,21,2026-04-10T00:00:00Z,2026-04-14,2026-04-15,27,33,60,26,32,58,2,Pass,high,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS3,BOSSANGOA,bOPV,bOPV,Rnd1,5,2021-10-30T00:00:00Z,2021-11-03,2021-11-03,11,9,20,11,9,20,40,Fail,very poor,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2
RCA,RS3,BOUCA,CAR-2023-05-01_nOPV,nOPV2,Rnd2,20,2023-09-07T00:00:00Z,2023-09-11,2023-09-12,28,32,60,28,31,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
RCA,RS3,BOUCA,CAR-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-03-06T00:00:00Z,2024-03-10,2024-03-11,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS3,BOUCA,CAR-2024-02-01_nOPV,nOPV2,Rnd2,21,2024-04-12T00:00:00Z,2024-04-16,2024-04-17,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS3,BOUCA,CAR-2024-sNIDs-09_nOPV,nOPV2,Rnd1,21,2024-10-06T00:00:00Z,2024-10-10,2024-10-11,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS3,BOUCA,CAR-2024-sNIDs-11_nOPV,nOPV2,Rnd1,21,2024-12-12T00:00:00Z,2024-12-16,2024-12-17,37,23,60,37,22,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS3,BOUCA,CENTRALBLK,nOPV2,Rnd1,21,2022-06-12T00:00:00Z,2022-06-16,2022-06-18,27,33,60,27,31,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS3,BOUCA,CENTRALBLK,nOPV2,Rnd2,21,2022-08-20T00:00:00Z,2022-08-24,2022-08-27,27,33,60,25,33,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS3,BOUCA,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-04-24T00:00:00Z,2025-04-28,2025-04-29,26,34,60,26,32,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS3,BOUCA,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-26T00:00:00Z,2025-06-30,2025-07-01,31,29,60,30,28,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS3,BOUCA,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-11-28T00:00:00Z,2025-12-02,2025-12-03,26,34,60,25,33,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS3,BOUCA,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd2,21,2026-04-10T00:00:00Z,2026-04-14,2026-04-15,34,26,60,33,25,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS3,BOUCA,bOPV,bOPV,Rnd1,6,2021-10-30T00:00:00Z,2021-11-03,2021-11-05,12,18,30,9,16,25,35,Fail,very poor,0,0,5,0,0,0,30,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,85.71,1.17
RCA,RS3,BOZOUM-BOSSEMPELE,CAR-2024-sNIDs-09_nOPV,nOPV2,Rnd1,21,2024-10-06T00:00:00Z,2024-10-10,2024-10-11,29,31,60,28,30,58,2,Pass,high,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
RCA,RS3,BOZOUM-BOSSEMPELE,CAR-2024-sNIDs-11_nOPV,nOPV2,Rnd1,15,2024-12-12T00:00:00Z,2024-12-16,2024-12-17,25,25,50,25,24,49,11,Fail,poor,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.22
RCA,RS3,BOZOUM-BOSSEMPELE,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-04-24T00:00:00Z,2025-04-28,2025-04-29,32,28,60,30,27,57,3,Pass,high,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,66.67,0,0,0.05
RCA,RS3,BOZOUM-BOSSEMPELE,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-26T00:00:00Z,2025-06-30,2025-07-01,30,30,60,27,28,55,5,Fail,moderate,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.08
RCA,RS3,BOZOUM-BOSSEMPELE,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd2,21,2026-04-10T00:00:00Z,2026-04-14,2026-04-15,32,28,60,31,27,58,2,Pass,high,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS3,BOZOUM-BOSSEMPTELE,CAF-2020-002,nOPV2,Rnd1,21,2020-11-13T00:00:00Z,2020-11-17,2020-11-18,33,27,60,30,26,56,4,Fail,moderate,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.07
RCA,RS3,BOZOUM-BOSSEMPTELE,CAR-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-06-02T00:00:00Z,2023-06-06,2023-06-07,33,27,60,32,26,58,2,Pass,high,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
RCA,RS3,BOZOUM-BOSSEMPTELE,CAR-2023-05-01_nOPV,nOPV2,Rnd2,6,2023-09-07T00:00:00Z,2023-09-11,2023-09-12,28,32,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS3,BOZOUM-BOSSEMPTELE,CAR-2024-02-01_nOPV,nOPV2,Rnd1,8,2024-03-06T00:00:00Z,2024-03-10,2024-03-11,29,31,60,28,30,58,2,Pass,high,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
RCA,RS3,BOZOUM-BOSSEMPTELE,CAR-2024-02-01_nOPV,nOPV2,Rnd2,21,2024-04-12T00:00:00Z,2024-04-16,2024-04-17,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS3,BOZOUM-BOSSEMPTELE,CENTRALBLK,nOPV2,Rnd1,9,2022-06-11T00:00:00Z,2022-06-15,2022-06-16,29,31,60,27,29,56,4,Fail,moderate,0,0,4,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.07
RCA,RS3,BOZOUM-BOSSEMPTELE,CENTRALBLK,nOPV2,Rnd2,9,2022-08-14T00:00:00Z,2022-08-18,2022-08-19,29,31,60,27,31,58,2,Pass,high,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS3,NANGA-BOGUILA,CAR-2024-sNIDs-09_nOPV,nOPV2,Rnd1,21,2024-10-06T00:00:00Z,2024-10-10,2024-10-11,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS3,NANGA-BOGUILA,CAR-2024-sNIDs-11_nOPV,nOPV2,Rnd1,18,2024-12-12T00:00:00Z,2024-12-16,2024-12-17,38,22,60,37,22,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS3,NANGA-BOGUILA,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,16,2025-04-24T00:00:00Z,2025-04-28,2025-04-29,30,30,60,30,28,58,2,Pass,high,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
RCA,RS3,NANGA-BOGUILA,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,15,2025-06-26T00:00:00Z,2025-06-30,2025-07-01,25,35,60,25,34,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS3,NANGA-BOGUILA,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-11-28T00:00:00Z,2025-12-02,2025-12-03,29,31,60,29,29,58,2,Pass,high,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS3,NANGA-BOGUILA,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd2,21,2026-04-10T00:00:00Z,2026-04-14,2026-04-15,32,28,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS3,NANGHA-BOGUILA,CAF-2020-002,nOPV2,Rnd1,21,2020-11-13T00:00:00Z,2020-11-17,2020-11-18,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS3,NANGHA-BOGUILA,CAR-2023-05-01_nOPV,nOPV2,Rnd1,17,2023-06-02T00:00:00Z,2023-06-06,2023-06-07,38,22,60,38,22,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS3,NANGHA-BOGUILA,bOPV,bOPV,Rnd1,21,2021-10-30T00:00:00Z,2021-11-03,2021-11-06,28,32,60,27,31,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS3,NGAOUNDAYE,CAF-2020-002,nOPV2,Rnd1,21,2020-11-13T00:00:00Z,2020-11-17,2020-11-18,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS3,NGAOUNDAYE,CAR-2024-sNIDs-09_nOPV,nOPV2,Rnd1,21,2024-10-06T00:00:00Z,2024-10-10,2024-10-11,28,32,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS3,NGAOUNDAYE,CAR-2024-sNIDs-11_nOPV,nOPV2,Rnd1,21,2024-12-12T00:00:00Z,2024-12-16,2024-12-17,30,30,60,28,29,57,3,Pass,high,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
RCA,RS3,NGAOUNDAYE,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,23,2025-04-24T00:00:00Z,2025-04-28,2025-04-29,29,31,60,28,28,56,4,Fail,moderate,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.07
RCA,RS3,NGAOUNDAYE,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,16,2025-06-26T00:00:00Z,2025-06-30,2025-07-01,32,28,60,31,27,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS3,NGAOUNDAYE,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd1,25,2025-11-28T00:00:00Z,2025-12-02,2025-12-03,47,43,90,44,43,87,3,Pass,high,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS3,NGAOUNDAYE,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd2,13,2026-04-10T00:00:00Z,2026-04-14,2026-04-15,22,28,50,22,27,49,11,Fail,poor,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,90.91,0.22
RCA,RS3,PAOUA,CAF-2020-002,nOPV2,Rnd1,21,2020-11-13T00:00:00Z,2020-11-17,2020-11-18,37,23,60,36,21,57,3,Pass,high,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,33.33,0,33.33,0,0,0,33.33,0.05
RCA,RS3,PAOUA,CAR-2023-05-01_nOPV,nOPV2,Rnd1,12,2023-06-02T00:00:00Z,2023-06-06,2023-06-07,27,33,60,24,30,54,6,Fail,moderate,0,0,6,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0.1
RCA,RS3,PAOUA,CAR-2023-05-01_nOPV,nOPV2,Rnd2,12,2023-09-07T00:00:00Z,2023-09-11,2023-09-12,28,32,60,27,31,58,2,Pass,high,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS3,PAOUA,CAR-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-03-06T00:00:00Z,2024-03-10,2024-03-11,25,35,60,23,31,54,6,Fail,moderate,1,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,16.67,16.67,33.33,0,0,0,33.33,0.1
RCA,RS3,PAOUA,CAR-2024-02-01_nOPV,nOPV2,Rnd2,21,2024-04-12T00:00:00Z,2024-04-16,2024-04-17,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS3,PAOUA,CAR-2024-sNIDs-09_nOPV,nOPV2,Rnd1,21,2024-10-06T00:00:00Z,2024-10-10,2024-10-11,33,27,60,31,24,55,5,Fail,moderate,0,0,5,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,100,0,0,0,0,0.08
RCA,RS3,PAOUA,CAR-2024-sNIDs-11_nOPV,nOPV2,Rnd1,12,2024-12-12T00:00:00Z,2024-12-16,2024-12-17,26,34,60,24,33,57,3,Pass,high,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
RCA,RS3,PAOUA,CENTRALBLK,nOPV2,Rnd2,21,2022-08-15T00:00:00Z,2022-08-19,2022-08-22,29,31,60,28,30,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS3,PAOUA,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-04-24T00:00:00Z,2025-04-28,2025-04-29,33,27,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS3,PAOUA,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-26T00:00:00Z,2025-06-30,2025-07-01,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCA,RS3,PAOUA,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-11-28T00:00:00Z,2025-12-02,2025-12-03,32,28,60,30,26,56,4,Fail,moderate,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,50,0,0,25,0,0.07
RCA,RS3,PAOUA,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd2,21,2026-04-10T00:00:00Z,2026-04-14,2026-04-15,33,27,60,32,26,58,2,Pass,high,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS3,PAOUA,bOPV,bOPV,Rnd1,21,2021-10-31T00:00:00Z,2021-11-04,2021-11-05,29,31,60,28,26,54,6,Fail,moderate,0,0,2,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,33.33,0,0,66.67,0,0.1
RCA,RS4,BAMBARI,CAR-2023-05-01_nOPV,nOPV2,Rnd1,21,2023-06-02T00:00:00Z,2023-06-06,2023-06-07,30,30,60,28,29,57,3,Pass,high,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0,0.05
RCA,RS4,BAMBARI,CAR-2023-05-01_nOPV,nOPV2,Rnd2,21,2023-09-07T00:00:00Z,2023-09-11,2023-09-12,30,30,60,28,29,57,3,Pass,high,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
RCA,RS4,BAMBARI,CAR-2024-02-01_nOPV,nOPV2,Rnd1,21,2024-03-06T00:00:00Z,2024-03-10,2024-03-11,31,29,60,28,29,57,3,Pass,high,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.05
RCA,RS4,BAMBARI,CAR-2024-02-01_nOPV,nOPV2,Rnd2,21,2024-04-12T00:00:00Z,2024-04-16,2024-04-17,30,30,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS4,BAMBARI,CAR-2024-sNIDs-11_nOPV,nOPV2,Rnd1,21,2024-12-12T00:00:00Z,2024-12-16,2024-12-17,31,29,60,28,27,55,5,Fail,moderate,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.08
RCA,RS4,BAMBARI,CENTRALBLK,nOPV2,Rnd1,21,2022-06-12T00:00:00Z,2022-06-16,2022-06-18,25,35,60,24,33,57,3,Pass,high,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
RCA,RS4,BAMBARI,CENTRALBLK,nOPV2,Rnd2,21,2022-08-20T00:00:00Z,2022-08-24,2022-08-25,31,29,60,30,28,58,2,Pass,high,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS4,BAMBARI,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-04-24T00:00:00Z,2025-04-28,2025-04-29,32,28,60,32,26,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS4,BAMBARI,RCA-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-06-26T00:00:00Z,2025-06-30,2025-07-01,31,29,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS4,BAMBARI,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-11-28T00:00:00Z,2025-12-02,2025-12-03,30,30,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
RCA,RS4,BAMBARI,RCA-2025-10-01_nOPV_NIDs,nOPV2,Rnd2,25,2026-04-10T00:00:00Z,2026-04-14,2026-04-15,31,39,70,30,38,68,2,Pass,high,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
RCA,RS4,BAMBARI,bOPV,bOPV,Rnd1,21,2021-10-25T00:00:00Z,2021-10-29,2021-10-31,28,32,60,24,31,55,5,Fail,moderate,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,80,0,0,0.08
