country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_Non_Compliance,r_House_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_Giver_Informed_SIA,abs_reason_farm,abs_reason_other,abs_reason_in_playground,abs_reason_market,abs_reason_travelled,abs_reason_school,nc_reason_no_felt_need,nc_reason_religious_cultural,nc_reason_no_care_giver_consent,nc_reason_child_sick,nc_reason_vaccines_safety,nc_reason_too_many_rnd,nc_reason_others,prct_r_Non_Compliance,prct_r_House_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
CHD,BARH EL GAZAL,CHADRA,CENBLOCK-nOPV,nOPV2,Rnd1,21,2022-05-16T00:00:00Z,2022-05-20,2022-05-22,20,40,60,20,40,60,0,Pass,high,0,0,0,0,0,0,0,83.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BARH EL GAZAL,CHADRA,CENBLOCK-nOPV,nOPV2,Rnd2,6,2022-06-13T00:00:00Z,2022-06-17,2022-06-18,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BARH EL GAZAL,CHADRA,CHD-2023-05-1_nOPV,nOPV2,Rnd1,6,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BARH EL GAZAL,CHADRA,CHD-2023-05-1_nOPV,nOPV2,Rnd2,6,2023-06-16T00:00:00Z,2023-06-20,2023-06-21,25,35,60,24,33,57,3,Pass,high,0,2,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0,0.05
CHD,BARH EL GAZAL,CHADRA,CHD-2023-10-1_nOPV,nOPV2,Rnd1,21,2023-11-10T00:00:00Z,2023-11-14,2023-11-15,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BARH EL GAZAL,CHADRA,CHD-2023-10-1_nOPV,nOPV2,Rnd2,21,2023-12-13T00:00:00Z,2023-12-17,2023-12-18,33,27,60,31,27,58,2,Pass,high,0,0,2,0,0,0,0,93.33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CHD,BARH EL GAZAL,CHADRA,CHD-2024-11-1_nOPV,nOPV2,Rnd1,21,2024-11-22T00:00:00Z,2024-11-26,2024-11-27,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BARH EL GAZAL,CHADRA,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-04-25T00:00:00Z,2025-04-29,2025-04-30,34,26,60,18,13,31,29,Fail,very poor,0,9,12,0,8,0,0,61.67,3,0,5,4,0,0,0,0,0,0,0,0,0,0,31.03,41.38,0,27.59,0,0,0.48
CHD,BARH EL GAZAL,CHADRA,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-06-20T00:00:00Z,2025-06-24,2025-06-25,19,41,60,19,41,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BARH EL GAZAL,CHADRA,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd1,21,2025-10-31T00:00:00Z,2025-11-04,2025-11-05,25,35,60,25,33,58,2,Pass,high,0,1,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0.03
CHD,BARH EL GAZAL,CHADRA,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd2,21,2025-12-05T00:00:00Z,2025-12-09,2025-12-10,30,30,60,29,30,59,1,Pass,high,0,0,1,0,0,1,0,98.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0.02
CHD,BARH EL GAZAL,CHADRA,DONOMANGA,nOPV2,Rnd1,6,2020-11-15T00:00:00Z,2020-11-19,2020-11-20,13,47,60,13,46,59,1,Pass,high,0,0,1,0,0,0,0,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CHD,BARH EL GAZAL,CHADRA,DONOMANGA,nOPV2,Rnd2,21,2020-11-29T00:00:00Z,2020-12-03,2020-12-04,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BARH EL GAZAL,CHADRA,bOPV,bOPV,Rnd1,21,2021-11-01T00:00:00Z,2021-11-05,2021-11-07,23,37,60,22,37,59,1,Pass,high,0,0,1,0,0,0,0,98.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CHD,BARH EL GAZAL,CHADRA,bOPV,bOPV,Rnd2,21,2021-11-22T00:00:00Z,2021-11-26,2021-11-28,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BARH EL GAZAL,MICHEMERE,CENBLOCK-nOPV,nOPV2,Rnd1,6,2022-05-15T00:00:00Z,2022-05-19,2022-05-20,23,37,60,23,35,58,2,Pass,high,0,1,1,0,0,0,0,96.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
CHD,BARH EL GAZAL,MICHEMERE,CENBLOCK-nOPV,nOPV2,Rnd2,21,2022-06-14T00:00:00Z,2022-06-18,2022-06-19,24,36,60,24,35,59,1,Pass,high,0,0,1,0,0,0,0,78.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CHD,BARH EL GAZAL,MICHEMERE,CHD-2023-05-1_nOPV,nOPV2,Rnd1,12,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,25,35,60,25,34,59,1,Pass,high,0,0,1,0,0,0,0,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CHD,BARH EL GAZAL,MICHEMERE,CHD-2023-05-1_nOPV,nOPV2,Rnd2,12,2023-06-16T00:00:00Z,2023-06-20,2023-06-21,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BARH EL GAZAL,MICHEMERE,CHD-2023-10-1_nOPV,nOPV2,Rnd1,21,2023-11-10T00:00:00Z,2023-11-14,2023-11-15,24,36,60,23,34,57,3,Pass,high,0,0,3,0,0,0,0,98.33,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
CHD,BARH EL GAZAL,MICHEMERE,CHD-2023-10-1_nOPV,nOPV2,Rnd2,21,2023-12-13T00:00:00Z,2023-12-17,2023-12-18,26,34,60,25,34,59,1,Pass,high,0,0,1,0,0,0,0,98.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CHD,BARH EL GAZAL,MICHEMERE,CHD-2024-11-1_nOPV,nOPV2,Rnd1,25,2024-11-22T00:00:00Z,2024-11-26,2024-11-27,28,32,60,26,26,52,8,Fail,moderate,7,0,1,0,0,0,0,96.67,1,0,0,0,0,0,1,6,0,0,0,0,0,87.5,0,12.5,0,0,0,0,0.13
CHD,BARH EL GAZAL,MICHEMERE,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd1,19,2025-04-25T00:00:00Z,2025-04-29,2025-04-30,30,30,60,29,29,58,2,Pass,high,0,0,0,0,0,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
CHD,BARH EL GAZAL,MICHEMERE,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-06-20T00:00:00Z,2025-06-24,2025-06-25,29,31,60,18,23,41,19,Fail,poor,0,15,3,1,0,0,0,83.33,0,0,2,0,1,0,0,0,0,0,0,0,0,0,78.95,15.79,5.26,0,0,0,0.32
CHD,BARH EL GAZAL,MICHEMERE,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd1,21,2025-10-31T00:00:00Z,2025-11-04,2025-11-05,30,30,60,29,28,57,3,Pass,high,2,0,0,0,0,1,0,100,0,0,0,0,0,0,2,0,0,0,0,0,0,66.67,0,0,0,0,33.33,0,0.05
CHD,BARH EL GAZAL,MICHEMERE,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd2,21,2025-12-05T00:00:00Z,2025-12-09,2025-12-10,34,26,60,28,17,45,15,Fail,poor,0,0,5,0,0,10,0,100,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,33.33,0,0,66.67,0,0.25
CHD,BARH EL GAZAL,MICHEMERE,DONOMANGA,nOPV2,Rnd1,21,2020-11-15T00:00:00Z,2020-11-19,2020-11-21,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BARH EL GAZAL,MICHEMERE,DONOMANGA,nOPV2,Rnd2,21,2020-11-30T00:00:00Z,2020-12-04,2020-12-05,27,33,60,22,33,55,5,Fail,moderate,0,0,1,0,0,0,4,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,80,0.08
CHD,BARH EL GAZAL,MICHEMERE,bOPV,bOPV,Rnd2,18,2021-11-21T00:00:00Z,2021-11-25,2021-11-26,22,38,60,22,37,59,1,Pass,high,0,0,1,0,0,0,0,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CHD,BARH EL GAZAL,MOUSSORO,CENBLOCK-nOPV,nOPV2,Rnd1,21,2022-05-16T00:00:00Z,2022-05-20,2022-05-22,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BARH EL GAZAL,MOUSSORO,CENBLOCK-nOPV,nOPV2,Rnd2,21,2022-06-14T00:00:00Z,2022-06-18,2022-06-19,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BARH EL GAZAL,MOUSSORO,CHD-2023-05-1_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BARH EL GAZAL,MOUSSORO,CHD-2023-05-1_nOPV,nOPV2,Rnd2,21,2023-06-16T00:00:00Z,2023-06-20,2023-06-21,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BARH EL GAZAL,MOUSSORO,CHD-2023-10-1_nOPV,nOPV2,Rnd1,6,2023-11-10T00:00:00Z,2023-11-14,2023-11-15,26,34,60,25,30,55,5,Fail,moderate,4,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,4,0,0,0,0,80,20,0,0,0,0,0,0.08
CHD,BARH EL GAZAL,MOUSSORO,CHD-2023-10-1_nOPV,nOPV2,Rnd2,21,2023-12-13T00:00:00Z,2023-12-17,2023-12-18,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BARH EL GAZAL,MOUSSORO,CHD-2023-10-1_nOPV,nOPV2,Rnd3,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BARH EL GAZAL,MOUSSORO,CHD-2024-11-1_nOPV,nOPV2,Rnd1,12,2024-11-22T00:00:00Z,2024-11-26,2024-11-27,28,32,60,27,28,55,5,Fail,moderate,0,0,1,0,0,2,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,40,40,0.08
CHD,BARH EL GAZAL,MOUSSORO,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-04-25T00:00:00Z,2025-04-29,2025-04-30,41,19,60,27,15,42,18,Fail,poor,17,1,0,0,0,0,0,98.33,0,0,0,0,0,0,0,17,0,0,0,0,0,94.44,5.56,0,0,0,0,0,0.3
CHD,BARH EL GAZAL,MOUSSORO,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-06-20T00:00:00Z,2025-06-24,2025-06-25,37,23,60,35,21,56,4,Fail,moderate,0,0,2,0,0,2,0,83.33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.07
CHD,BARH EL GAZAL,MOUSSORO,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd1,21,2025-10-31T00:00:00Z,2025-11-04,2025-11-05,31,29,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,91.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CHD,BARH EL GAZAL,MOUSSORO,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd2,21,2025-12-05T00:00:00Z,2025-12-09,2025-12-10,31,29,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CHD,BARH EL GAZAL,MOUSSORO,DONOMANGA,nOPV2,Rnd1,21,2020-11-16T00:00:00Z,2020-11-20,2020-11-22,40,20,60,30,18,48,12,Fail,poor,0,0,1,1,0,0,10,81.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,83.33,0.2
CHD,BARH EL GAZAL,MOUSSORO,DONOMANGA,nOPV2,Rnd2,6,2020-11-29T00:00:00Z,2020-12-03,2020-12-04,20,40,60,19,40,59,1,Pass,high,0,0,1,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CHD,BARH EL GAZAL,MOUSSORO,bOPV,bOPV,Rnd1,6,2021-11-02T00:00:00Z,2021-11-06,2021-11-07,22,38,60,21,35,56,4,Fail,moderate,0,2,0,0,1,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,25,25,0,0.07
CHD,BARH EL GAZAL,MOUSSORO,bOPV,bOPV,Rnd2,21,2021-11-22T00:00:00Z,2021-11-26,2021-11-28,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BARH EL GAZAL,SALAL,CHD-2023-05-1_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BARH EL GAZAL,SALAL,CHD-2023-05-1_nOPV,nOPV2,Rnd2,21,2023-06-16T00:00:00Z,2023-06-20,2023-06-21,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BARH EL GAZAL,SALAL,CHD-2024-11-1_nOPV,nOPV2,Rnd1,21,2024-11-22T00:00:00Z,2024-11-26,2024-11-27,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BARH EL GAZAL,SALAL,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-04-25T00:00:00Z,2025-04-29,2025-04-30,36,24,60,33,24,57,3,Pass,high,2,0,1,0,0,0,0,100,0,0,0,0,1,0,0,0,0,2,0,0,0,66.67,0,33.33,0,0,0,0,0.05
CHD,BARH EL GAZAL,SALAL,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-06-20T00:00:00Z,2025-06-24,2025-06-25,27,33,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CHD,BARH EL GAZAL,SALAL,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd1,21,2025-10-31T00:00:00Z,2025-11-04,2025-11-05,43,17,60,41,17,58,2,Pass,high,0,1,0,0,0,2,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,100,0,0.03
CHD,BARH EL GAZAL,SALAL,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd2,21,2025-12-05T00:00:00Z,2025-12-09,2025-12-10,33,27,60,32,26,58,2,Pass,high,0,0,1,0,0,1,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
CHD,BARH EL GAZAL,SALAL,DONOMANGA,nOPV2,Rnd1,21,2020-11-17T00:00:00Z,2020-11-21,2020-11-23,32,28,60,30,28,58,2,Pass,high,0,0,2,0,0,0,0,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CHD,BARH EL GAZAL,SALAL,DONOMANGA,nOPV2,Rnd2,21,2020-11-30T00:00:00Z,2020-12-04,2020-12-05,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BATHA,ALIFA,CENBLOCK-nOPV,nOPV2,Rnd1,21,2022-05-16T00:00:00Z,2022-05-20,2022-05-22,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BATHA,ALIFA,CENBLOCK-nOPV,nOPV2,Rnd2,22,2022-06-15T00:00:00Z,2022-06-19,2022-06-21,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BATHA,ALIFA,CHA-17DS-02-2020,nOPV2,Rnd1,21,2020-02-25T00:00:00Z,2020-02-29,2020-03-02,35,25,60,35,24,59,1,Pass,high,0,0,1,0,0,0,0,51.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CHD,BATHA,ALIFA,CHD-2023-05-1_nOPV,nOPV2,Rnd2,21,2023-06-16T00:00:00Z,2023-06-20,2023-06-21,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BATHA,ALIFA,CHD-2023-10-1_nOPV,nOPV2,Rnd3,21,2024-05-17T00:00:00Z,2024-05-21,2024-05-22,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BATHA,ALIFA,CHD-2024-11-1_nOPV,nOPV2,Rnd1,21,2024-11-22T00:00:00Z,2024-11-26,2024-11-27,29,31,60,16,20,36,24,Fail,very poor,0,5,5,0,0,14,0,83.33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20.83,20.83,0,0,58.33,0,0.4
CHD,BATHA,ALIFA,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-04-25T00:00:00Z,2025-04-29,2025-04-30,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BATHA,ALIFA,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-06-20T00:00:00Z,2025-06-24,2025-06-25,29,31,60,27,29,56,4,Fail,moderate,0,1,0,0,0,3,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,75,0,0.07
CHD,BATHA,ALIFA,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd1,21,2025-10-31T00:00:00Z,2025-11-04,2025-11-05,25,35,60,23,35,58,2,Pass,high,0,1,0,1,0,0,0,76.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0.03
CHD,BATHA,ALIFA,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd2,21,2025-12-05T00:00:00Z,2025-12-09,2025-12-10,29,31,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CHD,BATHA,ASSINET,CENBLOCK-nOPV,nOPV2,Rnd1,21,2022-05-17T00:00:00Z,2022-05-21,2022-05-22,32,28,60,32,26,58,2,Pass,high,1,0,1,0,0,0,0,98.33,0,0,0,1,0,0,0,0,1,0,0,0,0,50,0,50,0,0,0,0,0.03
CHD,BATHA,ASSINET,CENBLOCK-nOPV,nOPV2,Rnd2,20,2022-06-14T00:00:00Z,2022-06-18,2022-06-19,26,34,60,25,32,57,3,Pass,high,0,3,0,0,0,0,0,83.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.05
CHD,BATHA,ASSINET,CHA-17DS-02-2020,nOPV2,Rnd1,21,2020-02-25T00:00:00Z,2020-02-29,2020-03-02,31,29,60,29,27,56,4,Fail,moderate,0,0,4,0,0,0,0,61.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.07
CHD,BATHA,ASSINET,CHD-2023-05-1_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,35,25,60,31,24,55,5,Fail,moderate,0,1,1,0,0,3,0,96.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,60,0,0.08
CHD,BATHA,ASSINET,CHD-2023-05-1_nOPV,nOPV2,Rnd2,21,2023-06-16T00:00:00Z,2023-06-20,2023-06-21,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BATHA,ASSINET,CHD-2023-10-1_nOPV,nOPV2,Rnd1,21,2023-11-10T00:00:00Z,2023-11-14,2023-11-15,36,24,60,32,23,55,5,Fail,moderate,0,0,0,0,0,4,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0.08
CHD,BATHA,ASSINET,CHD-2023-10-1_nOPV,nOPV2,Rnd2,21,2023-12-13T00:00:00Z,2023-12-17,2023-12-18,27,33,60,27,31,58,2,Pass,high,0,1,1,0,0,0,0,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
CHD,BATHA,ASSINET,CHD-2024-11-1_nOPV,nOPV2,Rnd1,21,2024-11-22T00:00:00Z,2024-11-26,2024-11-27,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,73.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BATHA,ASSINET,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd1,21,2025-04-25T00:00:00Z,2025-04-29,2025-04-30,30,30,60,29,30,59,1,Pass,high,0,0,0,0,0,1,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
CHD,BATHA,ASSINET,CHD-2025-05-1_nOPV_NID,nOPV2,Rnd2,21,2025-06-20T00:00:00Z,2025-06-24,2025-06-25,34,26,60,34,25,59,1,Pass,high,1,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,0.02
CHD,BATHA,ASSINET,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd1,21,2025-10-31T00:00:00Z,2025-11-04,2025-11-05,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BATHA,ASSINET,CHD-2025-10-0n_bOPV-NIDs,bOPV,Rnd2,21,2025-12-05T00:00:00Z,2025-12-09,2025-12-10,27,33,60,27,32,59,1,Pass,high,0,0,1,0,0,1,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0.02
CHD,BATHA,ASSINET,DONOMANGA,nOPV2,Rnd1,23,2020-11-17T00:00:00Z,2020-11-21,2020-11-22,26,34,60,20,30,50,10,Fail,poor,0,3,7,0,0,0,0,100,6,0,0,1,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0.17
CHD,BATHA,ASSINET,DONOMANGA,nOPV2,Rnd2,19,2020-11-30T00:00:00Z,2020-12-04,2020-12-06,28,32,60,27,31,58,2,Pass,high,0,0,2,0,0,0,0,98.33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CHD,BATHA,ASSINET,bOPV,bOPV,Rnd1,21,2021-11-03T00:00:00Z,2021-11-07,2021-11-09,37,23,60,36,22,58,2,Pass,high,0,0,2,0,0,0,0,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CHD,BATHA,ASSINET,bOPV,bOPV,Rnd2,21,2021-11-22T00:00:00Z,2021-11-26,2021-11-27,28,32,60,27,31,58,2,Pass,high,0,0,2,0,0,0,0,96.67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CHD,BATHA,ATI,CENBLOCK-nOPV,nOPV2,Rnd1,21,2022-05-16T00:00:00Z,2022-05-20,2022-05-22,36,24,60,35,22,57,3,Pass,high,1,0,2,0,0,0,0,96.67,0,0,0,1,1,0,0,0,1,0,0,0,0,33.33,0,66.67,0,0,0,0,0.05
CHD,BATHA,ATI,CENBLOCK-nOPV,nOPV2,Rnd2,21,2022-06-14T00:00:00Z,2022-06-18,2022-06-19,34,26,60,33,25,58,2,Pass,high,1,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,50,50,0,0,0,0,0,0.03
CHD,BATHA,ATI,CHD-2023-05-1_nOPV,nOPV2,Rnd1,21,2023-05-26T00:00:00Z,2023-05-30,2023-05-31,27,33,60,26,33,59,1,Pass,high,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0.02
CHD,BATHA,ATI,CHD-2023-05-1_nOPV,nOPV2,Rnd2,21,2023-06-16T00:00:00Z,2023-06-20,2023-06-21,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD,BATHA,ATI,CHD-2023-10-1_nOPV,nOPV2,Rnd1,21,2023-11-10T00:00:00Z,2023-11-14,2023-11-15,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
