country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_travelled,abs_reason_market,abs_reason_other,abs_reason_farm,abs_reason_school,nc_reason_child_sick,nc_reason_no_felt_need,nc_reason_religious_cultural,nc_reason_too_many_rnd,nc_reason_no_care_giver_consent,nc_reason_others,nc_reason_vaccines_safety,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
GHA,GREATER ACCRA,ABLEKUMA WEST,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,28,32,60,28,31,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
GHA,GREATER ACCRA,ABLEKUMA WEST,nOPV2022,nOPV2,Rnd1,21,2022-07-05T00:00:00Z,2022-07-09,2022-08-09,31,29,60,27,26,53,7,Fail,moderate,0,0,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,57.14,42.86,0,0,0,0.12
GHA,GREATER ACCRA,ABLEKUMA WEST,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,29,31,60,18,20,38,22,Fail,very poor,1,2,2,1,0,14,2,0,1,0,1,0,0,0,0,1,0,0,0,0,4.55,9.09,9.09,4.55,0,63.64,9.09,0.37
GHA,GREATER ACCRA,ABLEKUMA WEST,nOPV2022,nOPV2,Rnd3,21,2022-12-16T00:00:00Z,2022-12-20,2022-12-21,27,33,60,19,27,46,14,Fail,poor,1,3,7,3,0,0,0,0,0,0,4,0,3,0,0,0,1,0,0,0,7.14,21.43,50,21.43,0,0,0,0.23
GHA,GREATER ACCRA,ACCRA METRO,AMANSIE SOUTH,nOPV2,Rnd1,20,2020-09-10T00:00:00Z,2020-09-14,2020-09-15,27,33,60,26,29,55,5,Fail,moderate,1,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,20,20,40,0,0,0,20,0.08
GHA,GREATER ACCRA,ACCRA METRO,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,29,31,60,22,29,51,9,Fail,poor,2,2,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,22.22,22.22,11.11,11.11,0,33.33,0,0.15
GHA,GREATER ACCRA,ACCRA METRO,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,31,29,60,21,26,47,13,Fail,poor,0,7,3,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,53.85,23.08,15.38,0,0,7.69,0.22
GHA,GREATER ACCRA,ACCRA METRO,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,29,31,60,23,23,46,14,Fail,poor,0,8,4,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,57.14,28.57,0,0,14.29,0,0.23
GHA,GREATER ACCRA,ACCRA METRO,GHA-2024-10-01_nOPV,nOPV2,MOPUP,21,2025-04-29T00:00:00Z,2025-05-03,2025-06-03,35,25,60,32,22,54,6,Fail,moderate,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,33.33,16.67,0.1
GHA,GREATER ACCRA,ACCRA METRO,nOPV2022,nOPV2,Rnd1,21,2022-07-05T00:00:00Z,2022-07-09,2022-08-09,30,30,60,25,25,50,10,Fail,poor,2,3,2,1,0,2,0,0,0,1,0,0,1,0,0,0,0,2,0,0,20,30,20,10,0,20,0,0.17
GHA,GREATER ACCRA,ACCRA METRO,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,33,27,60,28,19,47,13,Fail,poor,1,5,4,0,0,2,1,0,0,1,3,0,0,0,0,0,0,0,1,0,7.69,38.46,30.77,0,0,15.38,7.69,0.22
GHA,GREATER ACCRA,ACCRA METRO,nOPV2022,nOPV2,Rnd3,21,2022-12-16T00:00:00Z,2022-12-20,2022-12-21,36,24,60,34,23,57,3,Pass,high,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,33.33,0,0.05
GHA,GREATER ACCRA,ADA EAST,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-11T00:00:00Z,2020-09-15,2020-09-16,26,34,60,26,33,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
GHA,GREATER ACCRA,ADA EAST,AMANSIE SOUTH,nOPV2,Rnd2,15,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,28,22,50,28,20,48,12,Fail,poor,0,0,2,0,0,0,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,83.33,0.24
GHA,GREATER ACCRA,ADA EAST,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,38,22,60,36,21,57,3,Pass,high,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,33.33,0,0.05
GHA,GREATER ACCRA,ADA EAST,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,36,24,60,33,24,57,3,Pass,high,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,33.33,0,0,0,0.05
GHA,GREATER ACCRA,ADA EAST,nOPV2022,nOPV2,Rnd1,21,2022-07-05T00:00:00Z,2022-07-09,2022-08-09,31,29,60,24,25,49,11,Fail,poor,0,0,3,0,0,7,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,27.27,0,0,63.64,9.09,0.18
GHA,GREATER ACCRA,ADA EAST,nOPV2022,nOPV2,Rnd2,21,2022-10-09T00:00:00Z,2022-10-13,2022-12-10,33,27,60,30,26,56,4,Fail,moderate,0,1,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,25,75,0,0,0,0,0.07
GHA,GREATER ACCRA,ADA WEST,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-10T00:00:00Z,2020-09-14,2020-09-15,25,35,60,25,32,57,3,Pass,high,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
GHA,GREATER ACCRA,ADA WEST,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,32,28,60,30,27,57,3,Pass,high,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,0,33.33,0.05
GHA,GREATER ACCRA,ADA WEST,GHA-2024-10-01_nOPV,nOPV2,Rnd1,22,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,30,30,60,16,16,32,28,Fail,very poor,0,2,4,0,0,22,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7.14,14.29,0,0,78.57,0,0.47
GHA,GREATER ACCRA,ADA WEST,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,31,29,60,30,28,58,2,Pass,high,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
GHA,GREATER ACCRA,ADA WEST,nOPV2022,nOPV2,Rnd1,21,2022-07-05T00:00:00Z,2022-07-09,2022-08-09,42,18,60,42,18,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,GREATER ACCRA,ADA WEST,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,33,27,60,32,25,57,3,Pass,high,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
GHA,GREATER ACCRA,ADENTAN,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-10T00:00:00Z,2020-09-14,2020-09-15,27,33,60,26,30,56,4,Fail,moderate,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,50,0,0.07
GHA,GREATER ACCRA,ADENTAN,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,34,26,60,28,22,50,10,Fail,poor,0,0,9,1,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0.17
GHA,GREATER ACCRA,ADENTAN,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,24,36,60,17,24,41,19,Fail,poor,0,9,1,0,0,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47.37,5.26,0,0,15.79,31.58,0.32
GHA,GREATER ACCRA,ADENTAN,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,27,33,60,15,22,37,23,Fail,very poor,1,11,8,1,0,1,1,0,1,0,7,0,0,0,0,0,0,0,0,1,4.35,47.83,34.78,4.35,0,4.35,4.35,0.38
GHA,GREATER ACCRA,ADENTAN,GHA-2024-10-01_nOPV,nOPV2,MOPUP,21,2025-04-29T00:00:00Z,2025-05-03,2025-06-03,29,31,60,28,29,57,3,Pass,high,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,33.33,33.33,33.33,0,0,0,0,0.05
GHA,GREATER ACCRA,ADENTAN,nOPV2022,nOPV2,Rnd1,21,2022-07-05T00:00:00Z,2022-07-09,2022-08-09,29,31,60,25,25,50,10,Fail,poor,0,3,7,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0.17
GHA,GREATER ACCRA,ADENTAN,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,26,34,60,24,28,52,8,Fail,moderate,0,0,8,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.13
GHA,GREATER ACCRA,ADENTAN,nOPV2022,nOPV2,Rnd3,21,2022-12-16T00:00:00Z,2022-12-20,2022-12-21,32,28,60,31,28,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
GHA,GREATER ACCRA,ASHAIMAN,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-11T00:00:00Z,2020-09-15,2020-09-16,28,32,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
GHA,GREATER ACCRA,ASHAIMAN,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,28,32,60,28,31,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
GHA,GREATER ACCRA,ASHAIMAN,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,24,36,60,21,28,49,11,Fail,poor,0,6,5,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,54.55,45.45,0,0,0,0,0.18
GHA,GREATER ACCRA,ASHAIMAN,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,27,33,60,24,31,55,5,Fail,moderate,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.08
GHA,GREATER ACCRA,ASHAIMAN,nOPV2022,nOPV2,Rnd1,21,2022-08-05T00:00:00Z,2022-08-09,2022-09-09,27,33,60,16,20,36,24,Fail,very poor,0,5,6,0,0,10,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,20.83,25,0,0,41.67,12.5,0.4
GHA,GREATER ACCRA,ASHAIMAN,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,28,32,60,22,26,48,12,Fail,poor,0,4,2,0,0,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,33.33,16.67,0,0,25,25,0.2
GHA,GREATER ACCRA,AYAWASO CENTRAL,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-11T00:00:00Z,2020-09-15,2020-09-16,41,19,60,41,19,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,GREATER ACCRA,AYAWASO CENTRAL,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,35,25,60,34,24,58,2,Pass,high,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
GHA,GREATER ACCRA,AYAWASO CENTRAL,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,30,30,60,24,22,46,14,Fail,poor,0,3,4,0,2,5,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,21.43,28.57,0,14.29,35.71,0,0.23
GHA,GREATER ACCRA,AYAWASO CENTRAL,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,26,34,60,21,32,53,7,Fail,moderate,0,2,4,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,28.57,57.14,0,14.29,0,0,0.12
GHA,GREATER ACCRA,AYAWASO CENTRAL,nOPV2022,nOPV2,Rnd1,21,2022-07-05T00:00:00Z,2022-07-09,2022-08-09,40,20,60,40,20,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,GREATER ACCRA,AYAWASO CENTRAL,nOPV2022,nOPV2,Rnd2,21,2022-10-09T00:00:00Z,2022-10-13,2022-12-10,43,17,60,43,17,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,GREATER ACCRA,AYAWASO EAST,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-11T00:00:00Z,2020-09-15,2020-09-16,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,GREATER ACCRA,AYAWASO EAST,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,43,17,60,43,17,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,GREATER ACCRA,AYAWASO EAST,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,26,34,60,19,22,41,19,Fail,poor,1,5,9,0,0,2,2,0,4,3,0,0,2,0,0,0,1,0,0,0,5.26,26.32,47.37,0,0,10.53,10.53,0.32
GHA,GREATER ACCRA,AYAWASO EAST,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,32,28,60,22,20,42,18,Fail,poor,0,11,5,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,61.11,27.78,0,0,5.56,5.56,0.3
GHA,GREATER ACCRA,AYAWASO EAST,GHA-2024-10-01_nOPV,nOPV2,MOPUP,21,2025-04-29T00:00:00Z,2025-05-03,2025-06-03,31,29,60,29,23,52,8,Fail,moderate,0,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62.5,12.5,25,0,0,0,0.13
GHA,GREATER ACCRA,AYAWASO EAST,nOPV2022,nOPV2,Rnd1,21,2022-06-05T00:00:00Z,2022-06-09,2022-08-09,30,30,60,28,28,56,4,Fail,moderate,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,75,25,0,0,0,0,0,0.07
GHA,GREATER ACCRA,AYAWASO EAST,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,GREATER ACCRA,AYAWASO NORTH,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-10T00:00:00Z,2020-09-14,2020-09-15,41,19,60,40,19,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
GHA,GREATER ACCRA,AYAWASO NORTH,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,29,31,60,28,30,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
GHA,GREATER ACCRA,AYAWASO NORTH,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,37,23,60,21,15,36,24,Fail,very poor,0,7,12,2,0,1,2,0,2,0,6,0,4,0,0,0,0,0,0,0,0,29.17,50,8.33,0,4.17,8.33,0.4
GHA,GREATER ACCRA,AYAWASO NORTH,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,30,30,60,26,24,50,10,Fail,poor,1,0,6,0,2,1,0,0,1,0,5,0,0,0,1,0,0,0,0,0,10,0,60,0,20,10,0,0.17
GHA,GREATER ACCRA,AYAWASO NORTH,GHA-2024-10-01_nOPV,nOPV2,MOPUP,21,2025-04-29T00:00:00Z,2025-05-03,2025-06-03,28,32,60,26,31,57,3,Pass,high,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
GHA,GREATER ACCRA,AYAWASO NORTH,nOPV2022,nOPV2,Rnd1,21,2022-07-05T00:00:00Z,2022-07-09,2022-08-09,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,GREATER ACCRA,AYAWASO NORTH,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,GREATER ACCRA,AYAWASO WEST,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-10T00:00:00Z,2020-09-14,2020-09-15,25,35,60,24,31,55,5,Fail,moderate,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,20,40,40,0,0,0,0,0.08
GHA,GREATER ACCRA,AYAWASO WEST,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,33,27,60,33,25,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
GHA,GREATER ACCRA,AYAWASO WEST,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,21,39,60,19,36,55,5,Fail,moderate,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,20,0,0,0,20,0.08
GHA,GREATER ACCRA,AYAWASO WEST,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,28,32,60,21,26,47,13,Fail,poor,1,9,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.69,69.23,7.69,0,0,15.38,0,0.22
GHA,GREATER ACCRA,AYAWASO WEST,nOPV2022,nOPV2,Rnd1,21,2022-07-05T00:00:00Z,2022-07-09,2022-08-09,41,19,60,36,15,51,9,Fail,poor,0,4,5,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,44.44,55.56,0,0,0,0,0.15
GHA,GREATER ACCRA,AYAWASO WEST,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,GREATER ACCRA,GA CENTRAL,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-10T00:00:00Z,2020-09-14,2020-09-15,38,22,60,34,21,55,5,Fail,moderate,0,2,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0.08
GHA,GREATER ACCRA,GA CENTRAL,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,28,32,60,19,24,43,17,Fail,poor,2,10,4,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,1,11.76,58.82,23.53,0,0,0,5.88,0.28
GHA,GREATER ACCRA,GA CENTRAL,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,33,27,60,24,17,41,19,Fail,poor,0,14,4,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,73.68,21.05,0,0,5.26,0,0.32
GHA,GREATER ACCRA,GA CENTRAL,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,25,35,60,19,30,49,11,Fail,poor,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18.18,81.82,0,0,0,0,0,0.18
GHA,GREATER ACCRA,GA CENTRAL,GHA-2024-10-01_nOPV,nOPV2,MOPUP,21,2025-04-29T00:00:00Z,2025-05-03,2025-06-03,31,29,60,26,26,52,8,Fail,moderate,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,12.5,12.5,0,0.13
GHA,GREATER ACCRA,GA CENTRAL,nOPV2022,nOPV2,Rnd1,21,2022-06-05T00:00:00Z,2022-06-09,2022-07-09,41,19,60,40,19,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
GHA,GREATER ACCRA,GA CENTRAL,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,35,25,60,33,25,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
GHA,GREATER ACCRA,GA EAST,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-11T00:00:00Z,2020-09-15,2020-09-16,36,24,60,22,18,40,20,Fail,very poor,0,14,5,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,70,25,5,0,0,0,0.33
GHA,GREATER ACCRA,GA EAST,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,23,37,60,20,32,52,8,Fail,moderate,0,5,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,62.5,25,0,0,12.5,0,0.13
GHA,GREATER ACCRA,GA EAST,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,34,26,60,30,23,53,7,Fail,moderate,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14.29,57.14,14.29,14.29,0,0,0,0.12
GHA,GREATER ACCRA,GA EAST,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,31,29,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
GHA,GREATER ACCRA,GA EAST,nOPV2022,nOPV2,Rnd1,21,2022-08-05T00:00:00Z,2022-08-09,2022-09-09,35,25,60,24,19,43,17,Fail,poor,1,10,4,0,0,1,1,0,0,0,3,0,1,0,1,0,0,0,0,0,5.88,58.82,23.53,0,0,5.88,5.88,0.28
GHA,GREATER ACCRA,GA EAST,nOPV2022,nOPV2,Rnd2,21,2022-10-09T00:00:00Z,2022-10-13,2022-12-10,27,33,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
GHA,GREATER ACCRA,GA NORTH,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-10T00:00:00Z,2020-09-14,2020-09-15,24,36,60,21,30,51,9,Fail,poor,1,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.11,44.44,0,0,0,33.33,11.11,0.15
GHA,GREATER ACCRA,GA NORTH,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,43,17,60,42,14,56,4,Fail,moderate,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,50,25,25,0,0,0,0,0.07
GHA,GREATER ACCRA,GA NORTH,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,26,34,60,23,31,54,6,Fail,moderate,0,2,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.1
GHA,GREATER ACCRA,GA NORTH,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,31,29,60,26,26,52,8,Fail,moderate,0,2,4,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,25,50,0,0,25,0,0.13
GHA,GREATER ACCRA,GA NORTH,nOPV2022,nOPV2,Rnd1,21,2022-07-05T00:00:00Z,2022-07-09,2022-08-09,32,28,60,27,23,50,10,Fail,poor,0,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80,10,0,0,0,10,0.17
GHA,GREATER ACCRA,GA NORTH,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,30,30,60,21,21,42,18,Fail,poor,0,1,2,0,0,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.56,11.11,0,0,83.33,0,0.3
GHA,GREATER ACCRA,GA NORTH,nOPV2022,nOPV2,Rnd3,21,2022-12-16T00:00:00Z,2022-12-20,2022-12-21,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,GREATER ACCRA,GA SOUTH,AMANSIE SOUTH,nOPV2,Rnd1,20,2020-09-10T00:00:00Z,2020-09-14,2020-09-15,28,32,60,25,31,56,4,Fail,moderate,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.07
