country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_Non_Compliance,r_House_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_Giver_Informed_SIA,abs_reason_travelled,abs_reason_farm,abs_reason_school,abs_reason_market,abs_reason_in_playground,abs_reason_other,nc_reason_others,nc_reason_no_care_giver_consent,nc_reason_covid_19,nc_reason_child_sick,nc_reason_vaccines_safety,nc_reason_no_felt_need,prct_r_Non_Compliance,prct_r_House_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
LIB,BOMI,SUEHN MECCA,Liberia,nOPV2,Rnd2,13,2021-05-29T00:00:00Z,2021-06-02,2021-06-04,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,BONG,FUAMAH,LBR-2024-05-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,30,30,60,15,18,33,27,Fail,very poor,0,27,0,0,0,0,0,38.33,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.45
LIB,BONG,FUAMAH,LBR-2024-05-01_nOPV,nOPV2,Rnd2,23,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,BONG,FUAMAH,LBR-2024-05-01_nOPV,nOPV2,Rnd3,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,BONG,JORQUELLEH,LBR-2024-05-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,33,27,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
LIB,BONG,JORQUELLEH,LBR-2024-05-01_nOPV,nOPV2,Rnd2,21,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,91.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,BONG,JORQUELLEH,LBR-2024-05-01_nOPV,nOPV2,Rnd3,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,35,25,60,34,23,57,3,Pass,high,0,0,3,0,0,0,0,100,0,3,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
LIB,BONG,JORQUELLEH,Liberia,nOPV2,Rnd2,21,2021-05-31T00:00:00Z,2021-06-04,2021-06-06,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,BONG,KOKOYAH,LBR-2024-05-01_nOPV,nOPV2,Rnd1,26,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,BONG,KOKOYAH,LBR-2024-05-01_nOPV,nOPV2,Rnd2,21,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,BONG,KOKOYAH,LBR-2024-05-01_nOPV,nOPV2,Rnd3,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,BONG,KPAAI,LBR-2024-05-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,BONG,KPAAI,LBR-2024-05-01_nOPV,nOPV2,Rnd2,21,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,25,35,60,24,35,59,1,Pass,high,0,0,0,0,0,0,1,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
LIB,BONG,KPAAI,LBR-2024-05-01_nOPV,nOPV2,Rnd3,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,BONG,PANTA,LBR-2024-05-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,BONG,PANTA,LBR-2024-05-01_nOPV,nOPV2,Rnd2,6,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,BONG,PANTA,LBR-2024-05-01_nOPV,nOPV2,Rnd3,14,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,BONG,SALALA,LBR-2024-05-01_nOPV,nOPV2,Rnd1,22,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,35,25,60,34,25,59,1,Pass,high,0,0,1,0,0,0,0,8.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
LIB,BONG,SALALA,LBR-2024-05-01_nOPV,nOPV2,Rnd2,23,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,BONG,SALALA,LBR-2024-05-01_nOPV,nOPV2,Rnd3,7,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,34,26,60,33,22,55,5,Fail,moderate,0,0,4,1,0,0,0,96.67,0,4,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0.08
LIB,BONG,SALALA,Liberia,nOPV2,Rnd2,21,2021-05-31T00:00:00Z,2021-06-04,2021-06-08,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,BONG,SANOYEA,LBR-2024-05-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,BONG,SANOYEA,LBR-2024-05-01_nOPV,nOPV2,Rnd2,11,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,BONG,SANOYEA,LBR-2024-05-01_nOPV,nOPV2,Rnd3,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,34,26,60,32,24,56,4,Fail,moderate,0,0,0,0,0,0,4,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.07
LIB,BONG,SUAKOKO,LBR-2024-05-01_nOPV,nOPV2,Rnd1,10,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,45,15,60,45,15,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,BONG,SUAKOKO,LBR-2024-05-01_nOPV,nOPV2,Rnd2,21,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,41,19,60,41,19,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,BONG,SUAKOKO,LBR-2024-05-01_nOPV,nOPV2,Rnd3,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,27,33,60,19,25,44,16,Fail,poor,1,4,5,0,1,4,1,43.33,2,2,1,0,0,0,1,0,0,0,0,0,6.25,25,31.25,0,6.25,25,6.25,0.27
LIB,BONG,ZOTA,LBR-2024-05-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,BONG,ZOTA,LBR-2024-05-01_nOPV,nOPV2,Rnd2,21,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,BONG,ZOTA,LBR-2024-05-01_nOPV,nOPV2,Rnd3,23,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GBARPOLU,BELLEH DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,35,25,60,28,18,46,14,Fail,poor,0,4,3,0,0,5,2,88.33,0,3,0,0,0,0,0,0,0,0,0,0,0,28.57,21.43,0,0,35.71,14.29,0.23
LIB,GBARPOLU,BELLEH DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd2,12,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,27,33,60,21,29,50,10,Fail,poor,0,0,9,1,0,0,0,90,0,9,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0.17
LIB,GBARPOLU,BELLEH DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd3,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,35,25,60,34,25,59,1,Pass,high,0,0,1,0,0,0,0,93.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
LIB,GBARPOLU,BOKOMU DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GBARPOLU,BOKOMU DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd2,21,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,86.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GBARPOLU,BOKOMU DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd3,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GBARPOLU,BOPOLU DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GBARPOLU,BOPOLU DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd2,21,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GBARPOLU,BOPOLU DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd3,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GBARPOLU,BOPOLU DISTRICT,Liberia,nOPV2,Rnd2,21,2021-05-29T00:00:00Z,2021-06-02,2021-06-04,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GBARPOLU,GBARMA DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd1,15,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,28,22,50,28,22,50,10,Fail,poor,0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.2
LIB,GBARPOLU,GBARMA DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd2,21,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GBARPOLU,GBARMA DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd3,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,38,22,60,38,22,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GBARPOLU,GBARMA DISTRICT,Liberia,nOPV2,Rnd2,21,2021-05-30T00:00:00Z,2021-06-03,2021-06-05,35,25,60,34,25,59,1,Pass,high,0,0,1,0,0,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
LIB,GBARPOLU,KONGBA DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd1,26,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,23,37,60,22,37,59,1,Pass,high,0,1,0,0,0,0,0,96.67,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
LIB,GBARPOLU,KONGBA DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd2,16,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GBARPOLU,KONGBA DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd3,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GRAND BASSA,BUCHANAN DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,34,26,60,31,24,55,5,Fail,moderate,0,0,5,0,0,0,0,93.33,1,4,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.08
LIB,GRAND BASSA,BUCHANAN DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd2,21,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,34,26,60,29,23,52,8,Fail,moderate,0,1,6,0,1,0,0,90,4,2,0,0,0,0,0,0,0,0,0,0,0,12.5,75,0,12.5,0,0,0.13
LIB,GRAND BASSA,BUCHANAN DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd3,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,32,28,60,32,27,59,1,Pass,high,0,0,0,0,0,1,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
LIB,GRAND BASSA,BUCHANAN DISTRICT,Liberia,nOPV2,Rnd1,5,2021-03-31T00:00:00Z,2021-04-04,2021-04-05,10,10,20,10,10,20,40,Fail,very poor,0,0,0,0,0,0,40,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2
LIB,GRAND BASSA,BUCHANAN DISTRICT,Liberia,nOPV2,Rnd2,21,2021-06-03T00:00:00Z,2021-06-07,2021-06-08,27,33,60,22,31,53,7,Fail,moderate,0,1,4,0,0,0,2,76.67,1,1,1,1,0,0,0,0,0,0,0,0,0,14.29,57.14,0,0,0,28.57,0.12
LIB,GRAND BASSA,CAMPWOOD DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,26,34,60,4,6,10,50,Fail,very poor,0,50,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.83
LIB,GRAND BASSA,CAMPWOOD DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd2,21,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,22,38,60,22,38,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GRAND BASSA,CAMPWOOD DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd3,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GRAND BASSA,DISTRICT # 1,LBR-2024-05-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,27,33,60,13,13,26,34,Fail,very poor,0,30,2,1,0,1,0,68.33,1,1,0,0,0,0,0,0,0,0,0,0,0,88.24,5.88,2.94,0,2.94,0,0.57
LIB,GRAND BASSA,DISTRICT # 1,LBR-2024-05-01_nOPV,nOPV2,Rnd2,21,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,26,34,60,16,21,37,23,Fail,very poor,0,16,0,0,2,1,4,53.33,0,0,0,0,0,0,0,0,0,0,0,0,0,69.57,0,0,8.7,4.35,17.39,0.38
LIB,GRAND BASSA,DISTRICT # 1,LBR-2024-05-01_nOPV,nOPV2,Rnd3,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GRAND BASSA,DISTRICT # 1,Liberia,nOPV2,Rnd2,21,2021-05-31T00:00:00Z,2021-06-04,2021-06-06,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GRAND BASSA,DISTRICT # 2,LBR-2024-05-01_nOPV,nOPV2,Rnd1,17,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,34,26,60,30,26,56,4,Fail,moderate,0,0,4,0,0,0,0,93.33,0,4,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.07
LIB,GRAND BASSA,DISTRICT # 2,LBR-2024-05-01_nOPV,nOPV2,Rnd2,21,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,28,32,60,24,25,49,11,Fail,poor,0,4,6,0,1,0,0,85,0,5,1,0,0,0,0,0,0,0,0,0,0,36.36,54.55,0,9.09,0,0,0.18
LIB,GRAND BASSA,DISTRICT # 2,LBR-2024-05-01_nOPV,nOPV2,Rnd3,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,20,40,60,18,37,55,5,Fail,moderate,0,0,3,0,0,2,0,23.33,1,2,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,40,0,0.08
LIB,GRAND BASSA,DISTRICT # 3 A&B,LBR-2024-05-01_nOPV,nOPV2,Rnd1,10,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,22,18,40,17,12,29,31,Fail,very poor,0,4,5,0,0,2,20,70,0,4,0,1,0,0,0,0,0,0,0,0,0,12.9,16.13,0,0,6.45,64.52,0.78
LIB,GRAND BASSA,DISTRICT # 3 A&B,LBR-2024-05-01_nOPV,nOPV2,Rnd2,21,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,31,29,60,13,14,27,33,Fail,very poor,0,29,1,0,0,3,0,50,0,1,0,0,0,0,0,0,0,0,0,0,0,87.88,3.03,0,0,9.09,0,0.55
LIB,GRAND BASSA,DISTRICT # 3 A&B,LBR-2024-05-01_nOPV,nOPV2,Rnd3,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GRAND BASSA,DISTRICT # 3 C,LBR-2024-05-01_nOPV,nOPV2,Rnd1,6,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,10,20,30,10,20,30,30,Fail,very poor,0,0,0,0,0,0,30,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1
LIB,GRAND BASSA,DISTRICT # 3 C,LBR-2024-05-01_nOPV,nOPV2,Rnd2,21,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,30,30,60,25,25,50,10,Fail,poor,0,0,0,0,0,0,10,83.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.17
LIB,GRAND BASSA,DISTRICT # 3 C,LBR-2024-05-01_nOPV,nOPV2,Rnd3,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GRAND BASSA,DISTRICT # 4,LBR-2024-05-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,31,29,60,21,18,39,21,Fail,very poor,0,19,1,0,0,0,1,33.33,0,1,0,0,0,0,0,0,0,0,0,0,0,90.48,4.76,0,0,0,4.76,0.35
LIB,GRAND BASSA,DISTRICT # 4,LBR-2024-05-01_nOPV,nOPV2,Rnd2,21,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GRAND BASSA,DISTRICT # 4,LBR-2024-05-01_nOPV,nOPV2,Rnd3,22,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,32,28,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,83.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
LIB,GRAND BASSA,OWENSGROVE DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,32,28,60,29,28,57,3,Pass,high,0,0,2,0,0,1,0,96.67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,33.33,0,0.05
LIB,GRAND BASSA,OWENSGROVE DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd2,21,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,25,35,60,25,35,60,0,Pass,high,0,0,0,0,0,0,0,86.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GRAND BASSA,OWENSGROVE DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd3,20,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,29,31,60,29,29,58,2,Pass,high,0,1,1,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
LIB,GRAND CAPE MOUNT,COMMONWEALTH-C DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd1,11,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,26,34,60,25,34,59,1,Pass,high,0,0,1,0,0,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
LIB,GRAND CAPE MOUNT,COMMONWEALTH-C DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd2,21,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GRAND CAPE MOUNT,COMMONWEALTH-C DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd3,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,32,28,60,26,27,53,7,Fail,moderate,0,0,0,0,0,0,7,71.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.12
LIB,GRAND CAPE MOUNT,GARWULA DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd1,20,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,32,28,60,30,28,58,2,Pass,high,0,0,2,0,0,0,0,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
LIB,GRAND CAPE MOUNT,GARWULA DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd2,21,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,37,23,60,37,23,60,0,Pass,high,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GRAND CAPE MOUNT,GARWULA DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd3,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GRAND CAPE MOUNT,GARWULA DISTRICT,Liberia,nOPV2,Rnd2,21,2021-05-29T00:00:00Z,2021-06-02,2021-06-04,38,22,60,38,22,60,0,Pass,high,0,0,0,0,0,0,0,98.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GRAND CAPE MOUNT,GOLA KONNEH DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,21,39,60,17,32,49,11,Fail,poor,0,10,1,0,0,0,0,98.33,1,0,0,0,0,0,0,0,0,0,0,0,0,90.91,9.09,0,0,0,0,0.18
LIB,GRAND CAPE MOUNT,GOLA KONNEH DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd2,12,2024-06-07T00:00:00Z,2024-06-11,2024-06-12,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GRAND CAPE MOUNT,GOLA KONNEH DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd3,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,91.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIB,GRAND CAPE MOUNT,PORKPA DISTRICT,LBR-2024-05-01_nOPV,nOPV2,Rnd1,9,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,36,24,60,25,15,40,20,Fail,very poor,0,17,3,0,0,0,0,60,0,2,0,1,0,0,0,0,0,0,0,0,0,85,15,0,0,0,0,0.33
