country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_farm,abs_reason_travelled,abs_reason_in_playground,abs_reason_other,abs_reason_market,abs_reason_school,nc_reason_others,nc_reason_no_felt_need,nc_reason_vaccines_safety,nc_reason_no_care_giver_consent,nc_reason_child_sick,nc_reason_religious_cultural,nc_reason_too_many_rnd,nc_reason_covid_19,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
COG,POOL,KINDAMBA,CNG-2024-08-BOPV,bOPV,Rnd1,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,POOL,KINDAMBA,nVPO,nOPV2,Rnd1,36,2021-05-28T00:00:00Z,2021-06-01,2021-06-02,25,35,60,19,27,46,14,Fail,poor,10,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,5,0,0,3,0,0,71.43,7.14,7.14,7.14,0,0,7.14,0.23
COG,POOL,KINDAMBA,nVPO,nOPV2,Rnd2,30,2021-08-21T00:00:00Z,2021-08-25,2021-08-25,19,41,60,17,35,52,8,Fail,moderate,2,0,6,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,25,0,75,0,0,0,0,0.13
COG,POOL,KINKALA BOKO,CNG-2023-05-bOPV,bOPV,Rnd1,19,2023-06-09T00:00:00Z,2023-06-13,2023-06-14,24,36,60,24,32,56,4,Fail,moderate,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,50,0,0.07
COG,POOL,KINKALA BOKO,CNG-2023-05-bOPV,bOPV,Rnd2,17,2023-08-25T00:00:00Z,2023-08-29,2023-08-30,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,POOL,KINKALA BOKO,CNG-2023-10-nOPV,nOPV2,Rnd1,25,2023-12-12T00:00:00Z,2023-12-16,2023-12-17,26,34,60,23,32,55,5,Fail,moderate,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,20,0,0.08
COG,POOL,KINKALA BOKO,CNG-2023-10-nOPV,nOPV2,Rnd2,21,2024-03-31T00:00:00Z,2024-04-04,2024-04-06,31,29,60,28,27,55,5,Fail,moderate,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,40,20,0.08
COG,POOL,KINKALA BOKO,CNG-2024-08-BOPV,bOPV,Rnd1,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,POOL,KINKALA BOKO,nVPO,nOPV2,Rnd1,12,2021-05-29T00:00:00Z,2021-06-02,2021-06-04,29,31,60,28,29,57,3,Pass,high,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,33.33,0.05
COG,POOL,KINKALA BOKO,nVPO,nOPV2,Rnd2,20,2021-08-20T00:00:00Z,2021-08-24,2021-08-28,25,25,50,25,25,50,10,Fail,poor,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.2
COG,POOL,KINTÉLÉ,CNG-2023-05-bOPV,bOPV,Rnd1,12,2023-06-09T00:00:00Z,2023-06-13,2023-06-14,32,28,60,31,25,56,4,Fail,moderate,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,25,25,0.07
COG,POOL,KINTÉLÉ,CNG-2023-05-bOPV,bOPV,Rnd2,21,2023-08-25T00:00:00Z,2023-08-29,2023-08-30,29,31,60,14,19,33,27,Fail,very poor,6,16,4,0,0,1,0,0,0,1,0,0,3,0,0,3,1,0,0,0,0,2,22.22,59.26,14.81,0,0,3.7,0,0.45
COG,POOL,KINTÉLÉ,CNG-2023-10-nOPV,nOPV2,Rnd1,22,2023-12-10T00:00:00Z,2023-12-14,2023-12-14,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,POOL,KINTÉLÉ,CNG-2023-10-nOPV,nOPV2,Rnd2,21,2024-03-31T00:00:00Z,2024-04-04,2024-04-06,30,30,60,30,26,56,4,Fail,moderate,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,0,0,0,50,25,0,0.07
COG,POOL,KINTÉLÉ,CNG-2024-08-BOPV,bOPV,Rnd1,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,POOL,KINTÉLÉ,nVPO,nOPV2,Rnd1,12,2021-05-28T00:00:00Z,2021-06-01,2021-06-01,27,33,60,20,21,41,19,Fail,poor,0,3,5,0,0,0,11,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,15.79,26.32,0,0,0,57.89,0.32
COG,POOL,KINTÉLÉ,nVPO,nOPV2,Rnd2,36,2021-08-21T00:00:00Z,2021-08-25,2021-08-26,32,28,60,24,23,47,13,Fail,poor,2,8,1,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,15.38,61.54,7.69,0,0,0,15.38,0.22
COG,POOL,MINDOULI,CNG-2023-05-bOPV,bOPV,Rnd1,20,2023-06-09T00:00:00Z,2023-06-13,2023-06-14,37,23,60,32,19,51,9,Fail,poor,1,0,8,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,0,11.11,0,88.89,0,0,0,0,0.15
COG,POOL,MINDOULI,CNG-2023-05-bOPV,bOPV,Rnd2,21,2023-08-25T00:00:00Z,2023-08-29,2023-08-30,27,33,60,19,24,43,17,Fail,poor,0,9,4,0,0,4,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,52.94,23.53,0,0,23.53,0,0.28
COG,POOL,MINDOULI,CNG-2023-10-nOPV,nOPV2,Rnd1,21,2023-12-11T00:00:00Z,2023-12-15,2023-12-18,36,24,60,28,20,48,12,Fail,poor,0,8,3,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66.67,25,0,0,8.33,0,0.2
COG,POOL,MINDOULI,CNG-2023-10-nOPV,nOPV2,Rnd2,21,2024-03-31T00:00:00Z,2024-04-04,2024-04-05,34,26,60,32,24,56,4,Fail,moderate,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,75,0,0.07
COG,POOL,MINDOULI,CNG-2024-08-BOPV,bOPV,Rnd1,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,POOL,MINDOULI,nVPO,nOPV2,Rnd1,24,2021-05-28T00:00:00Z,2021-06-01,2021-06-02,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,POOL,MINDOULI,nVPO,nOPV2,Rnd2,36,2021-08-21T00:00:00Z,2021-08-25,2021-08-25,26,34,60,25,32,57,3,Pass,high,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,66.67,0,0.05
COG,SANGHA,OUESSO,CNG-2023-05-bOPV,bOPV,Rnd1,21,2023-06-09T00:00:00Z,2023-06-13,2023-06-14,24,36,60,19,27,46,14,Fail,poor,0,10,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.43,28.57,0,0,0,0,0.23
COG,SANGHA,OUESSO,CNG-2023-05-bOPV,bOPV,Rnd2,21,2023-08-25T00:00:00Z,2023-08-29,2023-08-30,31,29,60,30,28,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
COG,SANGHA,OUESSO,CNG-2023-10-nOPV,nOPV2,Rnd1,21,2023-12-17T00:00:00Z,2023-12-21,2023-12-24,28,32,60,25,27,52,8,Fail,moderate,1,0,3,0,0,4,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,12.5,0,37.5,0,0,50,0,0.13
COG,SANGHA,OUESSO,CNG-2023-10-nOPV,nOPV2,Rnd2,21,2024-03-31T00:00:00Z,2024-04-04,2024-04-07,23,37,60,22,37,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
COG,SANGHA,OUESSO,CNG-2024-08-BOPV,bOPV,Rnd1,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,25,35,60,25,33,58,2,Pass,high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
COG,SANGHA,OUESSO,nVPO,nOPV2,Rnd1,8,2021-05-29T00:00:00Z,2021-06-02,2021-06-04,29,31,60,23,25,48,12,Fail,poor,2,4,3,1,0,1,1,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,16.67,33.33,25,8.33,0,8.33,8.33,0.2
COG,SANGHA,OUESSO,nVPO,nOPV2,Rnd2,23,2021-08-21T00:00:00Z,2021-08-25,2021-08-28,32,28,60,30,28,58,2,Pass,high,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,50,0,50,0,0,0,0,0.03
COG,SANGHA,SEMBE,CNG-2023-05-bOPV,bOPV,Rnd1,19,2023-06-09T00:00:00Z,2023-06-13,2023-06-14,28,32,60,20,25,45,15,Fail,poor,4,10,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,26.67,66.67,6.67,0,0,0,0,0.25
COG,SANGHA,SEMBE,CNG-2023-05-bOPV,bOPV,Rnd2,21,2023-08-25T00:00:00Z,2023-08-29,2023-08-30,27,33,60,24,28,52,8,Fail,moderate,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.13
COG,SANGHA,SEMBE,CNG-2023-10-nOPV,nOPV2,Rnd1,21,2023-12-14T00:00:00Z,2023-12-18,2023-12-22,30,30,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
COG,SANGHA,SEMBE,CNG-2023-10-nOPV,nOPV2,Rnd2,21,2024-03-31T00:00:00Z,2024-04-04,2024-04-07,19,41,60,18,40,58,2,Pass,high,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
COG,SANGHA,SEMBE,CNG-2024-08-BOPV,bOPV,Rnd1,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,15,45,60,15,43,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
COG,SANGHA,SEMBE,nVPO,nOPV2,Rnd1,11,2021-05-29T00:00:00Z,2021-06-02,2021-06-04,32,28,60,26,24,50,10,Fail,poor,2,1,2,0,0,5,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,20,10,20,0,0,50,0,0.17
COG,SANGHA,SEMBE,nVPO,nOPV2,Rnd2,21,2021-08-22T00:00:00Z,2021-08-26,2021-08-27,24,36,60,20,35,55,5,Fail,moderate,0,0,3,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,40,0,0.08
