country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_farm,abs_reason_travelled,abs_reason_in_playground,abs_reason_other,abs_reason_market,abs_reason_school,nc_reason_others,nc_reason_no_felt_need,nc_reason_vaccines_safety,nc_reason_no_care_giver_consent,nc_reason_child_sick,nc_reason_religious_cultural,nc_reason_too_many_rnd,nc_reason_covid_19,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
COG,PLATEAUX,GAMBOMA,CNG-2024-08-BOPV,bOPV,Rnd1,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,32,28,60,32,26,58,2,Pass,high,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
COG,PLATEAUX,GAMBOMA,nVPO,nOPV2,Rnd1,24,2021-05-29T00:00:00Z,2021-06-02,2021-06-05,29,31,60,28,27,55,5,Fail,moderate,1,0,2,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,20,0,40,0,0,40,0,0.08
COG,PLATEAUX,GAMBOMA,nVPO,nOPV2,Rnd2,18,2021-08-21T00:00:00Z,2021-08-25,2021-08-26,30,30,60,24,29,53,7,Fail,moderate,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.12
COG,PLATEAUX,NGO-MPOUYA,CNG-2023-05-bOPV,bOPV,Rnd1,21,2023-06-09T00:00:00Z,2023-06-13,2023-06-14,39,21,60,37,20,57,3,Pass,high,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.05
COG,PLATEAUX,NGO-MPOUYA,CNG-2023-05-bOPV,bOPV,Rnd2,21,2023-08-25T00:00:00Z,2023-08-29,2023-08-30,29,31,60,28,31,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
COG,PLATEAUX,NGO-MPOUYA,CNG-2023-10-nOPV,nOPV2,Rnd1,21,2023-12-10T00:00:00Z,2023-12-14,2023-12-15,27,33,60,27,32,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
COG,PLATEAUX,NGO-MPOUYA,CNG-2023-10-nOPV,nOPV2,Rnd2,21,2024-03-31T00:00:00Z,2024-04-04,2024-04-05,30,30,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
COG,PLATEAUX,NGO-MPOUYA,CNG-2024-08-BOPV,bOPV,Rnd1,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,PLATEAUX,NGO-MPOUYA,nVPO,nOPV2,Rnd1,18,2021-05-30T00:00:00Z,2021-06-03,2021-06-04,31,29,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
COG,PLATEAUX,NGO-MPOUYA,nVPO,nOPV2,Rnd2,24,2021-08-21T00:00:00Z,2021-08-25,2021-08-26,29,31,60,29,29,58,2,Pass,high,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
COG,POINTE NOIRE,LOANDJILI,CNG-2023-05-bOPV,bOPV,Rnd1,21,2023-06-09T00:00:00Z,2023-06-13,2023-06-14,28,32,60,12,19,31,29,Fail,very poor,9,3,10,0,0,4,3,0,0,1,0,6,2,1,0,6,2,1,0,0,0,0,31.03,10.34,34.48,0,0,13.79,10.34,0.48
COG,POINTE NOIRE,LOANDJILI,CNG-2023-05-bOPV,bOPV,Rnd2,21,2023-08-25T00:00:00Z,2023-08-29,2023-08-30,33,27,60,32,20,52,8,Fail,moderate,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,87.5,12.5,0,0,0,0,0,0.13
COG,POINTE NOIRE,LOANDJILI,CNG-2023-10-nOPV,nOPV2,Rnd1,21,2023-12-09T00:00:00Z,2023-12-13,2023-12-14,28,32,60,21,26,47,13,Fail,poor,3,4,3,0,0,3,0,0,0,0,0,1,0,2,0,1,0,1,0,0,1,0,23.08,30.77,23.08,0,0,23.08,0,0.22
COG,POINTE NOIRE,LOANDJILI,CNG-2023-10-nOPV,nOPV2,Rnd2,21,2024-04-01T00:00:00Z,2024-04-05,2024-04-06,35,25,60,25,19,44,16,Fail,poor,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,93.75,0.27
COG,POINTE NOIRE,LOANDJILI,CNG-2024-08-BOPV,bOPV,Rnd1,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,29,31,60,27,30,57,3,Pass,high,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,66.67,0,33.33,0,0,0,0,0.05
COG,POINTE NOIRE,LOANDJILI,nVPO,nOPV2,Rnd1,24,2021-05-30T00:00:00Z,2021-06-03,2021-06-03,35,25,60,18,12,30,30,Fail,very poor,4,11,12,0,0,1,2,0,0,0,0,7,5,0,2,0,1,1,0,0,0,0,13.33,36.67,40,0,0,3.33,6.67,0.5
COG,POINTE NOIRE,LOANDJILI,nVPO,nOPV2,Rnd2,10,2021-08-21T00:00:00Z,2021-08-25,2021-08-26,24,36,60,24,33,57,3,Pass,high,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,33.33,0,33.33,0,0,0,33.33,0.05
COG,POINTE NOIRE,LUMUMBA,CNG-2023-05-bOPV,bOPV,Rnd1,21,2023-06-09T00:00:00Z,2023-06-13,2023-06-14,34,26,60,17,12,29,31,Fail,very poor,0,19,1,0,1,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61.29,3.23,0,3.23,29.03,3.23,0.52
COG,POINTE NOIRE,LUMUMBA,CNG-2023-05-bOPV,bOPV,Rnd2,19,2023-08-25T00:00:00Z,2023-08-29,2023-08-30,24,36,60,21,35,56,4,Fail,moderate,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.07
COG,POINTE NOIRE,LUMUMBA,CNG-2023-10-nOPV,nOPV2,Rnd1,21,2023-12-09T00:00:00Z,2023-12-13,2023-12-14,18,42,60,17,42,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
COG,POINTE NOIRE,LUMUMBA,CNG-2023-10-nOPV,nOPV2,Rnd2,21,2024-03-31T00:00:00Z,2024-04-04,2024-04-05,29,31,60,29,28,57,3,Pass,high,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
COG,POINTE NOIRE,LUMUMBA,CNG-2024-08-BOPV,bOPV,Rnd1,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,33,27,60,33,26,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
COG,POINTE NOIRE,LUMUMBA,nVPO,nOPV2,Rnd1,9,2021-05-29T00:00:00Z,2021-06-02,2021-06-03,32,28,60,19,11,30,30,Fail,very poor,4,0,6,1,0,13,6,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,13.33,0,20,3.33,0,43.33,20,0.5
COG,POINTE NOIRE,LUMUMBA,nVPO,nOPV2,Rnd2,21,2021-08-21T00:00:00Z,2021-08-25,2021-08-26,30,30,60,19,15,34,26,Fail,very poor,4,4,4,1,0,12,1,0,1,1,0,1,1,0,2,0,0,0,0,2,0,0,15.38,15.38,15.38,3.85,0,46.15,3.85,0.43
COG,POINTE NOIRE,MONGO POUKOU,CNG-2023-05-bOPV,bOPV,Rnd1,23,2023-06-09T00:00:00Z,2023-06-13,2023-06-14,25,35,60,22,33,55,5,Fail,moderate,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,80,0,20,0,0,0,0,0.08
COG,POINTE NOIRE,MONGO POUKOU,CNG-2023-05-bOPV,bOPV,Rnd2,21,2023-08-25T00:00:00Z,2023-08-29,2023-08-30,24,36,60,21,33,54,6,Fail,moderate,1,2,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,16.67,33.33,16.67,0,0,33.33,0,0.1
COG,POINTE NOIRE,MONGO POUKOU,CNG-2023-10-nOPV,nOPV2,Rnd1,21,2023-12-09T00:00:00Z,2023-12-13,2023-12-14,24,36,60,24,34,58,2,Pass,high,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,100,0,0,0,0,0,0,0.03
COG,POINTE NOIRE,MONGO POUKOU,CNG-2023-10-nOPV,nOPV2,Rnd2,21,2024-03-31T00:00:00Z,2024-04-04,2024-04-04,25,35,60,25,33,58,2,Pass,high,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
COG,POINTE NOIRE,MONGO POUKOU,CNG-2024-08-BOPV,bOPV,Rnd1,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,31,29,60,31,26,57,3,Pass,high,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,100,0,0,0,0,0,0,0.05
COG,POINTE NOIRE,MONGO POUKOU,nVPO,nOPV2,Rnd1,30,2021-05-29T00:00:00Z,2021-06-02,2021-06-03,34,26,60,16,7,23,37,Fail,very poor,10,4,6,0,1,8,8,0,0,0,2,2,1,1,0,2,5,2,1,0,0,0,27.03,10.81,16.22,0,2.7,21.62,21.62,0.62
COG,POINTE NOIRE,MONGO POUKOU,nVPO,nOPV2,Rnd2,21,2021-08-21T00:00:00Z,2021-08-25,2021-08-26,34,26,60,21,17,38,22,Fail,very poor,3,11,6,0,0,1,1,0,0,0,0,5,1,0,0,0,3,0,0,0,0,0,13.64,50,27.27,0,0,4.55,4.55,0.37
COG,POINTE NOIRE,MVOUMVOU,CNG-2023-05-bOPV,bOPV,Rnd1,21,2023-06-09T00:00:00Z,2023-06-13,2023-06-14,37,23,60,35,19,54,6,Fail,moderate,0,2,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,16.67,16.67,0.1
COG,POINTE NOIRE,MVOUMVOU,CNG-2023-05-bOPV,bOPV,Rnd2,21,2023-08-25T00:00:00Z,2023-08-29,2023-08-30,26,34,60,26,34,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,POINTE NOIRE,MVOUMVOU,CNG-2023-10-nOPV,nOPV2,Rnd1,15,2023-12-09T00:00:00Z,2023-12-13,2023-12-14,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,POINTE NOIRE,MVOUMVOU,CNG-2023-10-nOPV,nOPV2,Rnd2,21,2024-03-31T00:00:00Z,2024-04-04,2024-04-05,33,27,60,31,27,58,2,Pass,high,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,100,0,0,0,0,0,0,0.03
COG,POINTE NOIRE,MVOUMVOU,CNG-2024-08-BOPV,bOPV,Rnd1,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,35,25,60,33,25,58,2,Pass,high,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,100,0,0,0,0,0,0,0.03
COG,POINTE NOIRE,MVOUMVOU,nVPO,nOPV2,Rnd1,10,2021-05-29T00:00:00Z,2021-06-02,2021-06-03,36,24,60,22,11,33,27,Fail,very poor,0,0,25,2,0,0,0,0,0,1,2,2,1,19,0,0,0,0,0,0,0,0,0,0,92.59,7.41,0,0,0,0.45
COG,POINTE NOIRE,MVOUMVOU,nVPO,nOPV2,Rnd2,21,2021-08-21T00:00:00Z,2021-08-25,2021-08-26,32,28,60,30,26,56,4,Fail,moderate,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,50,25,0.07
COG,POINTE NOIRE,NGOYO,CNG-2023-05-bOPV,bOPV,Rnd1,21,2023-06-09T00:00:00Z,2023-06-13,2023-06-14,28,32,60,22,28,50,10,Fail,poor,2,2,4,0,0,2,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,20,20,40,0,0,20,0,0.17
COG,POINTE NOIRE,NGOYO,CNG-2023-05-bOPV,bOPV,Rnd2,21,2023-08-25T00:00:00Z,2023-08-29,2023-08-30,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,POINTE NOIRE,NGOYO,CNG-2023-10-nOPV,nOPV2,Rnd1,21,2023-12-09T00:00:00Z,2023-12-13,2023-12-14,29,31,60,27,28,55,5,Fail,moderate,1,1,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,20,20,40,0,0,20,0,0.08
COG,POINTE NOIRE,NGOYO,CNG-2023-10-nOPV,nOPV2,Rnd2,21,2024-03-31T00:00:00Z,2024-04-04,2024-04-05,24,36,60,23,36,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
COG,POINTE NOIRE,NGOYO,CNG-2024-08-BOPV,bOPV,Rnd1,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,38,22,60,36,22,58,2,Pass,high,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,100,0,0,0,0,0,0,0.03
COG,POINTE NOIRE,NGOYO,nVPO,nOPV2,Rnd1,36,2021-05-29T00:00:00Z,2021-06-02,2021-06-03,27,33,60,14,23,37,23,Fail,very poor,0,18,3,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,78.26,13.04,0,0,8.7,0,0.38
COG,POINTE NOIRE,NGOYO,nVPO,nOPV2,Rnd2,21,2021-08-21T00:00:00Z,2021-08-25,2021-08-26,31,29,60,20,22,42,18,Fail,poor,1,1,5,4,0,3,4,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,5.56,5.56,27.78,22.22,0,16.67,22.22,0.3
COG,POINTE NOIRE,TCHIAMBA NZASSI,CNG-2023-05-bOPV,bOPV,Rnd1,26,2023-06-09T00:00:00Z,2023-06-13,2023-06-14,26,34,60,25,33,58,2,Pass,high,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
COG,POINTE NOIRE,TCHIAMBA NZASSI,CNG-2023-05-bOPV,bOPV,Rnd2,21,2023-08-25T00:00:00Z,2023-08-29,2023-08-30,26,34,60,25,32,57,3,Pass,high,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,33.33,0,66.67,0,0,0,0,0.05
COG,POINTE NOIRE,TCHIAMBA NZASSI,CNG-2023-10-nOPV,nOPV2,Rnd1,21,2023-12-09T00:00:00Z,2023-12-13,2023-12-16,30,30,60,29,30,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
COG,POINTE NOIRE,TCHIAMBA NZASSI,CNG-2023-10-nOPV,nOPV2,Rnd2,21,2024-03-31T00:00:00Z,2024-04-04,2024-04-07,28,32,60,23,21,44,16,Fail,poor,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.27
COG,POINTE NOIRE,TCHIAMBA NZASSI,CNG-2024-08-BOPV,bOPV,Rnd1,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,32,28,60,32,27,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
COG,POINTE NOIRE,TCHIAMBA NZASSI,nVPO,nOPV2,Rnd1,18,2021-05-29T00:00:00Z,2021-06-02,2021-06-03,31,29,60,29,27,56,4,Fail,moderate,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,75,0,0.07
COG,POINTE NOIRE,TCHIAMBA NZASSI,nVPO,nOPV2,Rnd2,21,2021-08-21T00:00:00Z,2021-08-25,2021-08-27,35,25,60,32,25,57,3,Pass,high,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,100,0,0,0,0,0,0,0.05
COG,POINTE NOIRE,TIÉ-TIÉ,CNG-2023-05-bOPV,bOPV,Rnd1,21,2023-06-09T00:00:00Z,2023-06-13,2023-06-14,25,35,60,20,28,48,12,Fail,poor,0,0,9,0,0,0,3,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,75,0,0,0,25,0.2
COG,POINTE NOIRE,TIÉ-TIÉ,CNG-2023-05-bOPV,bOPV,Rnd2,21,2023-08-25T00:00:00Z,2023-08-29,2023-08-30,26,34,60,24,27,51,9,Fail,poor,0,2,6,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,22.22,66.67,11.11,0,0,0,0.15
COG,POINTE NOIRE,TIÉ-TIÉ,CNG-2023-10-nOPV,nOPV2,Rnd1,21,2023-12-09T00:00:00Z,2023-12-13,2023-12-14,24,36,60,22,34,56,4,Fail,moderate,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,100,0,0,0,0,0,0,0.07
COG,POINTE NOIRE,TIÉ-TIÉ,CNG-2023-10-nOPV,nOPV2,Rnd2,21,2024-03-31T00:00:00Z,2024-04-04,2024-04-05,28,32,60,28,31,59,1,Pass,high,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0.02
COG,POINTE NOIRE,TIÉ-TIÉ,CNG-2024-08-BOPV,bOPV,Rnd1,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,25,35,60,24,35,59,1,Pass,high,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0.02
COG,POINTE NOIRE,TIÉ-TIÉ,nVPO,nOPV2,Rnd1,18,2021-05-29T00:00:00Z,2021-06-02,2021-06-03,33,27,60,25,17,42,18,Fail,poor,0,0,7,0,0,11,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,38.89,0,0,61.11,0,0.3
COG,POINTE NOIRE,TIÉ-TIÉ,nVPO,nOPV2,Rnd2,21,2021-08-21T00:00:00Z,2021-08-25,2021-08-26,33,27,60,23,20,43,17,Fail,poor,5,3,7,1,0,0,1,0,0,0,1,1,5,0,4,0,1,0,0,0,0,0,29.41,17.65,41.18,5.88,0,0,5.88,0.28
COG,POOL,BOKO,CNG-2023-05-bOPV,bOPV,Rnd1,22,2023-06-09T00:00:00Z,2023-06-13,2023-06-14,37,23,60,35,21,56,4,Fail,moderate,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,50,0,0.07
COG,POOL,BOKO,CNG-2023-05-bOPV,bOPV,Rnd2,21,2023-08-25T00:00:00Z,2023-08-29,2023-08-30,23,37,60,17,23,40,20,Fail,very poor,0,0,2,0,2,15,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,75,5,0.33
COG,POOL,BOKO,CNG-2023-10-nOPV,nOPV2,Rnd1,21,2023-12-10T00:00:00Z,2023-12-14,2023-12-17,25,35,60,22,29,51,9,Fail,poor,0,2,2,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,22.22,0,0,55.56,0,0.15
COG,POOL,BOKO,CNG-2023-10-nOPV,nOPV2,Rnd2,21,2024-03-31T00:00:00Z,2024-04-04,2024-04-07,26,34,60,25,33,58,2,Pass,high,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
COG,POOL,BOKO,CNG-2024-08-BOPV,bOPV,Rnd1,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,31,29,60,29,27,56,4,Fail,moderate,0,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,50,0,0,25,0,0.07
COG,POOL,BOKO,nVPO,nOPV2,Rnd1,15,2021-05-28T00:00:00Z,2021-06-01,2021-06-02,29,31,60,24,26,50,10,Fail,poor,0,0,5,0,1,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,10,30,10,0.17
COG,POOL,BOKO,nVPO,nOPV2,Rnd2,22,2021-08-21T00:00:00Z,2021-08-25,2021-08-26,34,26,60,33,26,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
COG,POOL,GOMA TSÉTSÉ,CNG-2023-05-bOPV,bOPV,Rnd1,21,2023-06-09T00:00:00Z,2023-06-13,2023-06-14,31,29,60,30,29,59,1,Pass,high,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0.02
COG,POOL,GOMA TSÉTSÉ,CNG-2023-05-bOPV,bOPV,Rnd2,12,2023-08-25T00:00:00Z,2023-08-29,2023-08-30,20,20,40,20,20,40,20,Fail,very poor,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.5
COG,POOL,GOMA TSÉTSÉ,CNG-2023-10-nOPV,nOPV2,Rnd1,10,2023-12-09T00:00:00Z,2023-12-13,2023-12-20,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,POOL,GOMA TSÉTSÉ,CNG-2023-10-nOPV,nOPV2,Rnd2,20,2024-03-31T00:00:00Z,2024-04-04,2024-04-06,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,POOL,GOMA TSÉTSÉ,CNG-2024-08-BOPV,bOPV,Rnd1,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,26,34,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
COG,POOL,GOMA TSÉTSÉ,nVPO,nOPV2,Rnd1,12,2021-05-28T00:00:00Z,2021-06-01,2021-06-02,28,32,60,26,30,56,4,Fail,moderate,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,50,0,0,0,0,25,25,0.07
COG,POOL,GOMA TSÉTSÉ,nVPO,nOPV2,Rnd2,27,2021-08-20T00:00:00Z,2021-08-24,2021-08-26,31,29,60,28,24,52,8,Fail,moderate,2,1,1,0,1,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,25,12.5,12.5,0,12.5,37.5,0,0.13
COG,POOL,IGNIÉ NGABÉ,CNG-2023-05-bOPV,bOPV,Rnd1,24,2023-06-09T00:00:00Z,2023-06-13,2023-06-14,32,28,60,26,22,48,12,Fail,poor,0,9,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,16.67,0,0,8.33,0,0.2
COG,POOL,IGNIÉ NGABÉ,CNG-2023-05-bOPV,bOPV,Rnd2,12,2023-08-25T00:00:00Z,2023-08-29,2023-08-30,14,16,30,12,13,25,35,Fail,very poor,2,0,1,1,0,1,30,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,5.71,0,2.86,2.86,0,2.86,85.71,1.17
COG,POOL,IGNIÉ NGABÉ,CNG-2023-10-nOPV,nOPV2,Rnd1,21,2023-12-11T00:00:00Z,2023-12-15,2023-12-18,23,37,60,0,3,3,57,Fail,very poor,1,21,6,0,0,29,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1.75,36.84,10.53,0,0,50.88,0,0.95
COG,POOL,IGNIÉ NGABÉ,CNG-2023-10-nOPV,nOPV2,Rnd2,21,2024-03-31T00:00:00Z,2024-04-04,2024-04-06,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,POOL,IGNIÉ NGABÉ,CNG-2024-08-BOPV,bOPV,Rnd1,21,2024-09-27T00:00:00Z,2024-10-01,2024-10-02,36,24,60,34,23,57,3,Pass,high,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0,0.05
COG,POOL,IGNIÉ NGABÉ,nVPO,nOPV2,Rnd1,12,2021-05-28T00:00:00Z,2021-06-01,2021-06-02,26,34,60,24,31,55,5,Fail,moderate,0,0,5,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.08
COG,POOL,IGNIÉ NGABÉ,nVPO,nOPV2,Rnd2,18,2021-08-21T00:00:00Z,2021-08-25,2021-08-28,35,25,60,29,21,50,10,Fail,poor,0,0,8,0,0,2,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,20,0,0.17
COG,POOL,KINDAMBA,CNG-2023-05-bOPV,bOPV,Rnd1,23,2023-06-09T00:00:00Z,2023-06-13,2023-06-14,32,28,60,27,21,48,12,Fail,poor,0,0,2,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,83.33,0.2
COG,POOL,KINDAMBA,CNG-2023-05-bOPV,bOPV,Rnd2,23,2023-08-25T00:00:00Z,2023-08-29,2023-08-30,37,23,60,33,20,53,7,Fail,moderate,0,2,2,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,28.57,0,28.57,14.29,0,0.12
COG,POOL,KINDAMBA,CNG-2023-10-nOPV,nOPV2,Rnd1,21,2023-12-12T00:00:00Z,2023-12-16,2023-12-18,28,32,60,25,24,49,11,Fail,poor,3,0,8,0,0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,3,0,0,27.27,0,72.73,0,0,0,0,0.18
COG,POOL,KINDAMBA,CNG-2023-10-nOPV,nOPV2,Rnd2,21,2024-03-31T00:00:00Z,2024-04-04,2024-04-06,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
