country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_market,abs_reason_travelled,abs_reason_school,abs_reason_other,abs_reason_farm,abs_reason_in_playground,nc_reason_too_many_rnd,nc_reason_no_felt_need,nc_reason_no_care_giver_consent,nc_reason_child_sick,nc_reason_religious_cultural,nc_reason_others,nc_reason_vaccines_safety,nc_reason_covid_19,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
CIV,ABIDJAN 1,YOPOUGON-EST,CIV-2024-04-01_nOPV,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,32,28,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CIV,ABIDJAN 1,YOPOUGON-EST,CIV-2025-02-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-02-28T00:00:00Z,2025-03-04,2025-03-05,31,29,60,30,28,58,2,Pass,high,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0.03
CIV,ABIDJAN 1,YOPOUGON-EST,CIV-2025-02-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-05-30T00:00:00Z,2025-06-03,2025-06-04,35,25,60,35,24,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
CIV,ABIDJAN 1,YOPOUGON-OUEST SONGON,CIV-2024-04-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,29,31,60,28,30,58,2,Pass,high,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
CIV,ABIDJAN 1,YOPOUGON-OUEST SONGON,CIV-2024-04-01_nOPV,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,31,29,60,31,28,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
CIV,ABIDJAN 1,YOPOUGON-OUEST SONGON,CIV-2025-02-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-02-28T00:00:00Z,2025-03-04,2025-03-05,39,21,60,39,20,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
CIV,ABIDJAN 1,YOPOUGON-OUEST SONGON,CIV-2025-02-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-05-30T00:00:00Z,2025-06-03,2025-06-04,30,30,60,29,29,58,2,Pass,high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
CIV,ABIDJAN 2,ADJAME-PLATEAU-ATTECOUBE,CIV-2024-04-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,29,31,60,24,27,51,9,Fail,poor,0,6,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0,0.15
CIV,ABIDJAN 2,ADJAME-PLATEAU-ATTECOUBE,CIV-2024-04-01_nOPV,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,34,26,60,32,26,58,2,Pass,high,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CIV,ABIDJAN 2,ADJAME-PLATEAU-ATTECOUBE,CIV-2025-02-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-02-28T00:00:00Z,2025-03-04,2025-03-05,30,30,60,23,24,47,13,Fail,poor,1,2,9,1,0,0,0,0,4,0,1,4,0,0,1,0,0,0,0,0,0,0,7.69,15.38,69.23,7.69,0,0,0,0.22
CIV,ABIDJAN 2,ADJAME-PLATEAU-ATTECOUBE,CIV-2025-02-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-05-30T00:00:00Z,2025-06-03,2025-06-04,32,28,60,31,26,57,3,Pass,high,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.05
CIV,ABIDJAN 2,ADJAME_PLATEAU_ATTECOUBE,CIV-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-09-23T00:00:00Z,2023-09-27,2023-09-28,33,27,60,29,22,51,9,Fail,poor,0,0,6,1,0,1,1,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,66.67,11.11,0,11.11,11.11,0.15
CIV,ABIDJAN 2,ADJAME_PLATEAU_ATTECOUBE,CIV-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-02-07T00:00:00Z,2023-02-11,2023-03-11,30,30,60,23,21,44,16,Fail,poor,3,6,6,1,0,0,0,0,3,0,2,1,0,0,0,0,0,0,3,0,0,0,18.75,37.5,37.5,6.25,0,0,0,0.27
CIV,ABIDJAN 2,COCODY BINGERVILLE,CIV-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-09-23T00:00:00Z,2023-09-27,2023-09-28,39,21,60,38,20,58,2,Pass,high,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CIV,ABIDJAN 2,COCODY BINGERVILLE,CIV-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-02-07T00:00:00Z,2023-02-11,2023-03-11,34,26,60,29,21,50,10,Fail,poor,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,10,0,0,0.17
CIV,ABIDJAN 2,COCODY BINGERVILLE,CIV-2024-04-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,29,31,60,29,29,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CIV,ABIDJAN 2,COCODY BINGERVILLE,CIV-2024-04-01_nOPV,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,31,29,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CIV,ABIDJAN 2,COCODY BINGERVILLE,CIV-2025-02-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-02-28T00:00:00Z,2025-03-04,2025-03-05,25,35,60,23,34,57,3,Pass,high,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,33.33,0,0.05
CIV,ABIDJAN 2,COCODY BINGERVILLE,CIV-2025-02-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-05-30T00:00:00Z,2025-06-03,2025-06-04,30,30,60,30,27,57,3,Pass,high,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
CIV,ABIDJAN 2,KOUMASSI,CIV-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-09-23T00:00:00Z,2023-09-27,2023-09-29,32,28,60,24,21,45,15,Fail,poor,1,5,6,0,0,0,3,0,1,2,1,0,0,2,0,0,0,0,0,1,0,0,6.67,33.33,40,0,0,0,20,0.25
CIV,ABIDJAN 2,KOUMASSI,CIV-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-02-07T00:00:00Z,2023-02-11,2023-03-11,34,26,60,24,22,46,14,Fail,poor,1,3,8,2,0,0,0,0,1,4,1,1,0,1,0,0,1,0,0,0,0,0,7.14,21.43,57.14,14.29,0,0,0,0.23
CIV,ABIDJAN 2,KOUMASSI,CIV-2024-04-01_nOPV,nOPV2,Rnd1,22,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,39,21,60,38,21,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CIV,ABIDJAN 2,KOUMASSI,CIV-2024-04-01_nOPV,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,37,23,60,35,23,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CIV,ABIDJAN 2,KOUMASSI,CIV-2025-02-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-02-28T00:00:00Z,2025-03-04,2025-03-05,27,33,60,27,31,58,2,Pass,high,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0.03
CIV,ABIDJAN 2,KOUMASSI,CIV-2025-02-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-05-30T00:00:00Z,2025-06-03,2025-06-04,33,27,60,33,26,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CIV,ABIDJAN 2,PORT-BOUET-VRIDI,CIV-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-09-23T00:00:00Z,2023-09-27,2023-09-28,29,31,60,23,28,51,9,Fail,poor,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88.89,11.11,0,0,0,0,0.15
CIV,ABIDJAN 2,PORT-BOUET-VRIDI,CIV-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-02-07T00:00:00Z,2023-02-11,2023-03-11,29,31,60,28,30,58,2,Pass,high,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0.03
CIV,ABIDJAN 2,PORT-BOUET-VRIDI,CIV-2024-04-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,37,23,60,28,23,51,9,Fail,poor,0,2,6,1,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,22.22,66.67,11.11,0,0,0,0.15
CIV,ABIDJAN 2,PORT-BOUET-VRIDI,CIV-2024-04-01_nOPV,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,28,32,60,27,30,57,3,Pass,high,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.05
CIV,ABIDJAN 2,PORT-BOUET-VRIDI,CIV-2025-02-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-02-28T00:00:00Z,2025-03-04,2025-03-05,31,29,60,29,26,55,5,Fail,moderate,0,2,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0.08
CIV,ABIDJAN 2,PORT-BOUET-VRIDI,CIV-2025-02-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-05-30T00:00:00Z,2025-06-03,2025-06-04,28,32,60,24,31,55,5,Fail,moderate,0,0,5,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.08
CIV,ABIDJAN 2,TREICHVILLE-MARCORY,CIV-2024-04-01_nOPV,nOPV2,Rnd1,21,2024-05-10T00:00:00Z,2024-05-14,2024-05-15,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIV,ABIDJAN 2,TREICHVILLE-MARCORY,CIV-2024-04-01_nOPV,nOPV2,Rnd2,21,2024-09-06T00:00:00Z,2024-09-10,2024-09-11,33,27,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CIV,ABIDJAN 2,TREICHVILLE-MARCORY,CIV-2025-02-01_nOPV_NIDs,nOPV2,Rnd1,21,2025-02-28T00:00:00Z,2025-03-04,2025-03-05,22,38,60,19,33,52,8,Fail,moderate,1,1,5,1,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,12.5,12.5,62.5,12.5,0,0,0,0.13
CIV,ABIDJAN 2,TREICHVILLE-MARCORY,CIV-2025-02-01_nOPV_NIDs,nOPV2,Rnd2,21,2025-05-30T00:00:00Z,2025-06-03,2025-06-04,35,25,60,33,24,57,3,Pass,high,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,0,33.33,0.05
CIV,ABIDJAN 2,TREICHVILLE_MARCORY,CIV-2023-09-01_nOPV,nOPV2,Rnd1,21,2023-09-23T00:00:00Z,2023-09-27,2023-09-28,30,30,60,28,21,49,11,Fail,poor,0,5,6,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,45.45,54.55,0,0,0,0,0.18
CIV,ABIDJAN 2,TREICHVILLE_MARCORY,CIV-2023-09-01_nOPV,nOPV2,Rnd2,21,2023-02-07T00:00:00Z,2023-02-11,2023-03-11,31,29,60,30,27,57,3,Pass,high,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,33.33,0.05
CIV,ABIDJAN1,ABOBO EST,YOPOUGON EST,mOPV,Rnd1,25,2020-09-21T00:00:00Z,2020-09-25,2020-09-25,28,32,60,24,24,48,12,Fail,poor,1,2,8,1,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,1,0,8.33,16.67,66.67,8.33,0,0,0,0.2
CIV,ABIDJAN1,ABOBO EST,YOPOUGON EST,mOPV,Rnd2,32,2020-10-11T00:00:00Z,2020-10-15,2020-10-16,26,34,60,23,33,56,4,Fail,moderate,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.07
CIV,ABIDJAN1,ABOBO EST,nOPV2022,nOPV2,Rnd1,21,2022-06-17T00:00:00Z,2022-06-21,2022-06-22,29,31,60,27,28,55,5,Fail,moderate,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0.08
CIV,ABIDJAN1,ABOBO EST,nOPV2022,nOPV2,Rnd2,21,2022-09-24T00:00:00Z,2022-09-28,2022-09-29,34,26,60,33,26,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
CIV,ABIDJAN1,ABOBO OUEST,YOPOUGON EST,mOPV,Rnd1,15,2020-09-20T00:00:00Z,2020-09-24,2020-09-25,24,26,50,10,21,31,29,Fail,very poor,3,3,12,1,0,0,10,0,5,3,0,0,0,4,0,0,2,0,0,0,1,0,10.34,10.34,41.38,3.45,0,0,34.48,0.58
CIV,ABIDJAN1,ABOBO OUEST,YOPOUGON EST,mOPV,Rnd2,26,2020-10-11T00:00:00Z,2020-10-15,2020-10-16,34,26,60,25,13,38,22,Fail,very poor,0,11,11,0,0,0,0,0,5,4,1,0,0,1,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.37
CIV,ABIDJAN1,ABOBO OUEST,YOPOUGON EST,mOPV,Rnd3,29,2020-12-14T00:00:00Z,2020-12-18,2020-12-19,30,30,60,26,23,49,11,Fail,poor,0,1,9,1,0,0,0,0,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,9.09,81.82,9.09,0,0,0,0.18
CIV,ABIDJAN1,ABOBO OUEST,nOPV2022,nOPV2,Rnd1,21,2022-06-17T00:00:00Z,2022-06-21,2022-06-22,31,29,60,28,26,54,6,Fail,moderate,0,2,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.1
CIV,ABIDJAN1,ABOBO OUEST,nOPV2022,nOPV2,Rnd2,21,2022-09-24T00:00:00Z,2022-09-28,2022-09-29,29,31,60,25,27,52,8,Fail,moderate,0,6,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0.13
CIV,ABIDJAN1,ANYAMA,YOPOUGON EST,mOPV,Rnd1,19,2020-09-20T00:00:00Z,2020-09-24,2020-09-25,28,32,60,20,25,45,15,Fail,poor,2,0,11,2,0,0,0,0,5,1,1,0,1,3,0,0,0,2,0,0,0,0,13.33,0,73.33,13.33,0,0,0,0.25
CIV,ABIDJAN1,ANYAMA,YOPOUGON EST,mOPV,Rnd2,31,2020-10-11T00:00:00Z,2020-10-15,2020-10-16,29,31,60,23,25,48,12,Fail,poor,1,7,4,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,8.33,58.33,33.33,0,0,0,0,0.2
CIV,ABIDJAN1,ANYAMA,nOPV2022,nOPV2,Rnd1,21,2022-06-17T00:00:00Z,2022-06-21,2022-06-22,33,27,60,31,23,54,6,Fail,moderate,0,0,4,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,33.33,0.1
CIV,ABIDJAN1,ANYAMA,nOPV2022,nOPV2,Rnd2,21,2022-09-24T00:00:00Z,2022-09-28,2022-09-29,34,26,60,32,22,54,6,Fail,moderate,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,16.67,66.67,16.67,0,0,0,0,0.1
CIV,ABIDJAN1,YOPOUGON EST,YOPOUGON EST,mOPV,Rnd1,16,2020-09-20T00:00:00Z,2020-09-24,2020-09-25,28,32,60,25,26,51,9,Fail,poor,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.89,11.11,0,0,0,0,0.15
CIV,ABIDJAN1,YOPOUGON EST,YOPOUGON EST,mOPV,Rnd2,27,2020-10-11T00:00:00Z,2020-10-15,2020-10-16,25,35,60,25,34,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
CIV,ABIDJAN1,YOPOUGON EST,YOPOUGON EST,mOPV,Rnd3,28,2020-12-14T00:00:00Z,2020-12-18,2020-12-19,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIV,ABIDJAN1,YOPOUGON EST,nOPV2022,nOPV2,Rnd1,23,2022-06-17T00:00:00Z,2022-06-21,2022-06-22,34,26,60,33,25,58,2,Pass,high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
CIV,ABIDJAN1,YOPOUGON EST,nOPV2022,nOPV2,Rnd2,21,2022-09-24T00:00:00Z,2022-09-28,2022-09-29,31,29,60,29,26,55,5,Fail,moderate,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.08
CIV,ABIDJAN1,YOPOUGON OUEST-SONGON,YOPOUGON EST,mOPV,Rnd1,21,2020-09-20T00:00:00Z,2020-09-24,2020-09-25,25,35,60,20,25,45,15,Fail,poor,0,13,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86.67,6.67,0,0,0,6.67,0.25
CIV,ABIDJAN1,YOPOUGON OUEST-SONGON,YOPOUGON EST,mOPV,Rnd2,22,2020-10-11T00:00:00Z,2020-10-15,2020-10-16,33,27,60,28,22,50,10,Fail,poor,0,7,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0.17
CIV,ABIDJAN1,YOPOUGON OUEST-SONGON,YOPOUGON EST,mOPV,Rnd3,21,2020-12-14T00:00:00Z,2020-12-18,2020-12-19,33,27,60,30,25,55,5,Fail,moderate,2,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,40,0,60,0,0,0,0,0.08
CIV,ABIDJAN1,YOPOUGON OUEST-SONGON,nOPV2022,nOPV2,Rnd1,20,2022-06-17T00:00:00Z,2022-06-21,2022-06-22,28,32,60,17,17,34,26,Fail,very poor,0,25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96.15,3.85,0,0,0,0,0.43
CIV,ABIDJAN1,YOPOUGON OUEST-SONGON,nOPV2022,nOPV2,Rnd2,18,2022-09-24T00:00:00Z,2022-09-28,2022-09-29,22,38,60,22,34,56,4,Fail,moderate,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0.07
CIV,ABIDJAN2,ADJAME_PLATEAU_ATTECOUBE,YOPOUGON EST,mOPV,Rnd2,23,2020-10-11T00:00:00Z,2020-10-15,2020-10-16,32,28,60,30,27,57,3,Pass,high,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,33.33,0,66.67,0,0,0,0,0.05
CIV,ABIDJAN2,ADJAME_PLATEAU_ATTECOUBE,nOPV2022,nOPV2,Rnd1,26,2022-06-17T00:00:00Z,2022-06-21,2022-06-22,33,27,60,31,25,56,4,Fail,moderate,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0.07
CIV,ABIDJAN2,ADJAME_PLATEAU_ATTECOUBE,nOPV2022,nOPV2,Rnd2,21,2022-09-25T00:00:00Z,2022-09-29,2022-09-30,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIV,ABIDJAN2,COCODY BINGERVILLE,YOPOUGON EST,mOPV,Rnd1,21,2020-09-20T00:00:00Z,2020-09-24,2020-09-25,29,31,60,26,23,49,11,Fail,poor,0,7,3,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,63.64,27.27,0,0,9.09,0,0.18
CIV,ABIDJAN2,COCODY BINGERVILLE,YOPOUGON EST,mOPV,Rnd2,21,2020-10-11T00:00:00Z,2020-10-15,2020-10-16,37,23,60,26,22,48,12,Fail,poor,3,3,6,0,0,0,0,0,2,1,1,2,0,0,0,0,1,0,1,0,0,1,25,25,50,0,0,0,0,0.2
CIV,ABIDJAN2,COCODY BINGERVILLE,nOPV2022,nOPV2,Rnd1,21,2022-06-17T00:00:00Z,2022-06-21,2022-06-22,27,33,60,21,25,46,14,Fail,poor,2,2,9,1,0,0,0,0,0,8,0,1,0,0,0,0,1,1,0,0,0,0,14.29,14.29,64.29,7.14,0,0,0,0.23
CIV,ABIDJAN2,COCODY BINGERVILLE,nOPV2022,nOPV2,Rnd2,21,2022-09-24T00:00:00Z,2022-09-28,2022-09-29,42,18,60,36,14,50,10,Fail,poor,0,0,10,0,0,0,0,0,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.17
CIV,ABIDJAN2,KOUMASSI,YOPOUGON EST,mOPV,Rnd1,17,2020-09-20T00:00:00Z,2020-09-24,2020-09-25,33,27,60,33,24,57,3,Pass,high,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,33.33,0,0,0,0.05
CIV,ABIDJAN2,KOUMASSI,YOPOUGON EST,mOPV,Rnd2,21,2020-10-11T00:00:00Z,2020-10-15,2020-10-16,29,31,60,28,30,58,2,Pass,high,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
CIV,ABIDJAN2,KOUMASSI,nOPV2022,nOPV2,Rnd1,21,2022-06-17T00:00:00Z,2022-06-21,2022-06-22,31,29,60,29,29,58,2,Pass,high,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.03
CIV,ABIDJAN2,KOUMASSI,nOPV2022,nOPV2,Rnd2,21,2022-09-24T00:00:00Z,2022-09-28,2022-09-29,30,30,60,27,29,56,4,Fail,moderate,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0.07
CIV,ABIDJAN2,PORT-BOUET-VRIDI,YOPOUGON EST,mOPV,Rnd1,21,2020-09-20T00:00:00Z,2020-09-24,2020-09-25,32,28,60,27,23,50,10,Fail,poor,0,7,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70,20,0,0,10,0,0.17
CIV,ABIDJAN2,PORT-BOUET-VRIDI,YOPOUGON EST,mOPV,Rnd2,26,2020-10-11T00:00:00Z,2020-10-15,2020-10-16,25,35,60,22,32,54,6,Fail,moderate,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.67,83.33,0,0,0,0,0,0.1
CIV,ABIDJAN2,PORT-BOUET-VRIDI,nOPV2022,nOPV2,Rnd1,21,2022-06-17T00:00:00Z,2022-06-21,2022-06-22,30,30,60,29,29,58,2,Pass,high,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CIV,ABIDJAN2,PORT-BOUET-VRIDI,nOPV2022,nOPV2,Rnd2,23,2022-09-24T00:00:00Z,2022-09-28,2022-09-29,22,38,60,21,37,58,2,Pass,high,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
CIV,ABIDJAN2,TREICHVILLE_MARCORY,YOPOUGON EST,mOPV,Rnd1,17,2020-09-20T00:00:00Z,2020-09-24,2020-09-25,31,29,60,25,22,47,13,Fail,poor,2,1,9,1,0,0,0,0,3,1,4,0,0,1,0,0,0,0,0,2,0,0,15.38,7.69,69.23,7.69,0,0,0,0.22
CIV,ABIDJAN2,TREICHVILLE_MARCORY,YOPOUGON EST,mOPV,Rnd2,27,2020-10-11T00:00:00Z,2020-10-15,2020-10-16,37,23,60,35,20,55,5,Fail,moderate,0,0,5,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.08
CIV,ABIDJAN2,TREICHVILLE_MARCORY,YOPOUGON EST,mOPV,Rnd3,25,2020-12-14T00:00:00Z,2020-12-18,2020-12-19,32,28,60,29,25,54,6,Fail,moderate,0,0,5,1,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,83.33,16.67,0,0,0,0.1
CIV,ABIDJAN2,TREICHVILLE_MARCORY,nOPV2022,nOPV2,Rnd1,21,2022-06-17T00:00:00Z,2022-06-21,2022-06-22,27,33,60,25,29,54,6,Fail,moderate,0,3,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,33.33,0,0,16.67,0,0.1
CIV,ABIDJAN2,TREICHVILLE_MARCORY,nOPV2022,nOPV2,Rnd2,21,2022-09-24T00:00:00Z,2022-09-28,2022-09-29,37,23,60,36,21,57,3,Pass,high,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0,0.05
