country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,year,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,missed_child,r_non_compliance,r_house_not_visited,r_childabsent,r_security,r_childnotborn,care_giver_informed_sia,percent_care_giver_informed_sia,total_missed,status,performance,tot_r,other_r,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_childnotborn,prct_r_security,prct_other_r
NIE,Anambra,Anambra West,OBR_name,bOPV,Rnd11,6,2021-11-17,2021-11-21,2021-11-22,2021,28,32,60,27,32,59,1,1,0,0,0,0,60,100,1,Pass,high,1,0,100,0,0,0,0,0
NIE,Anambra,Anambra West,OBR_name,bOPV,Rnd4,6,2022-04-11,2022-04-15,2022-04-16,2022,29,31,60,28,30,58,2,0,0,2,0,0,51,85,2,Pass,high,2,0,0,0,100,0,0,0
NIE,Anambra,Anambra West,OBR_name,bOPV,Rnd5,6,2022-05-20,2022-05-24,2022-05-25,2022,29,31,60,29,31,60,0,0,0,0,0,0,60,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Anaocha,NGA-20DS-01-2020,bOPV,,6,2020-02-22,2020-02-26,2020-02-27,2020,23,37,60,23,37,60,0,0,0,0,0,0,53,88.33,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Anaocha,NIE-2023-07-03_nOPV,fIPV+nOPV2,Rnd3,6,2023-09-20,2023-09-24,2023-09-25,2023,29,31,60,29,31,60,0,0,0,0,0,0,57,95,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Anaocha,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,6,2025-06-10,2025-06-14,2025-06-15,2025,37,23,60,37,23,60,0,0,0,0,0,0,60,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Anaocha,OBR_name,bOPV,Rnd10,6,2021-10-10,2021-10-14,2021-10-15,2021,37,23,60,37,23,60,0,0,0,0,0,0,60,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Anaocha,OBR_name,bOPV,Rnd5,6,2022-05-20,2022-05-24,2022-05-25,2022,28,32,60,28,32,60,0,0,0,0,0,0,60,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Anaocha,OBR_name,bOPV,,6,2022-02-01,2022-02-05,2022-02-06,2022,34,26,60,32,26,58,2,0,1,1,0,0,59,98.33,2,Pass,high,2,0,0,50,50,0,0,0
NIE,Anambra,Awka North,NGA-20DS-01-2020,bOPV,Rnd3,3,2020-02-26,2020-03-01,2020-03-02,2020,12,18,30,12,17,29,1,1,0,0,0,0,30,100,31,Fail,very poor,1,30,3.23,0,0,0,0,96.77
NIE,Anambra,Awka North,NGA-20DS-01-2020,bOPV,,3,2020-02-24,2020-02-28,2020-02-29,2020,19,11,30,18,10,28,2,2,0,0,0,0,30,100,32,Fail,very poor,2,30,6.25,0,0,0,0,93.75
NIE,Anambra,Awka North,NIE-2023-07-03_nOPV,nOPV2,Rnd4,6,2023-12-14,2023-12-18,2023-12-19,2023,32,28,60,32,28,60,0,0,0,0,0,0,52,86.67,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Awka North,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,6,2025-04-22,2025-04-26,2025-04-27,2025,34,26,60,33,26,59,1,0,0,1,0,0,23,38.33,1,Pass,high,1,0,0,0,100,0,0,0
NIE,Anambra,Awka North,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,6,2025-06-10,2025-06-14,2025-06-15,2025,28,32,60,27,31,58,2,0,0,2,0,0,23,38.33,2,Pass,high,2,0,0,0,100,0,0,0
NIE,Anambra,Awka North,OBR_name,bOPV,Rnd10,6,2021-10-09,2021-10-13,2021-10-14,2021,23,37,60,23,36,59,1,0,1,0,0,0,50,83.33,1,Pass,high,1,0,0,100,0,0,0,0
NIE,Anambra,Awka North,OBR_name,bOPV,Rnd5,6,2022-05-24,2022-05-28,2022-05-29,2022,33,27,60,30,26,56,4,0,1,3,0,0,47,78.33,4,Fail,moderate,4,0,0,25,75,0,0,0
NIE,Anambra,Awka North,OBR_name,bOPV,,6,2021-12-26,2021-12-30,2021-12-31,2021,33,27,60,32,27,59,1,0,0,1,0,0,48,80,1,Pass,high,1,0,0,0,100,0,0,0
NIE,Anambra,Awka South,NGA-20DS-01-2020,bOPV,Rnd3,3,2020-02-26,2020-03-01,2020-03-02,2020,17,13,30,17,13,30,0,0,0,0,0,0,8,26.67,30,Fail,very poor,0,30,0,0,0,0,0,100
NIE,Anambra,Awka South,NGA-20DS-01-2020,bOPV,,9,2020-02-24,2020-02-28,2020-02-29,2020,43,47,90,42,45,87,3,2,1,0,0,0,82,91.11,3,Pass,high,3,0,66.67,33.33,0,0,0,0
NIE,Anambra,Awka South,NIE-2023-07-03_nOPV,fIPV+nOPV2,Rnd3,6,2023-09-19,2023-09-23,2023-09-24,2023,39,21,60,39,21,60,0,0,0,0,0,0,60,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Awka South,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,6,2025-04-22,2025-04-26,2025-04-27,2025,34,26,60,30,24,54,6,2,2,2,0,0,23,38.33,6,Fail,moderate,6,0,33.33,33.33,33.33,0,0,0
NIE,Anambra,Awka South,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,4,2025-06-26,2025-06-30,2025-07-01,2025,24,16,40,24,16,40,0,0,0,0,0,0,26,65,20,Fail,very poor,0,20,0,0,0,0,0,100
NIE,Anambra,Awka South,OBR_name,bOPV,Rnd11,6,2021-11-17,2021-11-21,2021-11-22,2021,29,31,60,29,31,60,0,0,0,0,0,0,48,80,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Awka South,OBR_name,bOPV,Rnd4,6,2022-04-11,2022-04-15,2022-04-16,2022,28,32,60,27,31,58,2,0,2,0,0,0,36,60,2,Pass,high,2,0,0,100,0,0,0,0
NIE,Anambra,Awka South,OBR_name,bOPV,Rnd5,6,2022-05-20,2022-05-24,2022-05-25,2022,27,33,60,27,31,58,2,0,2,0,0,0,41,68.33,2,Pass,high,2,0,0,100,0,0,0,0
NIE,Anambra,Ayamelum,NGA-20DS-01-2020,bOPV,Rnd3,3,2020-02-26,2020-03-01,2020-03-02,2020,13,17,30,13,17,30,0,0,0,0,0,0,30,100,30,Fail,very poor,0,30,0,0,0,0,0,100
NIE,Anambra,Ayamelum,NGA-20DS-01-2020,bOPV,,3,2020-02-25,2020-02-29,2020-03-01,2020,17,13,30,17,12,29,1,0,1,0,0,0,30,100,31,Fail,very poor,1,30,0,3.23,0,0,0,96.77
NIE,Anambra,Ayamelum,NIE-2023-07-03_nOPV,nOPV2,Rnd4,6,2023-12-14,2023-12-18,2023-12-19,2023,20,40,60,20,40,60,0,0,0,0,0,0,60,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Ayamelum,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,6,2025-04-22,2025-04-26,2025-04-27,2025,26,34,60,26,34,60,0,0,0,0,0,0,59,98.33,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Ayamelum,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,6,2025-06-10,2025-06-14,2025-06-15,2025,36,24,60,34,24,58,2,0,1,1,0,0,59,98.33,2,Pass,high,2,0,0,50,50,0,0,0
NIE,Anambra,Ayamelum,OBR_name,bOPV,Rnd10,6,2021-10-09,2021-10-13,2021-10-14,2021,24,36,60,24,36,60,0,0,0,0,0,0,60,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Ayamelum,OBR_name,bOPV,Rnd5,6,2022-05-20,2022-05-24,2022-05-25,2022,39,21,60,36,19,55,5,4,0,1,0,0,60,100,5,Fail,moderate,5,0,80,0,20,0,0,0
NIE,Anambra,Dunukofia,NGA-20DS-01-2020,bOPV,,12,2020-02-24,2020-02-28,2020-02-29,2020,56,64,120,48,61,109,11,0,9,2,0,0,110,91.67,11,Fail,poor,11,0,0,81.82,18.18,0,0,0
NIE,Anambra,Dunukofia,NIE-2023-07-03_nOPV,fIPV+nOPV2,Rnd3,6,2023-09-20,2023-09-24,2023-09-25,2023,36,24,60,36,23,59,1,0,0,1,0,0,38,63.33,1,Pass,high,1,0,0,0,100,0,0,0
NIE,Anambra,Dunukofia,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,6,2025-06-10,2025-06-14,2025-06-15,2025,31,29,60,29,25,54,6,2,2,2,0,0,33,55,6,Fail,moderate,6,0,33.33,33.33,33.33,0,0,0
NIE,Anambra,Dunukofia,OBR_name,bOPV,Rnd10,6,2021-10-09,2021-10-13,2021-10-14,2021,29,31,60,29,31,60,0,0,0,0,0,0,35,58.33,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Dunukofia,OBR_name,bOPV,Rnd4,6,2022-04-11,2022-04-15,2022-04-16,2022,33,27,60,32,27,59,1,0,0,1,0,0,53,88.33,1,Pass,high,1,0,0,0,100,0,0,0
NIE,Anambra,Dunukofia,OBR_name,bOPV,Rnd5,6,2022-05-20,2022-05-24,2022-05-25,2022,31,29,60,31,29,60,0,0,0,0,0,0,36,60,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Ekwusigo,NGA-20DS-01-2020,bOPV,,6,2020-11-30,2020-12-04,2020-12-05,2020,23,37,60,23,37,60,0,0,0,0,0,0,60,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Ekwusigo,NIE-2023-07-03_nOPV,nOPV2,Rnd4,6,2023-12-14,2023-12-18,2023-12-19,2023,36,24,60,36,24,60,0,0,0,0,0,0,36,60,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Ekwusigo,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,6,2025-06-10,2025-06-14,2025-06-15,2025,29,31,60,29,31,60,0,0,0,0,0,0,60,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Ekwusigo,OBR_name,bOPV,Rnd11,6,2021-11-18,2021-11-22,2021-11-23,2021,38,22,60,36,22,58,2,0,0,2,0,0,57,95,2,Pass,high,2,0,0,0,100,0,0,0
NIE,Anambra,Ekwusigo,OBR_name,bOPV,Rnd4,6,2022-04-10,2022-04-14,2022-04-15,2022,26,34,60,26,33,59,1,0,1,0,0,0,60,100,1,Pass,high,1,0,0,100,0,0,0,0
NIE,Anambra,Ekwusigo,OBR_name,bOPV,Rnd5,6,2022-05-20,2022-05-24,2022-05-25,2022,34,26,60,32,25,57,3,0,0,3,0,0,50,83.33,3,Pass,high,3,0,0,0,100,0,0,0
NIE,Anambra,Idemili North,NGA-20DS-01-2020,bOPV,,6,2020-12-01,2020-12-05,2020-12-06,2020,28,32,60,23,30,53,7,0,7,0,0,0,60,100,7,Fail,moderate,7,0,0,100,0,0,0,0
NIE,Anambra,Idemili North,NIE-2023-07-03_nOPV,fIPV+nOPV2,Rnd3,6,2023-09-20,2023-09-24,2023-09-25,2023,24,36,60,24,36,60,0,0,0,0,0,0,60,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Idemili North,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,6,2025-06-10,2025-06-14,2025-06-15,2025,26,34,60,25,33,58,2,0,1,1,0,0,25,41.67,2,Pass,high,2,0,0,50,50,0,0,0
NIE,Anambra,Idemili North,OBR_name,bOPV,Rnd10,6,2021-10-10,2021-10-14,2021-10-15,2021,31,29,60,21,14,35,25,2,21,2,0,0,38,63.33,25,Fail,very poor,25,0,8,84,8,0,0,0
NIE,Anambra,Idemili North,OBR_name,bOPV,Rnd11,6,2021-11-17,2021-11-21,2021-11-22,2021,32,28,60,32,28,60,0,0,0,0,0,0,60,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Idemili North,OBR_name,bOPV,Rnd4,6,2022-04-11,2022-04-15,2022-04-16,2022,30,30,60,30,30,60,0,0,0,0,0,0,60,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Idemili North,OBR_name,bOPV,Rnd5,6,2022-05-20,2022-05-24,2022-05-25,2022,29,31,60,29,31,60,0,0,0,0,0,0,60,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Idemili North,OBR_name,bOPV,,6,2022-01-31,2022-02-04,2022-02-05,2022,29,31,60,28,31,59,1,0,0,1,0,0,36,60,1,Pass,high,1,0,0,0,100,0,0,0
NIE,Anambra,Idemili South,NGA-20DS-01-2020,bOPV,Rnd3,2,2020-02-26,2020-03-01,2020-03-02,2020,6,14,20,5,14,19,1,0,0,1,0,0,20,100,41,Fail,very poor,1,40,0,0,2.44,0,0,97.56
NIE,Anambra,Idemili South,NGA-20DS-01-2020,bOPV,,4,2020-02-24,2020-02-28,2020-02-29,2020,19,21,40,18,21,39,1,0,0,1,0,0,40,100,21,Fail,very poor,1,20,0,0,4.76,0,0,95.24
NIE,Anambra,Idemili South,NIE-2023-07-03_nOPV,nOPV2,Rnd4,6,2023-12-14,2023-12-18,2023-12-19,2023,31,29,60,31,29,60,0,0,0,0,0,0,60,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Idemili South,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,6,2025-06-10,2025-06-14,2025-06-15,2025,33,27,60,31,26,57,3,1,0,2,0,0,58,96.67,3,Pass,high,3,0,33.33,0,66.67,0,0,0
NIE,Anambra,Idemili South,OBR_name,bOPV,Rnd10,6,2021-10-09,2021-10-13,2021-10-14,2021,32,28,60,31,28,59,1,0,0,1,0,0,60,100,1,Pass,high,1,0,0,0,100,0,0,0
NIE,Anambra,Idemili South,OBR_name,bOPV,Rnd4,6,2022-04-10,2022-04-14,2022-04-15,2022,30,30,60,30,30,60,0,0,0,0,0,0,60,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Idemili South,OBR_name,bOPV,Rnd5,6,2022-05-19,2022-05-23,2022-05-24,2022,28,32,60,19,26,45,15,0,13,2,0,0,41,68.33,15,Fail,poor,15,0,0,86.67,13.33,0,0,0
NIE,Anambra,Ihiala,NGA-20DS-01-2020,bOPV,Rnd3,3,2020-02-26,2020-03-01,2020-03-02,2020,18,12,30,16,10,26,4,1,2,1,0,0,27,90,34,Fail,very poor,4,30,2.94,5.88,2.94,0,0,88.24
NIE,Anambra,Ihiala,NGA-20DS-01-2020,bOPV,,9,2020-02-24,2020-02-28,2020-02-29,2020,56,34,90,50,28,78,12,2,8,2,0,0,56,62.22,12,Fail,poor,12,0,16.67,66.67,16.67,0,0,0
NIE,Anambra,Ihiala,NIE-2023-07-03_nOPV,nOPV2,Rnd4,6,2023-12-14,2023-12-18,2023-12-19,2023,32,28,60,31,27,58,2,0,0,2,0,0,59,98.33,2,Pass,high,2,0,0,0,100,0,0,0
NIE,Anambra,Ihiala,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,4,2025-06-10,2025-06-14,2025-06-15,2025,19,21,40,19,21,40,0,0,0,0,0,0,29,72.5,20,Fail,very poor,0,20,0,0,0,0,0,100
NIE,Anambra,Ihiala,OBR_name,bOPV,Rnd11,6,2021-11-16,2021-11-20,2021-11-21,2021,35,25,60,34,24,58,2,0,0,0,2,0,36,60,2,Pass,high,2,0,0,0,0,0,100,0
NIE,Anambra,Ihiala,OBR_name,bOPV,Rnd5,6,2022-05-17,2022-05-21,2022-05-22,2022,26,34,60,25,34,59,1,0,0,1,0,0,60,100,1,Pass,high,1,0,0,0,100,0,0,0
NIE,Anambra,Ihiala,OBR_name,bOPV,,6,2022-01-31,2022-02-04,2022-02-05,2022,29,31,60,28,31,59,1,0,0,1,0,0,60,100,1,Pass,high,1,0,0,0,100,0,0,0
NIE,Anambra,Njikoka,NGA-20DS-01-2020,bOPV,,6,2020-02-24,2020-02-28,2020-02-29,2020,29,31,60,29,31,60,0,0,0,0,0,0,60,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Njikoka,NIE-2023-07-03_nOPV,nOPV2,Rnd4,6,2023-12-14,2023-12-18,2023-12-19,2023,33,27,60,32,27,59,1,1,0,0,0,0,60,100,1,Pass,high,1,0,100,0,0,0,0,0
NIE,Anambra,Njikoka,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,6,2025-06-10,2025-06-14,2025-06-15,2025,27,33,60,26,32,58,2,0,0,2,0,0,30,50,2,Pass,high,2,0,0,0,100,0,0,0
NIE,Anambra,Njikoka,OBR_name,bOPV,Rnd11,6,2021-11-16,2021-11-20,2021-11-21,2021,30,30,60,28,30,58,2,0,0,2,0,0,41,68.33,2,Pass,high,2,0,0,0,100,0,0,0
NIE,Anambra,Njikoka,OBR_name,bOPV,Rnd4,6,2022-04-10,2022-04-14,2022-04-15,2022,29,31,60,29,28,57,3,1,1,1,0,0,34,56.67,3,Pass,high,3,0,33.33,33.33,33.33,0,0,0
NIE,Anambra,Njikoka,OBR_name,bOPV,Rnd5,6,2022-05-20,2022-05-24,2022-05-25,2022,36,24,60,36,24,60,0,0,0,0,0,0,60,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Nnewi North,NIE-2023-07-03_nOPV,fIPV+nOPV2,Rnd3,6,2023-09-19,2023-09-23,2023-09-24,2023,33,27,60,33,27,60,0,0,0,0,0,0,60,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Nnewi North,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,6,2025-04-22,2025-04-26,2025-04-27,2025,30,30,60,29,28,57,3,0,0,2,1,0,23,38.33,3,Pass,high,3,0,0,0,66.67,0,33.33,0
NIE,Anambra,Nnewi North,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,6,2025-06-10,2025-06-14,2025-06-15,2025,39,21,60,37,20,57,3,0,1,2,0,0,57,95,3,Pass,high,3,0,0,33.33,66.67,0,0,0
NIE,Anambra,Nnewi North,OBR_name,bOPV,Rnd4,6,2022-04-11,2022-04-15,2022-04-16,2022,34,26,60,32,26,58,2,0,0,2,0,0,50,83.33,2,Pass,high,2,0,0,0,100,0,0,0
NIE,Anambra,Nnewi South,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,6,2025-04-22,2025-04-26,2025-04-27,2025,32,28,60,32,26,58,2,0,0,2,0,0,28,46.67,2,Pass,high,2,0,0,0,100,0,0,0
NIE,Anambra,Nnewi South,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,6,2025-06-10,2025-06-14,2025-06-15,2025,29,31,60,29,30,59,1,0,0,1,0,0,39,65,1,Pass,high,1,0,0,0,100,0,0,0
NIE,Anambra,Nnewi South,OBR_name,bOPV,Rnd10,6,2021-10-09,2021-10-13,2021-10-14,2021,36,24,60,33,23,56,4,1,2,1,0,0,34,56.67,4,Fail,moderate,4,0,25,50,25,0,0,0
NIE,Anambra,Nnewi South,OBR_name,bOPV,Rnd11,6,2021-11-19,2021-11-23,2021-11-24,2021,27,33,60,27,33,60,0,0,0,0,0,0,39,65,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Nnewi South,OBR_name,bOPV,Rnd4,6,2022-04-09,2022-04-13,2022-04-14,2022,28,32,60,28,32,60,0,0,0,0,0,0,45,75,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Nnewi South,OBR_name,bOPV,Rnd5,6,2022-05-23,2022-05-27,2022-05-28,2022,27,33,60,27,33,60,0,0,0,0,0,0,59,98.33,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Nnewi South,OBR_name,bOPV,,6,2022-01-31,2022-02-04,2022-02-05,2022,25,35,60,25,35,60,0,0,0,0,0,0,60,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Ogbaru,NGA-20DS-01-2020,bOPV,Rnd3,5,2020-02-26,2020-03-01,2020-03-02,2020,28,22,50,27,21,48,2,0,1,1,0,0,30,60,12,Fail,poor,2,10,0,8.33,8.33,0,0,83.33
NIE,Anambra,Ogbaru,NGA-20DS-01-2020,bOPV,,7,2020-02-24,2020-02-28,2020-02-29,2020,33,37,70,31,36,67,3,0,0,3,0,0,65,92.86,3,Pass,high,3,0,0,0,100,0,0,0
NIE,Anambra,Ogbaru,NIE-2023-07-03_nOPV,fIPV+nOPV2,Rnd3,6,2023-09-20,2023-09-24,2023-09-25,2023,33,27,60,33,27,60,0,0,0,0,0,0,60,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Ogbaru,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,6,2025-04-22,2025-04-26,2025-04-27,2025,34,26,60,33,26,59,1,0,0,1,0,0,36,60,1,Pass,high,1,0,0,0,100,0,0,0
NIE,Anambra,Ogbaru,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,6,2025-06-10,2025-06-14,2025-06-15,2025,29,31,60,29,31,60,0,0,0,0,0,0,60,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Ogbaru,OBR_name,bOPV,Rnd11,6,2021-11-16,2021-11-20,2021-11-21,2021,35,25,60,35,25,60,0,0,0,0,0,0,32,53.33,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Ogbaru,OBR_name,bOPV,Rnd4,6,2022-04-11,2022-04-15,2022-04-16,2022,33,27,60,32,26,58,2,0,2,0,0,0,57,95,2,Pass,high,2,0,0,100,0,0,0,0
NIE,Anambra,Ogbaru,OBR_name,bOPV,,6,2022-01-29,2022-02-02,2022-02-03,2022,28,32,60,27,32,59,1,0,0,1,0,0,59,98.33,1,Pass,high,1,0,0,0,100,0,0,0
NIE,Anambra,Onitsha North,NGA-20DS-01-2020,bOPV,Rnd3,1,2020-02-26,2020-03-01,2020-03-02,2020,6,4,10,6,4,10,0,0,0,0,0,0,10,100,50,Fail,very poor,0,50,0,0,0,0,0,100
NIE,Anambra,Onitsha North,NGA-20DS-01-2020,bOPV,,11,2020-02-24,2020-02-28,2020-02-29,2020,51,59,110,49,57,106,4,0,3,1,0,0,104,94.55,4,Fail,moderate,4,0,0,75,25,0,0,0
NIE,Anambra,Onitsha North,NIE-2023-07-03_nOPV,fIPV+nOPV2,Rnd3,6,2023-09-20,2023-09-24,2023-09-25,2023,32,28,60,32,28,60,0,0,0,0,0,0,54,90,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Onitsha North,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd1,6,2025-04-22,2025-04-26,2025-04-27,2025,33,27,60,28,27,55,5,5,0,0,0,0,19,31.67,5,Fail,moderate,5,0,100,0,0,0,0,0
NIE,Anambra,Onitsha North,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,6,2025-06-10,2025-06-14,2025-06-15,2025,29,31,60,29,31,60,0,0,0,0,0,0,60,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Onitsha North,OBR_name,bOPV,Rnd5,6,2022-05-20,2022-05-24,2022-05-25,2022,34,26,60,34,25,59,1,0,0,1,0,0,57,95,1,Pass,high,1,0,0,0,100,0,0,0
NIE,Anambra,Onitsha North,OBR_name,bOPV,,6,2022-01-31,2022-02-04,2022-02-05,2022,31,29,60,29,29,58,2,0,1,1,0,0,45,75,2,Pass,high,2,0,0,50,50,0,0,0
NIE,Anambra,Onitsha South,NGA-20DS-01-2020,bOPV,Rnd3,9,2020-02-26,2020-03-01,2020-03-02,2020,57,33,90,57,33,90,0,0,0,0,0,0,90,100,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Onitsha South,NGA-20DS-01-2020,bOPV,,17,2020-02-11,2020-02-15,2020-02-16,2020,110,60,170,105,57,162,8,0,0,8,0,0,149,87.65,8,Fail,moderate,8,0,0,0,100,0,0,0
NIE,Anambra,Onitsha South,NIE-2023-07-03_nOPV,nOPV2,Rnd4,6,2023-12-14,2023-12-18,2023-12-19,2023,28,32,60,28,32,60,0,0,0,0,0,0,42,70,0,Pass,high,0,0,0,0,0,0,0,0
NIE,Anambra,Onitsha South,NIE-2025-04-01_nOPV_NIDs,nOPV2,Rnd2,6,2025-06-10,2025-06-14,2025-06-15,2025,32,28,60,32,27,59,1,1,0,0,0,0,29,48.33,1,Pass,high,1,0,100,0,0,0,0,0
