country,province,district,response,vaccine.type,roundNumber,round_start_date,month,rnd_distinct
ALGERIA,ILISII,ILISII,ALG-2024-01-01_nOPV,nOPV2,Rnd1,2024-01-28,1,ALG-2024-01-01_nOPV_Rnd1
ALGERIA,OUARGLA,OUARGLA,ALG-2024-01-01_nOPV,nOPV2,Rnd1,2024-01-28,1,ALG-2024-01-01_nOPV_Rnd1
ALGERIA,TINDOUF,TINDOUF,ALG-2024-01-01_nOPV,nOPV2,Rnd1,2024-01-28,1,ALG-2024-01-01_nOPV_Rnd1
ALGERIA,GHARDAIA,GHARDAIA,ALG-2024-01-01_nOPV,nOPV2,Rnd1,2024-01-28,1,ALG-2024-01-01_nOPV_Rnd1
ALGERIA,TAMANGHASSET,TAMANGHASSET,ALG-2024-01-01_nOPV,nOPV2,Rnd1,2024-01-28,1,ALG-2024-01-01_nOPV_Rnd1
ALGERIA,ADRAR,ADRAR,ALG-2024-01-01_nOPV,nOPV2,Rnd1,2024-01-28,1,ALG-2024-01-01_nOPV_Rnd1
ALGERIA,BECHAR,BECHAR,ALG-2024-01-01_nOPV,nOPV2,Rnd1,2024-01-28,1,ALG-2024-01-01_nOPV_Rnd1
ALGERIA,GHARDAIA,GHARDAIA,Algeria Outbreak,nOPV2,Rnd2,2023-01-14,1,Algeria Outbreak_Rnd2
ALGERIA,ADRAR,ADRAR,Algeria Outbreak,nOPV2,Rnd2,2023-01-14,1,Algeria Outbreak_Rnd2
ALGERIA,TINDOUF,TINDOUF,Algeria Outbreak,nOPV2,Rnd2,2023-01-14,1,Algeria Outbreak_Rnd2
ALGERIA,EL OUED,EL OUED,Algeria Outbreak,nOPV2,Rnd2,2023-01-14,1,Algeria Outbreak_Rnd2
ALGERIA,ILISII,ILISII,Algeria Outbreak,nOPV2,Rnd2,2023-01-14,1,Algeria Outbreak_Rnd2
ALGERIA,TAMANGHASSET,TAMANGHASSET,Algeria Outbreak,nOPV2,Rnd2,2023-01-14,1,Algeria Outbreak_Rnd2
ALGERIA,OUARGLA,OUARGLA,Algeria Outbreak,nOPV2,Rnd2,2023-01-14,1,Algeria Outbreak_Rnd2
ALGERIA,BECHAR,BECHAR,Algeria Outbreak,nOPV2,Rnd2,2023-01-14,1,Algeria Outbreak_Rnd2
CAMEROON,EXTREME NORD,HINA,CMR-16DS-01-2023,nOPV2,Rnd0,2023-01-27,1,CMR-16DS-01-2023_Rnd0
CAMEROON,EXTREME NORD,KAR HAY,CMR-16DS-01-2023,nOPV2,Rnd0,2023-01-27,1,CMR-16DS-01-2023_Rnd0
CAMEROON,EXTREME NORD,MOGODE,CMR-16DS-01-2023,nOPV2,Rnd0,2023-01-27,1,CMR-16DS-01-2023_Rnd0
CAMEROON,EXTREME NORD,VELE,CMR-16DS-01-2023,nOPV2,Rnd0,2023-01-27,1,CMR-16DS-01-2023_Rnd0
CAMEROON,EXTREME NORD,ROUA,CMR-16DS-01-2023,nOPV2,Rnd0,2023-01-27,1,CMR-16DS-01-2023_Rnd0
CAMEROON,EXTREME NORD,GUIDIGUIS,CMR-16DS-01-2023,nOPV2,Rnd0,2023-01-27,1,CMR-16DS-01-2023_Rnd0
CAMEROON,EXTREME NORD,MOKOLO,CMR-16DS-01-2023,nOPV2,Rnd0,2023-01-27,1,CMR-16DS-01-2023_Rnd0
CAMEROON,EXTREME NORD,MERI,CMR-16DS-01-2023,nOPV2,Rnd0,2023-01-27,1,CMR-16DS-01-2023_Rnd0
CAMEROON,EXTREME NORD,KOZA,CMR-16DS-01-2023,nOPV2,Rnd0,2023-01-27,1,CMR-16DS-01-2023_Rnd0
CAMEROON,ADAMAOUA,BELEL,CMR-16DS-01-2023,nOPV2,Rnd0,2023-01-27,1,CMR-16DS-01-2023_Rnd0
CAMEROON,EXTREME NORD,MORA,CMR-16DS-01-2023,nOPV2,Rnd0,2023-01-27,1,CMR-16DS-01-2023_Rnd0
CAMEROON,EXTREME NORD,KOLOFATA,CMR-16DS-01-2023,nOPV2,Rnd0,2023-01-27,1,CMR-16DS-01-2023_Rnd0
CAMEROON,EXTREME NORD,YAGOUA,CMR-16DS-01-2023,nOPV2,Rnd0,2023-01-27,1,CMR-16DS-01-2023_Rnd0
CAMEROON,EXTREME NORD,MOZOGO,CMR-16DS-01-2023,nOPV2,Rnd0,2023-01-27,1,CMR-16DS-01-2023_Rnd0
CAMEROON,EXTREME NORD,GUERE,CMR-16DS-01-2023,nOPV2,Rnd0,2023-01-27,1,CMR-16DS-01-2023_Rnd0
CAMEROON,EXTREME NORD,BOURHA,CMR-16DS-01-2023,nOPV2,Rnd0,2023-01-27,1,CMR-16DS-01-2023_Rnd0
CAMEROON,EXTREME NORD,GAZAWA,CMR-16DS-01-2023,nOPV2,Rnd0,2023-01-27,1,CMR-16DS-01-2023_Rnd0
CHAD,N'DJAMENA,10E ARRONDISSEMENT,Chad_2023,nOPV2,Rnd1,2023-01-26,1,Chad_2023_Rnd1
CHAD,N'DJAMENA,1ER ARRONDISSEMENT,Chad_2023,nOPV2,Rnd1,2023-01-26,1,Chad_2023_Rnd1
CHAD,N'DJAMENA,4E ARRONDISSEMENT,Chad_2023,nOPV2,Rnd1,2023-01-26,1,Chad_2023_Rnd1
CHAD,N'DJAMENA,9E ARRONDISSEMENT,Chad_2023,nOPV2,Rnd1,2023-01-26,1,Chad_2023_Rnd1
CHAD,N'DJAMENA,7E ARRONDISSEMENT,Chad_2023,nOPV2,Rnd1,2023-01-26,1,Chad_2023_Rnd1
CHAD,HADJER LAMIS,MASSAGUET,Chad_2023,nOPV2,Rnd1,2023-01-26,1,Chad_2023_Rnd1
CHAD,MAYO KEBBI EST,GUELENDENG,Chad_2023,nOPV2,Rnd1,2023-01-26,1,Chad_2023_Rnd1
CHAD,CHARI BAGUIRMI,MANDELIA,Chad_2023,nOPV2,Rnd1,2023-01-26,1,Chad_2023_Rnd1
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,VANGU,DRC-2025-sNIDs_01nOPV,nOPV2,Rnd1,2025-01-23,1,DRC-2025-sNIDs_01nOPV_Rnd1
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,RWASHI,DRC-2025-sNIDs_01nOPV,nOPV2,Rnd1,2025-01-23,1,DRC-2025-sNIDs_01nOPV_Rnd1
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,LUKAFU,DRC-2025-sNIDs_01nOPV,nOPV2,Rnd1,2025-01-23,1,DRC-2025-sNIDs_01nOPV_Rnd1
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,LUBUMBASHI,DRC-2025-sNIDs_01nOPV,nOPV2,Rnd1,2025-01-23,1,DRC-2025-sNIDs_01nOPV_Rnd1
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,KASENGA,DRC-2025-sNIDs_01nOPV,nOPV2,Rnd1,2025-01-23,1,DRC-2025-sNIDs_01nOPV_Rnd1
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,KAFUBU,DRC-2025-sNIDs_01nOPV,nOPV2,Rnd1,2025-01-23,1,DRC-2025-sNIDs_01nOPV_Rnd1
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,KIPUSHI,DRC-2025-sNIDs_01nOPV,nOPV2,Rnd1,2025-01-23,1,DRC-2025-sNIDs_01nOPV_Rnd1
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,SAKANIA,DRC-2025-sNIDs_01nOPV,nOPV2,Rnd1,2025-01-23,1,DRC-2025-sNIDs_01nOPV_Rnd1
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,KAMPEMBA,DRC-2025-sNIDs_01nOPV,nOPV2,Rnd1,2025-01-23,1,DRC-2025-sNIDs_01nOPV_Rnd1
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,KISANGA,DRC-2025-sNIDs_01nOPV,nOPV2,Rnd1,2025-01-23,1,DRC-2025-sNIDs_01nOPV_Rnd1
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,KENYA,DRC-2025-sNIDs_01nOPV,nOPV2,Rnd1,2025-01-23,1,DRC-2025-sNIDs_01nOPV_Rnd1
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,NYUNZU,Tanganyika,nOPV2,Rnd1,2023-01-26,1,Tanganyika_Rnd1
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,KIAMBI,Tanganyika,nOPV2,Rnd1,2023-01-26,1,Tanganyika_Rnd1
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,KONGOLO,Tanganyika,nOPV2,Rnd1,2023-01-26,1,Tanganyika_Rnd1
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,MOBA,Tanganyika,nOPV2,Rnd1,2023-01-26,1,Tanganyika_Rnd1
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,KANSIMBA,Tanganyika,nOPV2,Rnd1,2023-01-26,1,Tanganyika_Rnd1
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,KALEMIE,Tanganyika,nOPV2,Rnd1,2023-01-26,1,Tanganyika_Rnd1
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,MBULULA,Tanganyika,nOPV2,Rnd1,2023-01-26,1,Tanganyika_Rnd1
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,KABALO,Tanganyika,nOPV2,Rnd1,2023-01-26,1,Tanganyika_Rnd1
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,NYEMBA,Tanganyika,nOPV2,Rnd1,2023-01-26,1,Tanganyika_Rnd1
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,ANKORO,Tanganyika,nOPV2,Rnd1,2023-01-26,1,Tanganyika_Rnd1
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,MANONO,Tanganyika,nOPV2,Rnd1,2023-01-26,1,Tanganyika_Rnd1
NIGER,NIAMEY,NIAMEY 2,NIG-2023-11-01_nOPV,nOPV2,Rnd2,2024-01-05,1,NIG-2023-11-01_nOPV_Rnd2
NIGER,NIAMEY,NIAMEY 3,NIG-2023-11-01_nOPV,nOPV2,Rnd2,2024-01-05,1,NIG-2023-11-01_nOPV_Rnd2
NIGER,NIAMEY,NIAMEY 4,NIG-2023-11-01_nOPV,nOPV2,Rnd2,2024-01-05,1,NIG-2023-11-01_nOPV_Rnd2
NIGER,NIAMEY,NIAMEY 5,NIG-2023-11-01_nOPV,nOPV2,Rnd2,2024-01-05,1,NIG-2023-11-01_nOPV_Rnd2
NIGER,ZINDER,TESKER,NIG-2023-11-01_nOPV,nOPV2,Rnd2,2024-01-05,1,NIG-2023-11-01_nOPV_Rnd2
NIGER,AGADEZ,AGADEZ,NIG-2023-11-01_nOPV,nOPV2,Rnd2,2024-01-05,1,NIG-2023-11-01_nOPV_Rnd2
NIGER,ZINDER,MIRRIAH,NIG-2023-11-01_nOPV,nOPV2,Rnd2,2024-01-05,1,NIG-2023-11-01_nOPV_Rnd2
NIGER,NIAMEY,NIAMEY 1,NIG-2023-11-01_nOPV,nOPV2,Rnd2,2024-01-05,1,NIG-2023-11-01_nOPV_Rnd2
UGANDA,ANKOLE,RUBIRIZI,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,SOUTH BUGANDA,BUTAMBALA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,BUSOGA,BUGIRI,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,BUKEDI,BUTEBO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,KIGEZI,RUBANDA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,BUKEDI,PALLISA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,WEST NILE,PAKWACH,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,BUKEDI,BUSIA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,SOUTH BUGANDA,RAKAI,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ACHOLI,PADER,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ELGON,SIRONKO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ANKOLE,KAZO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ACHOLI,KITGUM,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,NORTH BUGANDA,BUVUMA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,BUNYORO,HOIMA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,BUKEDI,BUDAKA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,NORTH BUGANDA,NAKASONGOLA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,BUSOGA,NAMAYINGO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,WEST NILE,KOBOKO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,LANGO,KOLE,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,TESO,SOROTI,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ACHOLI,LAMWO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ACHOLI,AMURU,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,WEST NILE,ADJUMANI,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,TORO,BUNYANGABU,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ANKOLE,BUSHENYI,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,TORO,BUNDIBUGYO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,LANGO,APAC,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ELGON,NAMISINDWA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,KARAMOJA,KOTIDO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ANKOLE,SHEEMA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,BUSOGA,BUGWERI,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,TORO,NTOROKO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,KARAMOJA,KAABONG,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,KARAMOJA,KARENGA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,SOUTH BUGANDA,KYOTERA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,TORO,KYENJOJO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,LANGO,LIRA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,BUKEDI,TORORO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,NORTH BUGANDA,WAKISO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,KIGEZI,KISORO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ANKOLE,KIRUHURA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ELGON,BUDUDA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,WEST NILE,NEBBI,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,TESO,KALAKI,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,KIGEZI,RUKUNGIRI,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ANKOLE,MBARARA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ACHOLI,AGAGO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,LANGO,ALEBTONG,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,KARAMOJA,NABILATUK,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,KARAMOJA,NAKAPIRIPIRIT,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,NORTH BUGANDA,NAKASEKE,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,NORTH BUGANDA,MUKONO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,BUSOGA,KAMULI,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,TORO,KAMWENGE,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ELGON,KAPCHORWA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,BUSOGA,NAMUTUMBA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,TESO,SERERE,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,KARAMOJA,ABIM,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,NORTH BUGANDA,BUIKWE,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ANKOLE,NTUNGAMO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ACHOLI,OMORO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,LANGO,OTUKE,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,LANGO,OYAM,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ELGON,BUKWO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,BUNYORO,BULIISA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,BUNYORO,KIRYANDONGO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,BUNYORO,KIKUUBE,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,TORO,KITAGWENDA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,KIGEZI,KANUNGU,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ANKOLE,BUHWEJU,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,TESO,NGORA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,LANGO,KWANIA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,TESO,KABERAMAIDO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ANKOLE,MITOOMA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,BUSOGA,BUYENDE,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,LANGO,DOKOLO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,SOUTH BUGANDA,GOMBA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,BUSOGA,IGANGA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,SOUTH BUGANDA,SEMBABULE,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,WEST NILE,YUMBE,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,BUSOGA,LUUKA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,WEST NILE,ZOMBO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,TESO,KAPELEBYONG,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,KIGEZI,RUKIGA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ELGON,MBALE,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,TESO,KATAKWI,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,TESO,BUKEDEA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,NORTH BUGANDA,MITYANA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,LANGO,AMOLATAR,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,KARAMOJA,AMUDAT,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,TESO,AMURIA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,SOUTH BUGANDA,KALUNGU,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,BUSOGA,KALIRO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,BUSOGA,MAYUGE,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ANKOLE,ISINGIRO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,WEST NILE,MOYO,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ANKOLE,RWAMPARA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ELGON,KWEEN,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,TESO,KUMI,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,TORO,KABAROLE,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ACHOLI,NWOYA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ELGON,BULAMBULI,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,SOUTH BUGANDA,BUKOMANSIMBI,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,NORTH BUGANDA,KIBOGA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,BUKEDI,KIBUKU,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,KARAMOJA,NAPAK,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,WEST NILE,OBONGI,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,BUNYORO,MASINDI,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,WEST NILE,ARUA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,BUSOGA,JINJA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,ANKOLE,IBANDA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,TORO,KYEGEGWA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
UGANDA,NORTH BUGANDA,KASSANDA,UGA-149DS-08-2021,nOPV2,Rnd1,2022-01-14,1,UGA-149DS-08-2021_Rnd1
