country,province,district,response,vaccine.type,roundNumber,number_clusters,round_start_date,year,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,missed_child,r_Non_Compliance,r_House_not_visited,r_childabsent,r_security,r_childnotborn,Care_Giver_Informed_SIA,percent_care_Giver_Informed_SIA,total_missed,status,performance,tot_r,other_r,prct_r_Non_Compliance,prct_r_House_not_visited,prct_r_childabsent,prct_r_childnotborn,prct_r_security,prct_other_r,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,proportion_missed_child,afro_block,lqas_start_date,lqas_end_date
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,ANKORO,Tanganyika,nOPV2,RND1,15,2023-01-26,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-01-30,2023-01-31
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,KABALO,Tanganyika,nOPV2,RND1,9,2023-01-26,2023,0,0,50,0,0,0,NA,0,0,0,NA,NA,NA,0,10,Fail,poor,NA,10,0,0,0,NA,NA,100,0,0,0,0,0,0,0.2,DRC,2023-01-30,2023-01-31
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,KALEMIE,Tanganyika,nOPV2,RND1,10,2023-01-26,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-01-30,2023-01-31
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,KANSIMBA,Tanganyika,nOPV2,RND1,11,2023-01-26,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-01-30,2023-01-31
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,KIAMBI,Tanganyika,nOPV2,RND1,12,2023-01-26,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-01-30,2023-01-31
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,KONGOLO,Tanganyika,nOPV2,RND1,6,2023-01-26,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-01-30,2023-01-31
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,MANONO,Tanganyika,nOPV2,RND1,8,2023-01-26,2023,0,0,40,0,0,0,NA,0,0,0,NA,NA,NA,0,20,Fail,very poor,NA,20,0,0,0,NA,NA,100,0,0,0,0,0,0,0.5,DRC,2023-01-30,2023-01-31
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,MBULULA,Tanganyika,nOPV2,RND1,21,2023-01-26,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-01-30,2023-01-31
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,MOBA,Tanganyika,nOPV2,RND1,16,2023-01-26,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-01-30,2023-01-31
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,NYEMBA,Tanganyika,nOPV2,RND1,13,2023-01-26,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-01-30,2023-01-31
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,NYUNZU,Tanganyika,nOPV2,RND1,18,2023-01-26,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-01-30,2023-01-31
DEMOCRATIC REPUBLIC OF THE CONGO,BAS UELE,AKETI,DRC-2023-03-01_bOPV,bOPV,RND1,21,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,BAS UELE,ANGO,DRC-2023-03-01_bOPV,bOPV,RND1,15,2023-03-16,2023,0,0,50,0,0,0,NA,0,0,0,NA,NA,NA,0,10,Fail,poor,NA,10,0,0,0,NA,NA,100,0,0,0,0,0,0,0.2,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,BAS UELE,BILI,DRC-2023-03-01_bOPV,bOPV,RND1,18,2023-03-16,2023,0,0,50,0,0,0,NA,0,0,0,NA,NA,NA,0,10,Fail,poor,NA,10,0,0,0,NA,NA,100,0,0,0,0,0,0,0.2,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,BAS UELE,BONDO,DRC-2023-03-01_bOPV,bOPV,RND1,9,2023-03-16,2023,0,0,50,0,0,0,NA,0,0,0,NA,NA,NA,0,10,Fail,poor,NA,10,0,0,0,NA,NA,100,0,0,0,0,0,0,0.2,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,BAS UELE,BUTA,DRC-2023-03-01_bOPV,bOPV,RND1,13,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,BAS UELE,GANGA,DRC-2023-03-01_bOPV,bOPV,RND1,19,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,BAS UELE,LIKATI,DRC-2023-03-01_bOPV,bOPV,RND1,21,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,BAS UELE,MONGA,DRC-2023-03-01_bOPV,bOPV,RND1,11,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,BAS UELE,POKO,DRC-2023-03-01_bOPV,bOPV,RND1,14,2023-03-16,2023,0,0,40,0,0,0,NA,0,0,0,NA,NA,NA,0,20,Fail,very poor,NA,20,0,0,0,NA,NA,100,0,0,0,0,0,0,0.5,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,BAS UELE,TITULE,DRC-2023-03-01_bOPV,bOPV,RND1,21,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,KAFUBU,DRC-2023-03-01_bOPV,bOPV,RND1,10,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,KAMALONDO,DRC-2023-03-01_bOPV,bOPV,RND1,6,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,KAMBOVE,DRC-2023-03-01_bOPV,bOPV,RND1,6,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,KAMPEMBA,DRC-2023-03-01_bOPV,bOPV,RND1,20,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,KAPOLOWE,DRC-2023-03-01_bOPV,bOPV,RND1,15,2023-03-16,2023,0,0,40,0,0,0,NA,0,0,0,NA,NA,NA,0,20,Fail,very poor,NA,20,0,0,0,NA,NA,100,0,0,0,0,0,0,0.5,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,KASENGA,DRC-2023-03-01_bOPV,bOPV,RND1,21,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,KATUBA,DRC-2023-03-01_bOPV,bOPV,RND1,14,2023-03-16,2023,0,0,40,0,0,0,NA,0,0,0,NA,NA,NA,0,20,Fail,very poor,NA,20,0,0,0,NA,NA,100,0,0,0,0,0,0,0.5,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,KENYA,DRC-2023-03-01_bOPV,bOPV,RND1,6,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,KIKULA,DRC-2023-03-01_bOPV,bOPV,RND1,21,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,KILELA BALANDA,DRC-2023-03-01_bOPV,bOPV,RND1,5,2023-03-16,2023,0,0,40,0,0,0,NA,0,0,0,NA,NA,NA,0,20,Fail,very poor,NA,20,0,0,0,NA,NA,100,0,0,0,0,0,0,0.5,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,KILWA,DRC-2023-03-01_bOPV,bOPV,RND1,6,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,KISANGA,DRC-2023-03-01_bOPV,bOPV,RND1,21,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,KOWE,DRC-2023-03-01_bOPV,bOPV,RND1,5,2023-03-16,2023,0,0,40,0,0,0,NA,0,0,0,NA,NA,NA,0,20,Fail,very poor,NA,20,0,0,0,NA,NA,100,0,0,0,0,0,0,0.5,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,LIKASI,DRC-2023-03-01_bOPV,bOPV,RND1,11,2023-03-16,2023,0,0,40,0,0,0,NA,0,0,0,NA,NA,NA,0,20,Fail,very poor,NA,20,0,0,0,NA,NA,100,0,0,0,0,0,0,0.5,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,LUBUMBASHI,DRC-2023-03-01_bOPV,bOPV,RND1,7,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,LUKAFU,DRC-2023-03-01_bOPV,bOPV,RND1,25,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,MITWABA,DRC-2023-03-01_bOPV,bOPV,RND1,21,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,MUFUNGA SAMPWE,DRC-2023-03-01_bOPV,bOPV,RND1,14,2023-03-16,2023,0,0,40,0,0,0,NA,0,0,0,NA,NA,NA,0,20,Fail,very poor,NA,20,0,0,0,NA,NA,100,0,0,0,0,0,0,0.5,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,MUMBUNDA,DRC-2023-03-01_bOPV,bOPV,RND1,11,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,PANDA,DRC-2023-03-01_bOPV,bOPV,RND1,36,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,PWETO,DRC-2023-03-01_bOPV,bOPV,RND1,21,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,RUASHI,DRC-2023-03-01_bOPV,bOPV,RND1,7,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,SAKANIA,DRC-2023-03-01_bOPV,bOPV,RND1,10,2023-03-16,2023,0,0,30,0,0,0,NA,0,0,0,NA,NA,NA,0,30,Fail,very poor,NA,30,0,0,0,NA,NA,100,0,0,0,0,0,0,1,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT KATANGA,TSHAMILEMBA,DRC-2023-03-01_bOPV,bOPV,RND1,6,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT LOMAMI,BAKA,DRC-2023-03-01_bOPV,bOPV,RND1,19,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT LOMAMI,BUKAMA,DRC-2023-03-01_bOPV,bOPV,RND1,21,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT LOMAMI,BUTUMBA,DRC-2023-03-01_bOPV,bOPV,RND1,21,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT LOMAMI,KABONDO DIANDA,DRC-2023-03-01_bOPV,bOPV,RND1,21,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT LOMAMI,KABONGO,DRC-2023-03-01_bOPV,bOPV,RND1,21,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT LOMAMI,KAMINA,DRC-2023-03-01_bOPV,bOPV,RND1,21,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT LOMAMI,KANIAMA,DRC-2023-03-01_bOPV,bOPV,RND1,14,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT LOMAMI,KAYAMBA,DRC-2023-03-01_bOPV,bOPV,RND1,7,2023-03-16,2023,0,0,20,0,0,0,NA,0,0,0,NA,NA,NA,0,40,Fail,very poor,NA,40,0,0,0,NA,NA,100,0,0,0,0,0,0,2,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT LOMAMI,KINDA,DRC-2023-03-01_bOPV,bOPV,RND1,19,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT LOMAMI,KINKONDJA,DRC-2023-03-01_bOPV,bOPV,RND1,21,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT LOMAMI,LWAMBA,DRC-2023-03-01_bOPV,bOPV,RND1,21,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT LOMAMI,MALEMBA NKULU,DRC-2023-03-01_bOPV,bOPV,RND1,6,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT LOMAMI,MULONGO,DRC-2023-03-01_bOPV,bOPV,RND1,13,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT LOMAMI,SONGA,DRC-2023-03-01_bOPV,bOPV,RND1,21,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT UELE,ABA,DRC-2023-03-01_bOPV,bOPV,RND1,12,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT UELE,DUNGU,DRC-2023-03-01_bOPV,bOPV,RND1,6,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT UELE,GOMBARI,DRC-2023-03-01_bOPV,bOPV,RND1,17,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT UELE,ISIRO,DRC-2023-03-01_bOPV,bOPV,RND1,19,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT UELE,MAKORO,DRC-2023-03-01_bOPV,bOPV,RND1,16,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT UELE,NIANGARA,DRC-2023-03-01_bOPV,bOPV,RND1,20,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT UELE,PAWA,DRC-2023-03-01_bOPV,bOPV,RND1,21,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT UELE,RUNGU,DRC-2023-03-01_bOPV,bOPV,RND1,21,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,HAUT UELE,WATSA,DRC-2023-03-01_bOPV,bOPV,RND1,5,2023-03-16,2023,0,0,50,0,0,0,NA,0,0,0,NA,NA,NA,0,10,Fail,poor,NA,10,0,0,0,NA,NA,100,0,0,0,0,0,0,0.2,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,KASAI,BANGA LUBAKA,DRC-2023-03-01_bOPV,bOPV,RND1,15,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,KASAI,BULAPE,DRC-2023-03-01_bOPV,bOPV,RND1,11,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,KASAI,ILEBO,DRC-2023-03-01_bOPV,bOPV,RND1,17,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,KASAI,KAKENGE,DRC-2023-03-01_bOPV,bOPV,RND1,7,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,KASAI,KALONDA OUEST,DRC-2023-03-01_bOPV,bOPV,RND1,12,2023-03-16,2023,0,0,40,0,0,0,NA,0,0,0,NA,NA,NA,0,20,Fail,very poor,NA,20,0,0,0,NA,NA,100,0,0,0,0,0,0,0.5,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,KASAI,KAMONIA,DRC-2023-03-01_bOPV,bOPV,RND1,9,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,KASAI,KAMWESHA,DRC-2023-03-01_bOPV,bOPV,RND1,21,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,KASAI,KANZALA,DRC-2023-03-01_bOPV,bOPV,RND1,18,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,KASAI,KITANGWA,DRC-2023-03-01_bOPV,bOPV,RND1,11,2023-03-16,2023,0,0,30,0,0,0,NA,0,0,0,NA,NA,NA,0,30,Fail,very poor,NA,30,0,0,0,NA,NA,100,0,0,0,0,0,0,1,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,KASAI,LUEBO,DRC-2023-03-01_bOPV,bOPV,RND1,21,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,KASAI,MIKOPE,DRC-2023-03-01_bOPV,bOPV,RND1,21,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,KASAI,MUSHENGE,DRC-2023-03-01_bOPV,bOPV,RND1,12,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
DEMOCRATIC REPUBLIC OF THE CONGO,KASAI,MUTENA,DRC-2023-03-01_bOPV,bOPV,RND1,17,2023-03-16,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-03-20,2023-03-21
