country,province,district,response,vaccine.type,roundNumber,number_clusters,round_start_date,year,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,missed_child,r_Non_Compliance,r_House_not_visited,r_childabsent,r_security,r_childnotborn,Care_Giver_Informed_SIA,percent_care_Giver_Informed_SIA,total_missed,status,performance,tot_r,other_r,prct_r_Non_Compliance,prct_r_House_not_visited,prct_r_childabsent,prct_r_childnotborn,prct_r_security,prct_other_r,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,proportion_missed_child,afro_block,lqas_start_date,lqas_end_date
DEMOCRATIC REPUBLIC OF THE CONGO,MAINDOMBE,NTANDEMBELO,DRC-NID-07-2023-bOPV,bOPV,RND1,9,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,MAINDOMBE,PENDJWA,DRC-NID-07-2023-bOPV,bOPV,RND1,5,2023-07-27,2023,0,0,40,0,0,0,NA,0,0,0,NA,NA,NA,0,20,Fail,very poor,NA,20,0,0,0,NA,NA,100,0,0,0,0,0,0,0.5,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,MANIEMA,ALUNGULI,DRC-NID-07-2023-bOPV,bOPV,RND1,8,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,MANIEMA,FEREKENI,DRC-NID-07-2023-bOPV,bOPV,RND1,7,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,MANIEMA,KABAMBARE,DRC-NID-07-2023-bOPV,bOPV,RND1,12,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,MANIEMA,KAILO,DRC-NID-07-2023-bOPV,bOPV,RND1,18,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,MANIEMA,KALIMA,DRC-NID-07-2023-bOPV,bOPV,RND1,19,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,MANIEMA,KASONGO,DRC-NID-07-2023-bOPV,bOPV,RND1,21,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,MANIEMA,KIBOMBO,DRC-NID-07-2023-bOPV,bOPV,RND1,22,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,MANIEMA,KINDU,DRC-NID-07-2023-bOPV,bOPV,RND1,6,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,MANIEMA,KUNDA,DRC-NID-07-2023-bOPV,bOPV,RND1,16,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,MANIEMA,LUBUTU,DRC-NID-07-2023-bOPV,bOPV,RND1,6,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,MANIEMA,LUSANGI,DRC-NID-07-2023-bOPV,bOPV,RND1,21,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,MANIEMA,OBOKOTE,DRC-NID-07-2023-bOPV,bOPV,RND1,9,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,MANIEMA,PANGI,DRC-NID-07-2023-bOPV,bOPV,RND1,21,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,MANIEMA,PUNIA,DRC-NID-07-2023-bOPV,bOPV,RND1,7,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,MANIEMA,SAMBA,DRC-NID-07-2023-bOPV,bOPV,RND1,12,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,MANIEMA,SARAMABILA,DRC-NID-07-2023-bOPV,bOPV,RND1,8,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,MANIEMA,TUNDA,DRC-NID-07-2023-bOPV,bOPV,RND1,21,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,NORD KIVU,ALIMBONGO,DRC-NID-07-2023-bOPV,bOPV,RND1,11,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,NORD KIVU,BUTEMBO,DRC-NID-07-2023-bOPV,bOPV,RND1,21,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,NORD KIVU,GOMA,DRC-NID-07-2023-bOPV,bOPV,RND1,21,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,NORD KIVU,KALUNGUTA,DRC-NID-07-2023-bOPV,bOPV,RND1,25,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,NORD KIVU,KARISIMBI,DRC-NID-07-2023-bOPV,bOPV,RND1,21,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,NORD KIVU,KATWA,DRC-NID-07-2023-bOPV,bOPV,RND1,21,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,NORD KIVU,NYIRAGONGO,DRC-NID-07-2023-bOPV,bOPV,RND1,21,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,NORD KIVU,RUTSHURU,DRC-NID-07-2023-bOPV,bOPV,RND1,21,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SANKURU,BENA DIBELE,DRC-NID-07-2023-bOPV,bOPV,RND1,15,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SANKURU,DIKUNGU,DRC-NID-07-2023-bOPV,bOPV,RND1,21,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SANKURU,DJALO NDJEKA,DRC-NID-07-2023-bOPV,bOPV,RND1,21,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SANKURU,KATAKO KOMBE,DRC-NID-07-2023-bOPV,bOPV,RND1,19,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SANKURU,KOLE,DRC-NID-07-2023-bOPV,bOPV,RND1,9,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SANKURU,LODJA,DRC-NID-07-2023-bOPV,bOPV,RND1,16,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SANKURU,LOMELA,DRC-NID-07-2023-bOPV,bOPV,RND1,17,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SANKURU,LUSAMBO,DRC-NID-07-2023-bOPV,bOPV,RND1,21,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SANKURU,MINGA,DRC-NID-07-2023-bOPV,bOPV,RND1,16,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SANKURU,OMENDJADI,DRC-NID-07-2023-bOPV,bOPV,RND1,16,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SANKURU,OTOTO,DRC-NID-07-2023-bOPV,bOPV,RND1,21,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SANKURU,PANIA MUTOMBO,DRC-NID-07-2023-bOPV,bOPV,RND1,16,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SANKURU,TSHUDI LOTO,DRC-NID-07-2023-bOPV,bOPV,RND1,8,2023-07-27,2023,0,0,50,0,0,0,NA,0,0,0,NA,NA,NA,0,10,Fail,poor,NA,10,0,0,0,NA,NA,100,0,0,0,0,0,0,0.2,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SANKURU,VANGA KETE,DRC-NID-07-2023-bOPV,bOPV,RND1,23,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SANKURU,WEMBO NYAMA,DRC-NID-07-2023-bOPV,bOPV,RND1,24,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,BAGIRA,DRC-NID-07-2023-bOPV,bOPV,RND1,19,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,BUNYAKIRI,DRC-NID-07-2023-bOPV,bOPV,RND1,21,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,FIZI,DRC-NID-07-2023-bOPV,bOPV,RND1,6,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,HAUT PLATEAU,DRC-NID-07-2023-bOPV,bOPV,RND1,6,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,IBANDA,DRC-NID-07-2023-bOPV,bOPV,RND1,6,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,IDJWI,DRC-NID-07-2023-bOPV,bOPV,RND1,7,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,KABARE,DRC-NID-07-2023-bOPV,bOPV,RND1,12,2023-07-27,2023,0,0,50,0,0,0,NA,0,0,0,NA,NA,NA,0,10,Fail,poor,NA,10,0,0,0,NA,NA,100,0,0,0,0,0,0,0.2,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,KADUTU,DRC-NID-07-2023-bOPV,bOPV,RND1,18,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,KALEHE,DRC-NID-07-2023-bOPV,bOPV,RND1,21,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,KALOLE,DRC-NID-07-2023-bOPV,bOPV,RND1,18,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,KALONGE,DRC-NID-07-2023-bOPV,bOPV,RND1,18,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,KAMITUGA,DRC-NID-07-2023-bOPV,bOPV,RND1,21,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,KANIOLA,DRC-NID-07-2023-bOPV,bOPV,RND1,19,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,KATANA,DRC-NID-07-2023-bOPV,bOPV,RND1,27,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,KAZIBA,DRC-NID-07-2023-bOPV,bOPV,RND1,21,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,KIMBI LULENGE,DRC-NID-07-2023-bOPV,bOPV,RND1,14,2023-07-27,2023,0,0,40,0,0,0,NA,0,0,0,NA,NA,NA,0,20,Fail,very poor,NA,20,0,0,0,NA,NA,100,0,0,0,0,0,0,0.5,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,LEMERA,DRC-NID-07-2023-bOPV,bOPV,RND1,19,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,LULINGU,DRC-NID-07-2023-bOPV,bOPV,RND1,18,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,MINOVA,DRC-NID-07-2023-bOPV,bOPV,RND1,10,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,MITI MURHESA,DRC-NID-07-2023-bOPV,bOPV,RND1,6,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,MUBUMBANO,DRC-NID-07-2023-bOPV,bOPV,RND1,6,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,MWANA,DRC-NID-07-2023-bOPV,bOPV,RND1,6,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,MWENGA,DRC-NID-07-2023-bOPV,bOPV,RND1,10,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,NUNDU,DRC-NID-07-2023-bOPV,bOPV,RND1,21,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,NYANGEZI,DRC-NID-07-2023-bOPV,bOPV,RND1,14,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,NYANTENDE,DRC-NID-07-2023-bOPV,bOPV,RND1,9,2023-07-27,2023,0,0,50,0,0,0,NA,0,0,0,NA,NA,NA,0,10,Fail,poor,NA,10,0,0,0,NA,NA,100,0,0,0,0,0,0,0.2,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,RUZIZI,DRC-NID-07-2023-bOPV,bOPV,RND1,13,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,SHABUNDA,DRC-NID-07-2023-bOPV,bOPV,RND1,19,2023-07-27,2023,0,0,50,0,0,0,NA,0,0,0,NA,NA,NA,0,10,Fail,poor,NA,10,0,0,0,NA,NA,100,0,0,0,0,0,0,0.2,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,UVIRA,DRC-NID-07-2023-bOPV,bOPV,RND1,20,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,SUD KIVU,WALUNGU,DRC-NID-07-2023-bOPV,bOPV,RND1,13,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,ANKORO,DRC-NID-07-2023-bOPV,bOPV,RND1,21,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,KABALO,DRC-NID-07-2023-bOPV,bOPV,RND1,21,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,KALEMIE,DRC-NID-07-2023-bOPV,bOPV,RND1,18,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,KANSIMBA,DRC-NID-07-2023-bOPV,bOPV,RND1,6,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,KIAMBI,DRC-NID-07-2023-bOPV,bOPV,RND1,35,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,KONGOLO,DRC-NID-07-2023-bOPV,bOPV,RND1,20,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,MANONO,DRC-NID-07-2023-bOPV,bOPV,RND1,21,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
DEMOCRATIC REPUBLIC OF THE CONGO,TANGANYIKA,MBULULA,DRC-NID-07-2023-bOPV,bOPV,RND1,19,2023-07-27,2023,0,0,60,0,0,0,NA,0,0,0,NA,NA,NA,0,0,Pass,high,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,DRC,2023-07-31,2023-08-01
